Medalist,Region,Year,🏆 Platinum,🥇🥇 Double Gold,🥇 Gold,🥈 Silver,🥉 Bronze,Judges' Pick,Total,First,Last,Years,City,Region,Country,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
OutWest Wines & Ciders,Washington,2024,1,0,0,2,0,1,4,2024,2024,1,Spokane,Washington,USA,Active,https://www.outwestwines.com/,https://www.facebook.com/outwestwinesandciders/,https://www.instagram.com/outwestwinesandciders/,https://maps.google.com/?cid=17884348236147778138,,,https://untappd.com/OutWestCiders/
Empyrical Orchard & Cidery,Washington,2024,1,0,1,1,0,0,3,2023,2024,2,Snohomish,Washington,USA,Active,,https://www.facebook.com/profile.php?id=100068960115984,https://www.instagram.com/empyricalcider/,,,,https://untappd.com/w/empyrical-orchard-cidery/507102
Meriwether Cider Company,Idaho,2024,0,1,2,0,0,0,3,2019,2024,5,Garden City,Idaho,USA,Active,https://www.meriwethercider.com/,https://www.facebook.com/meriwethercider,https://www.instagram.com/meriwethercider/,https://maps.google.com/?cid=7830741432069672416,https://www.yelp.com/biz/meriwether-cider-company-garden-city-2,https://www.tripadvisor.com/Attraction_Review-g35459-d10034505,https://untappd.com/w/meriwether-cider-company/222316
Kristof Farms,Oregon,2024,0,0,1,1,0,1,3,2023,2024,2,Yamhill,Oregon,USA,Active,https://www.kristoffarms.com/,https://www.facebook.com/KristofFarms/,https://www.instagram.com/kristoffarms/,,,,https://untappd.com/w/kristof-farms/524122
Blake's Hard Cider Co.,Michigan,2024,0,0,1,0,0,2,3,2017,2024,7,Armada,Michigan,USA,Active,http://www.blakeshardcider.com/,https://www.facebook.com/blakeshardciderco,https://www.instagram.com/blakeshardciderco/,https://maps.google.com/?cid=15855146673119620480,https://www.yelp.com/biz/blakes-ciderhouse-and-winery-armada,https://www.tripadvisor.com/Attraction_Review-g29560-d6678501,https://untappd.com/w/blakes-hard-cider-company/86334
Liquid Alchemy Beverages,Delaware,2024,0,0,1,0,0,2,3,2019,2024,3,Wilmington,Delaware,USA,Active,https://www.liquidalchemybeverages.com/,https://www.facebook.com/LiquidAlchemyBeverages/,https://www.instagram.com/liquidalchemybeverages,https://maps.google.com/?cid=17392171192902258223,https://www.yelp.com/biz/liquid-alchemy-beverages-wilmington,https://www.tripadvisor.com/Attraction_Review-g34059-d12048635,https://untappd.com/w/liquid-alchemy-beverages/224415
Vala's Orchard Cider,Nebraska,2024,0,0,0,0,0,3,3,2024,2024,1,Gretna,Nebraska,USA,Active,https://www.valasappleorchard.com/,https://www.facebook.com/ValasPumpkinPatch/,https://www.instagram.com/valaspumpkinpatch/,https://maps.google.com/?cid=15056510891597103165,https://www.yelp.com/biz/valas-pumpkin-patch-gretna,https://www.tripadvisor.com/Attraction_Review-g45597-d1932171,https://untappd.com/w/vala-s-pumpkin-patch/478866
Black Apple Hard Cider,Arkansas,2024,1,1,0,0,0,0,2,2020,2024,3,Springdale,Arkansas,USA,Active,https://www.blackapplehardcider.com/,https://www.facebook.com/blackapplecrossing/,https://www.instagram.com/blackapplehardcider/,https://maps.google.com/?cid=5449257929643515916,https://www.yelp.com/biz/black-apple-crossing-springdale,https://www.tripadvisor.com/Attraction_Review-g31931-d8814858,https://untappd.com/w/black-apple-crossing/211057
Noble Cider,North Carolina,2024,1,1,0,0,0,0,2,2017,2024,7,Asheville,North Carolina,USA,Active,http://www.noblecider.com/,https://www.facebook.com/NobleCider,https://www.instagram.com/noble_cider/,https://maps.google.com/?cid=10806279487860629423,https://www.yelp.com/biz/noble-cider-asheville,https://www.tripadvisor.com/Attraction_Review-g60742-d8604019,https://untappd.com/w/noble-cider/77407
Rootwood Cider Co.,Washington,2024,1,1,0,0,0,0,2,2018,2024,5,Manson,Washington,USA,Active,http://www.rootwoodcider.com/,https://www.facebook.com/rootwoodciderco/,https://www.instagram.com/rootwoodcider/,https://maps.google.com/?cid=1905642347995959494,https://www.yelp.com/biz/rootwood-cider-taproom-manson,https://www.tripadvisor.com/Attraction_Review-g58587-d10522833,https://untappd.com/w/rootwood-cider-co/223706
Union Hill Cider Company,Washington,2024,1,0,0,1,0,0,2,2019,2024,5,East Wenatchee,Washington,USA,Active,https://www.unionhillciderco.com/,https://www.facebook.com/UnionHillCiderCo/,https://www.instagram.com/unionhillciderco/,https://maps.google.com/?cid=15999164221517255413,https://www.yelp.com/biz/union-hill-cider-east-wenatchee,,https://untappd.com/UnionHillCiderCo
Papa Moon Vineyards & Winery,Nebraska,2024,1,0,0,0,0,1,2,2024,2024,1,Scottsbluff,Nebraska,USA,Active,https://www.papamoonvineyards.com/,https://www.facebook.com/Papamoonwines,https://www.instagram.com/papamoonciders/,https://maps.google.com/?cid=16564507604611639866,https://www.yelp.com/biz/papa-moon-vineyards-and-winery-scottsbluff,,https://untappd.com/w/papa-moon-vineyards-winery-and-cider-house/472128
Cidrerie Michel Jodoin,Quebec,2024,0,1,1,0,0,0,2,2017,2024,4,Rougemont,Quebec,Canada,Active,https://www.micheljodoin.ca/,https://www.facebook.com/CidrerieMichelJodoin/,https://www.instagram.com/cidreriemicheljodoin/,https://maps.google.com/?cid=12740295882599829633,https://www.yelp.com/biz/cidrerie-michel-jodoin-rougemont,https://www.tripadvisor.com/Attraction_Review-g1893510-d2227956,https://untappd.com/w/cidrerie-michel-jodoin/18179
Merridale Ciderworks,British Columbia,2024,0,1,0,1,0,0,2,2024,2024,1,Cobble Hill,British Columbia,Canada,Active,https://www.merridale.ca/,https://www.facebook.com/merridalecider,https://www.instagram.com/merridalecider/,https://maps.google.com/?cid=14311203607332957022,https://www.yelp.com/biz/merridale-cobble-hill,https://www.tripadvisor.com/Attraction_Review-g1392612-d1735378,https://untappd.com/w/merridale-ciderworks/11650
1911 Established,New York,2024,0,0,2,0,0,0,2,2019,2024,5,Marietta,New York,USA,Active,http://1911established.com/,,https://www.instagram.com/1911established/,https://maps.google.com/?cid=13706571465768596510,https://www.yelp.com/biz/beak-and-skiff-apple-orchards-lafayette,https://www.tripadvisor.com/Attraction_Review-g48013-d4954731,https://untappd.com/w/beak-and-skiff-apple-orchards/123121
Soundbite Hard Cider,Washington,2024,0,0,2,0,0,0,2,2023,2024,2,Everett,Washington,USA,Active,https://www.soundbitecider.com/,https://www.facebook.com/soundbitecider/,https://www.instagram.com/soundbitecider/,https://maps.google.com/?cid=996231545939620653,https://www.yelp.com/biz/soundbite-cider-everett,https://www.tripadvisor.com/Attraction_Review-g58466-d25574200,https://untappd.com/SoundbiteCider
Alma Cider,Washington,2024,0,0,1,0,0,1,2,2020,2024,4,Mount Vernon,Washington,USA,Active,https://almacider.com/,https://www.facebook.com/almaciderco/,https://www.instagram.com/almaciderco/,,,,https://untappd.com/w/alma-cider/473877
Eden Ciders,Vermont,2024,0,0,1,0,0,1,2,2017,2024,5,Newport,Vermont,USA,Active,https://www.edenciders.com/,https://facebook.com/edenspecialtyciders,https://www.instagram.com/edenciders/,https://maps.google.com/?cid=1133141626652589768,https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport,https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348,https://untappd.com/w/eden-specialty-ciders/13108
Stormalong Cider,Massachusetts,2024,0,0,1,0,0,1,2,2020,2024,3,Sherborn,Massachusetts,USA,Active,https://www.stormalong.com/,https://www.facebook.com/stormalongcider/,https://www.instagram.com/stormalongcider/,https://maps.google.com/?cid=9791117786097773397,,,https://untappd.com/w/stormalong-cider/182598
Mill Haus Cider,Washington,2024,0,0,0,1,0,1,2,2022,2024,3,Eatonville,Washington,USA,Active,https://www.drinkmillhaus.com/,https://www.facebook.com/drinkmillhaus/,https://www.instagram.com/drinkmillhaus/,https://maps.google.com/?cid=13632179647129119778,https://www.yelp.com/biz/mill-haus-cider-eatonville-2,https://www.tripadvisor.com/Restaurant_Review-g58449-d24114866,https://untappd.com/w/mill-haus-hard-cider/408680
Snowbird Farm & Cidery,Washington,2024,0,0,0,1,0,1,2,2024,2024,1,Montesano,Washington,USA,Active,https://www.snowbirdcidery.com/,https://www.facebook.com/Snowbirdfarmandcidery,https://www.instagram.com/snowbirdfarmandcidery/,https://maps.google.com/?cid=16481804079327445415,https://www.yelp.com/biz/snowbird-farm-and-cidery-montesano,,https://untappd.com/w/snowbird-farm-cidery/474774
Tieton Cider Works,Washington,2024,0,0,0,1,0,1,2,2017,2024,6,Yakima,Washington,USA,Active,https://tietonciderworks.com/,https://www.facebook.com/tietonciderworks/,https://www.instagram.com/tietonciderworks/,https://maps.google.com/?cid=9208093896298438407,https://www.yelp.com/biz/tieton-cider-works-yakima,https://www.tripadvisor.com/Attraction_Review-g58838-d7991577,https://untappd.com/w/tieton-cider-works/10804
Cinder Block Brewery,Missouri,2024,0,0,0,0,0,2,2,2020,2024,2,North Kansas City,Missouri,USA,Active,http://cinderblockbrewery.com/,https://www.facebook.com/CinderBlockBrew,https://www.instagram.com/cinderblockbrew/,https://maps.google.com/?cid=4218455807249820375,https://www.yelp.com/biz/cinder-block-brewery-north-kansas-city,https://www.tripadvisor.com/Attraction_Review-g44733-d8434786,https://untappd.com/w/cinder-block-brewery/38127
Seminary Hill Orchard & Cidery,New York,2024,0,0,0,0,0,2,2,2023,2024,2,Callicoon,New York,USA,Active,https://www.seminaryhill.co/,https://www.facebook.com/seminaryhillweddings,https://www.instagram.com/seminaryhillcider/,https://maps.google.com/?cid=2014295545037325417,,,
Botanist & Barrel,North Carolina,2024,1,0,0,0,0,0,1,2020,2024,4,Cedar Grove,North Carolina,USA,Active,https://www.botanistandbarrel.com/,,https://www.instagram.com/botanistandbarrel/,https://maps.google.com/?cid=1902463006194094884,https://www.yelp.com/biz/botanist-and-barrel-cedar-grove,https://www.tripadvisor.com/Attraction_Review-g49015-d13544284,https://untappd.com/w/botanist-barrel/356633
Space Time Mead & Cider Works,Pennsylvania,2024,1,0,0,0,0,0,1,2023,2024,2,Dunmore,Pennsylvania,USA,Active,http://www.spacetimemeadworks.com/,https://www.facebook.com/SpaceTimeMeadCiderWorks/,https://www.instagram.com/spacetimemeads/,https://maps.google.com/?cid=357847721777965657,,https://www.tripadvisor.com/Attraction_Review-g52530-d15757358,
Champlain Orchards,Vermont,2024,0,1,0,0,0,0,1,2018,2024,5,Shoreham,Vermont,USA,Active,https://www.champlainorchards.com/,https://www.facebook.com/ChamplainOrchards/,https://www.instagram.com/champlainorchards/,https://maps.google.com/?cid=12438523521595198148,https://www.yelp.com/biz/champlain-orchards-shoreham-2,https://www.tripadvisor.com/Attraction_Review-g57398-d9867509,https://untappd.com/w/champlain-orchards/20547
Colorado Cider Company,Colorado,2024,0,1,0,0,0,0,1,2017,2024,3,Denver,Colorado,USA,Active,http://www.coloradocider.com/,https://www.facebook.com/coloradocider,https://www.instagram.com/coloradocidercompany/,https://maps.google.com/?cid=9606181927626096546,https://www.yelp.com/biz/colorado-cider-denver,https://www.tripadvisor.com/Attraction_Review-g33388-d8505809,https://untappd.com/w/colorado-cider-company/11426
Hierophant Meadery,Washington,2024,0,1,0,0,0,0,1,2024,2024,1,Freeland,Washington,USA,Active,https://www.hierophantmeadery.com/,https://www.facebook.com/hierophantmeaderywhidbey,https://www.instagram.com/hierophantmeadery/,https://maps.google.com/?cid=17451376316655329116,https://www.yelp.com/biz/hierophant-meadery-freeland-3,https://www.tripadvisor.com/Attraction_Review-g58601-d10492691,https://untappd.com/HierophantMeadery
James Creek Cider House,North Carolina,2024,0,1,0,0,0,0,1,2024,2024,1,Cameron,North Carolina,USA,Active,https://jamescreekciderhouse.com/,https://www.facebook.com/jamescreekciderhouse,https://www.instagram.com/jamescreekciderhouse/,https://maps.google.com/?cid=8654485681895206331,https://www.yelp.com/biz/james-creek-cider-house-cameron,,https://untappd.com/w/james-creek-cider-house/291592
Mercier Orchards,Georgia,2024,0,1,0,0,0,0,1,2017,2024,3,Blue Ridge,Georgia,USA,Active,http://www.mercier-orchards.com/,https://www.facebook.com/mercierorchards/,https://www.instagram.com/mercierorchards/,https://maps.google.com/?cid=2895983787358586044,https://www.yelp.com/biz/mercier-apple-orchard-blue-ridge,https://www.tripadvisor.com/Attraction_Review-g34778-d633496,https://untappd.com/w/mercier-orchards/42402
Sincere Cider,California,2024,0,1,0,0,0,0,1,2024,2024,1,Oakland,California,USA,Active,https://www.sincerecider.com/,https://www.facebook.com/sincerecider,https://www.instagram.com/sincerecider,,,,https://untappd.com/SincereCider
Clarksburg Cider,New York,2024,0,0,1,0,0,0,1,2022,2024,3,Lancaster,New York,USA,Active,https://clarksburgcider.com/,https://www.facebook.com/clarksburgcider,https://www.instagram.com/clarksburgcider/,https://maps.google.com/?cid=2480384765559100652,,,https://untappd.com/Clarksburg
Double Mountain Brewery & Cidery,Oregon,2024,0,0,1,0,0,0,1,2023,2024,2,Hood River,Oregon,USA,Active,http://www.doublemountainbrewery.com/,https://www.facebook.com/doublemountainbrewery,https://www.instagram.com/doublemountain,https://maps.google.com/?cid=2446696276607943242,https://www.yelp.com/biz/double-mountain-brewery-hood-river,https://www.tripadvisor.com/Restaurant_Review-g51909-d2186972,https://untappd.com/w/double-mountain-brewery-taproom/462
Highpoint Cider,Idaho,2024,0,0,1,0,0,0,1,2024,2024,1,Victor,Idaho,USA,Active,https://highpointcider.com/,https://www.facebook.com/Highpointcider/,https://www.instagram.com/highpointcider/,https://maps.google.com/?cid=12149721453883945516,,,https://untappd.com/Highpoint_Cider
McMenamins Edgefield Winery,Oregon,2024,0,0,0,1,0,0,1,2024,2024,1,Troutdale,Oregon,USA,Active,https://www.edgefieldwinery.com/,,,https://maps.google.com/?cid=2840749725938783348,https://www.yelp.com/biz/edgefield-winery-troutdale,https://www.tripadvisor.com/Attraction_Review-g52104-d7046879,https://untappd.com/w/mcmenamins/3674
North Canyon Cider Company,California,2024,0,0,0,1,0,0,1,2019,2024,5,Camino,California,USA,Active,http://northcanyoncider.com/,https://www.facebook.com/NorthCanyonCiderCo,https://www.instagram.com/NorthCanyonCider,https://maps.google.com/?cid=15474272377040798709,https://www.yelp.com/biz/north-canyon-cider-company-camino-2,,https://untappd.com/w/north-canyon-cider-co/366979
Original Sin Cider,New York,2024,0,0,0,1,0,0,1,2024,2024,1,New York,New York,USA,Active,http://www.origsin.com/,https://www.facebook.com/sincider/,https://www.instagram.com/originalsincider/,,,,https://untappd.com/w/original-sin/6200
Avid Cider,Oregon,2024,0,0,0,0,0,1,1,2018,2024,4,Bend,Oregon,USA,Active,https://avidcider.com/,https://www.facebook.com/AVIDCider/,https://www.instagram.com/avidcidercompany/,,https://www.yelp.com/biz/atlas-cider-co-bend-2,https://www.tripadvisor.com/Attraction_Review-g51766-d6870614,https://untappd.com/w/atlas-cider-company/65739
Donovan Orchards Estate Ciders,New York,2024,0,0,0,0,0,1,1,2018,2024,2,Barker,New York,USA,Active,https://donovanorchards.com/,https://www.facebook.com/donovanorchards,,https://maps.google.com/?cid=13708330907237858097,,,https://untappd.com/BlackBirdCiderWorks
Locust Cider,Washington,2024,0,0,0,0,0,1,1,2022,2024,3,Woodinville,Washington,USA,Active,http://www.locustcider.com/,https://www.facebook.com/locustcider,https://www.instagram.com/locustcider,https://maps.google.com/?cid=17533531076865420551,https://www.yelp.com/biz/locust-cider-woodinville,https://www.tripadvisor.com/Attraction_Review-g58835-d12688283,https://untappd.com/w/locust-cider/202473
Offset Ciderworks,Washington,2024,0,0,0,0,0,1,1,2020,2024,3,Seattle,Washington,USA,Active,https://shopoffsetciderworks.com/,https://www.facebook.com/offsetciderworks/,https://www.instagram.com/offsetciderworks/,,,,https://untappd.com/w/offset-ciderworks/502452
Total,,2017,0,13,13,13,13,39,91,,,,,,,,,,,,,,
Total,,2018,0,14,17,14,17,42,104,,,,,,,,,,,,,,
Total,,2019,0,15,18,18,16,45,112,,,,,,,,,,,,,,
Total,,2020,18,20,19,22,0,44,123,,,,,,,,,,,,,,
Total,,2022,17,18,21,17,0,51,124,,,,,,,,,,,,,,
Total,,2023,22,25,23,23,0,57,150,,,,,,,,,,,,,,
<b>Total</b>,,2024,<b>25</b>,<b>26</b>,<b>28</b>,<b>26</b>,<b>0</b>,<b>42</b>,<b>147</b>,,,,,,,,,,,,,,
