Year,Medal,Medalist,Entry,Style,Style_Crosswalk,Place
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/common-cider-company/"">Common Cider Company</a>",Hibiscus Saison,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/kw-craft-cider/"">KW Craft Cider</a>",Hot Ginger Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Pumpkin Spice,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/shiny-apple-cider/"">Shiny Apple Cider</a>",Shiny Apple Pinot Noir Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/slake-cider/"">Slake Cider</a>",AHH!!! Apricot-Honey-Habanero,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sonoma-cider/"">Sonoma Cider</a>","The Wimble - Rhubarb Gose ",Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/texas-keeper-cider/"">Texas Keeper Cider</a>",Ciderweizen,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",The Catalyst,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/5-cider/"">^5 Cider</a>","Hello Raspberry ",Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/5-cider/"">^5 Cider</a>",Strawbasaurus Hop,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/acme-cider-co/"">Acme Cider Co.</a>",¡Hola! Jalapeño,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>","Elderflower ",Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Knotty Pear,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>","Summer Honey ",Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>","The Old Fashioned ",Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bishops-orchards-winery/"">Bishops Orchards Winery</a>",Honey Peach Melba,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",El Chavo,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",Tonic,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bulwark-cider/"">Bulwark Cider</a>",Bulwark Gold Cider,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cider-creek-hard-cider/"">Cider Creek Hard Cider</a>","Saison Reserve ",Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",Crispin Blackberry Pear,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",Crispin Pomegranate Pear,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",Crispin The Saint,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/f-h-prager/"">F.H. Prager</a>",Prager Cider Honey,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/flint-city-hard-cider-co/"">Flint City Hard Cider Co.</a>","Blueberry Cobbler ",Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/noble-cider/"">Noble Cider</a>",Blue Bard,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/noble-cider/"">Noble Cider</a>",Hopped Peach,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/ridge-cider-co/"">Ridge Cider Co.</a>",Squeeze,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Three Pepper,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/shiny-apple-cider/"">Shiny Apple Cider</a>",Shiny Apple Peach and Hibiscus,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sonoma-cider/"">Sonoma Cider</a>","The Crowbar - Habanero Lime ",Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/st-ambrose-cellars/"">St. Ambrose Cellars</a>",XR Cyser,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/texas-keeper-cider/"">Texas Keeper Cider</a>",Cider Noir,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/texas-keeper-cider/"">Texas Keeper Cider</a>",Grafter Blanc,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/texas-keeper-cider/"">Texas Keeper Cider</a>",Grafter Rosé,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/urban-tree-hard-cider/"">Urban Tree Hard Cider</a>",Sweet Heat,Specialty Cider and Perry,Specialty Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",Carolina Apple,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",Carolina Draft,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",Crimson Ridge Vat No. 1,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",Virginia Apple,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",Virginia Draft,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",Crispin Original,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/ferro-farms/"">Ferro Farms</a>",Ferro Farms Cider,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Woodchuck Amber,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Crisp Apple,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",Green Apple,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bold-rock-hard-cider/"">Bold Rock Hard Cider</a>",Pear,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",Crispin Pacific Pear,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/gary-awdey/"">Gary Awdey</a>",Anglo-American,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/himachal/"">Himachal</a>",Himachal Premium Indian Cider,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/minneapolis-cider-company/"">Minneapolis Cider Company</a>",Lionheart Cider - Original,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Woodchuck Granny Smith,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Woodchuck Gumption,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",Wyder's Dry Pear,Unlimited Cider and Perry,Unlimited Cider and Perry,
2016,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/talisman-farm-cidery/"">Talisman Farm Cidery</a>",iCider,Ice Cider,Ice Cider,1st Place
2016,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/coteau-rougemont/"">Coteau Rougemont</a>","Cidre de Glace ",Ice Cider,Ice Cider,
2016,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/coteau-rougemont/"">Coteau Rougemont</a>",Poiré de Glace,Ice Cider,Ice Cider,
2016,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",2014 Brandy Barrel Aged Heirloom Blend,Ice Cider,Ice Cider,
2016,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/west-avenue-cider/"">West Avenue Cider</a>",North by West,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Crémant de Glace,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Des Glace IGP 2014,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Des Glaces - Récolte Hivernale IGP 2014,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-entre-pierre-terre/"">Cidrerie Entre Pierre & Terre</a>",Cidre de glace,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-entre-pierre-terre/"">Cidrerie Entre Pierre & Terre</a>",Poire de glace- Ice perry,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Cidre de feu,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-verger-hemmingford/"">Cidrerie Verger Hemmingford</a>",Neige Premiere,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/coteau-rougemont/"">Coteau Rougemont</a>",Cidre de Glace Grande Réserve,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",2014 Honeycrisp Ice Cider,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/le-flanc-nord-verger-cidrerie/"">Le Flanc Nord Verger & Cidrerie</a>",cidre de glace,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/robinette-cellars/"">Robinette Cellars</a>",Ice Cider,Ice Cider,Ice Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-viuda-de-angelon/"">Sidra Viuda de Angelón</a>",Viuda de Angelon Diamantes de Hielo,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",Amshire,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bull-run-cider/"">Bull Run Cider</a>",Pear Wine,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bulwark-cider/"">Bulwark Cider</a>",Bulwark Ice Cider,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",Le Glacé,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/county-cider-company/"">County Cider Company</a>",Prince Edward County Barrel Aged Ice Cider - 2013,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/critz-farms/"">Critz Farms</a>",20 Below Ice Cider,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>","2008 Falstaff ",Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/milk-honey-ciders/"">Milk & Honey Ciders</a>",Alchemy,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/rossbach-cider/"">Rossbach Cider</a>",Smiling Dog – Frozen In Time,Ice Cider,Ice Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/twin-pines-orchards-cider-house/"">Twin Pines Orchards & Cider House</a>",Twin Pines Ice Cider,Ice Cider,Ice Cider,
2016,🏆 BEST IN CLASS,"<a href=""https://ciderguide.com/glintcap/medalists/le-pere-jules/"">Le Père Jules</a>",Pommeau de Normandie,Pommeau,Fortified Cider,2nd Place
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>","Bourbon Barrel Aged Pommeau ",Pommeau,Fortified Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-du-minot/"">Cidrerie du Minot</a>",Du Minot Doré,Pommeau,Fortified Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",Descuido,Pommeau,Fortified Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Dessert Wine,Pommeau,Fortified Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",Pommeau,Pommeau,Fortified Cider,
2016,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",Pomona,Pommeau,Fortified Cider,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",Barrel Select Pear,Brandy,Spirits,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/le-pere-jules/"">Le Père Jules</a>",Calvados Pays d'Auge 10 ans d'âge,Brandy,Spirits,
2016,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",Apple Brandy,Brandy,Spirits,
2015,🥇 GOLD,"<a href=""https://ciderguide.com/glintcap/medalists/beaver-valley-orchard-cidery/"">Beaver Valley Orchard & Cidery</a>",Beaver Valley Flagship Cider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/1911-established/"">1911 Established</a>",Heritage Dry,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",BrightCider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",OutCider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/bel-lago-winery/"">Bel Lago Winery</a>",Bel Lago - Hard Apple Cider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/branch-out-cider/"">Branch Out Cider</a>",Perennial 2013,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",Serendipity,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",Glider Cider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/common-cider-company/"">Common Cider Company</a>",Apple Saison,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/embark-craft-ciderworks/"">Embark Craft Ciderworks</a>",Old Marauder,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/island-orchard-cider/"">Island Orchard Cider</a>",Brut Apple Cider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/kw-craft-cider/"">KW Craft Cider</a>",KW Craft Cider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/liberty-ciderworks/"">Liberty Ciderworks</a>",Macintosh SV,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/montana-ciderworks/"">Montana CiderWorks</a>",Small Batch - McIntosh,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/nine-pin-cider/"">Nine Pin Cider</a>","Nine Pin Cider - Signature ",Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/"">Northville Winery and Brewing Company</a>",Rockin Cock,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/pommies-cider-co/"">Pommies Cider Co.</a>",Pommies Dry Cider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/pommies-cider-co/"">Pommies Cider Co.</a>",Pommies Farmhouse Cider,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/donovan-orchards-estate-ciders/"">Donovan Orchards Estate Ciders</a>","Red Barn Farm Style ",Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/santa-sidra-hard-cider/"">Santa Sidra Hard Cider</a>","Santa Sidra ""Dry/Seca""",Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",Flagship,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Dry,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/seattle-cider-company/"">Seattle Cider Company</a>",Semi-Sweet,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/"">Snowdrift Cider Co.</a>",Summer Red,Modern Cider,Modern Cider,
2015,🥈 SILVER,"<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",Malice,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/1911-established/"">1911 Established</a>",Empire Spy,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/1911-established/"">1911 Established</a>",Original,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/aeppeltreow-winery-distillery/"">AeppelTreow Winery & Distillery</a>",Barn Swallow Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/apple-outlaw/"">Apple Outlaw</a>",Apple Outlaw Original,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/apple-outlaw/"">Apple Outlaw</a>",Rabid Dry,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>","Harvest Apple ",Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/bishops-orchards-winery/"">Bishops Orchards Winery</a>",Golden Hard Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cider-creek-hard-cider/"">Cider Creek Hard Cider</a>",Premium Farmhouse Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/cider-house-of-wisconsin/"">Cider House of Wisconsin</a>",Pooch,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/ciderboys/"">Ciderboys</a>",First Press,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/colorado-cider-company/"">Colorado Cider Company</a>",Newtown Pippin,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/descendant-cider-company/"">Descendant Cider Company</a>",Succession Sparkling Semi Dry,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/farmhaus-cider-co/"">Farmhaus Cider Co.</a>",Halbbitter,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/farmhaus-cider-co/"">Farmhaus Cider Co.</a>",Trocken,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/foxcraft-hard-cider/"">Foxcraft Hard Cider</a>",FoxCraft Apple Blossom,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/golden-state-cider/"">Golden State Cider</a>",Mighty Dry,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/headwater-cider/"">Headwater Cider</a>",New England Dry,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/hoity-toity-cellars/"">Hoity Toity Cellars</a>",66 Pick Up,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/humboldt-cider-company/"">Humboldt Cider Company</a>",HCC McIntosh,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/humboldt-cider-company/"">Humboldt Cider Company</a>",HCC Sierra Beauty,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/left-field-cider-co/"">Left Field Cider Co.</a>",Little Dry,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/left-foot-charley/"">Left Foot Charley</a>",Antrim County,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/montana-ciderworks/"">Montana CiderWorks</a>",Darby Pub Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/portland-cider-company/"">Portland Cider Company</a>",Kinda Dry,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/puddicombe-estate-farm/"">Puddicombe Estate Farm</a>",Sir Isaac's Apple Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/revel-cider-company/"">Revel Cider Company</a>",Liquid Gold,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/rootstock-ciderworks/"">Rootstock Ciderworks</a>",Rootstock Cider Original,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/rossbach-cider/"">Rossbach Cider</a>",Rossbach Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/santa-sidra-hard-cider/"">Santa Sidra Hard Cider</a>",Santa Sidra A Tad Sweet/Ligeramente Dulce,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/shipbuilders-cider/"">ShipBuilders Cider</a>",ShipBuilders Cider,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/shipbuilders-cider/"">ShipBuilders Cider</a>",Stutz,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",Avalon,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",Lagar de Camín,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",Poma Áurea,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sietsema-orchards/"">Sietsema Orchards</a>",Sietsema's Red Label,Modern Cider,Modern Cider,
2015,🥉 BRONZE,"<a href=""https://ciderguide.com/glintcap/medalists/sietsema-orchards/"">Sietsema Orchards</a>",Sietsema's Traditional Dry,Modern Cider,Modern Cider,
