Year,Award,Producer,Product,State,Status,Website,Facebook,Instagram,Google,Yelp,TripAdvisor,Untappd
2022,🏅 Finalist,Farmstead Cider,Bitter Local Cider,Wyoming,Active,"<a href=""https://farmsteadwyo.com/"">Website</a>","<a href=""https://www.facebook.com/farmsteadcider"">Facebook</a>","<a href=""https://www.instagram.com/farmsteadcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17159845861173496600"">Google</a>",,,"<a href=""https://untappd.com/w/farmstead-cider/430386"">Untappd</a>"
2022,🏅 Finalist,Farmstead Cider,Rafter J Cider,Wyoming,Active,"<a href=""https://farmsteadwyo.com/"">Website</a>","<a href=""https://www.facebook.com/farmsteadcider"">Facebook</a>","<a href=""https://www.instagram.com/farmsteadcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17159845861173496600"">Google</a>",,,"<a href=""https://untappd.com/w/farmstead-cider/430386"">Untappd</a>"
2022,🏅 Finalist,Finnriver Farm & Cidery,Black Oak,Washington,Active,"<a href=""https://www.finnriver.com/"">Website</a>","<a href=""https://www.facebook.com/finnriver"">Facebook</a>","<a href=""https://www.instagram.com/finnriver/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1802892066987578987"">Google</a>","<a href=""https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58399-d10595866"">TripAdvisor</a>","<a href=""https://untappd.com/w/finnriver-farm-and-cidery/3008"">Untappd</a>"
2022,🏅 Finalist,Finnriver Farm & Cidery,Fire Barrel,Washington,Active,"<a href=""https://www.finnriver.com/"">Website</a>","<a href=""https://www.facebook.com/finnriver"">Facebook</a>","<a href=""https://www.instagram.com/finnriver/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1802892066987578987"">Google</a>","<a href=""https://www.yelp.com/biz/finnriver-farm-and-cidery-chimacum"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58399-d10595866"">TripAdvisor</a>","<a href=""https://untappd.com/w/finnriver-farm-and-cidery/3008"">Untappd</a>"
2022,🏅 Finalist,Ragged Hill Cider,Ice Cider,Massachusetts,Active,"<a href=""https://www.raggedhillcider.com/"">Website</a>","<a href=""https://www.facebook.com/RaggedHillCider/"">Facebook</a>","<a href=""https://www.instagram.com/raggedhillcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12743756096350248911"">Google</a>","<a href=""https://www.yelp.com/biz/ragged-hill-orchard-west-brookfield"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g41900-d13976564"">TripAdvisor</a>","<a href=""https://untappd.com/w/ragged-hill-cider-company/339946"">Untappd</a>"
2022,🏅 Finalist,Raging Cider & Mead,Season Recap Pét-Nat,California,Active,"<a href=""http://www.ragingcidermead.com/"">Website</a>","<a href=""https://www.facebook.com/ragingcider/"">Facebook</a>","<a href=""https://www.instagram.com/raging_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4063834740320553778"">Google</a>","<a href=""https://www.yelp.com/biz/raging-cider-and-mead-co-san-marcos"">Yelp</a>",,"<a href=""https://untappd.com/w/raging-cider-mead/368755"">Untappd</a>"
2022,🏅 Finalist,Stormalong Cider,Little Trees Blend,Massachusetts,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
2022,🏅 Finalist,Troddenvale Cider,2019 Kieffer Country Wine,Virginia,Active,"<a href=""https://www.troddenvale.com/"">Website</a>","<a href=""https://www.facebook.com/troddenvalecider/"">Facebook</a>","<a href=""https://www.instagram.com/troddenvalecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14366923941014908780"">Google</a>","<a href=""https://www.yelp.com/biz/troddenvale-warm-springs"">Yelp</a>",,"<a href=""https://untappd.com/w/troddenvale/461564"">Untappd</a>"
2022,🏅 Finalist,Troddenvale Cider,Grower Series: Victor Gaines 2019,Virginia,Active,"<a href=""https://www.troddenvale.com/"">Website</a>","<a href=""https://www.facebook.com/troddenvalecider/"">Facebook</a>","<a href=""https://www.instagram.com/troddenvalecider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14366923941014908780"">Google</a>","<a href=""https://www.yelp.com/biz/troddenvale-warm-springs"">Yelp</a>",,"<a href=""https://untappd.com/w/troddenvale/461564"">Untappd</a>"
2023,🏆 Winner,Bauman's Cider,Orchard Select,Oregon,Active,"<a href=""https://baumanscider.com/"">Website</a>","<a href=""https://www.facebook.com/Baumanscider/"">Facebook</a>","<a href=""https://www.instagram.com/baumanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10038644588886302965"">Google</a>","<a href=""https://www.yelp.com/biz/baumans-farm-and-garden-gervais"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g51881-d6848567"">TripAdvisor</a>","<a href=""https://untappd.com/w/baumans-cider-company/253872"">Untappd</a>"
2023,🏆 Winner,Castle Hill Cider,Dry Hopped,Virginia,Active,"<a href=""http://www.castlehillcider.com/"">Website</a>","<a href=""https://www.facebook.com/CastleHillCider"">Facebook</a>","<a href=""https://www.instagram.com/castlehillcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4112176064200176389"">Google</a>","<a href=""https://www.yelp.com/biz/castle-hill-cider-keswick"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57873-d2359755"">TripAdvisor</a>","<a href=""https://untappd.com/w/castle-hill-cider/18303"">Untappd</a>"
2023,🏆 Winner,Castle Hill Cider,Sunday Muse,Virginia,Active,"<a href=""http://www.castlehillcider.com/"">Website</a>","<a href=""https://www.facebook.com/CastleHillCider"">Facebook</a>","<a href=""https://www.instagram.com/castlehillcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4112176064200176389"">Google</a>","<a href=""https://www.yelp.com/biz/castle-hill-cider-keswick"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57873-d2359755"">TripAdvisor</a>","<a href=""https://untappd.com/w/castle-hill-cider/18303"">Untappd</a>"
2023,🏆 Winner,Champlain Orchards,Kingston Dry,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2023,🏆 Winner,Ethic Ciders,Pommeau,California,Active,"<a href=""https://ethicciders.com/"">Website</a>",,"<a href=""https://www.instagram.com/ethicciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=8690271967777704135"">Google</a>","<a href=""https://www.yelp.com/biz/ethic-ciders-sebastopol"">Yelp</a>",,"<a href=""https://untappd.com/w/ethic-ciders/355517"">Untappd</a>"
2023,🏆 Winner,Fable Farm Fermentory,Fluxion,Vermont,Active,"<a href=""http://fablefarmfermentory.com/"">Website</a>",,"<a href=""https://www.instagram.com/fablefarm"">Instagram</a>","<a href=""https://maps.google.com/?cid=14696832772230359937"">Google</a>",,,"<a href=""https://untappd.com/w/fable-farm-and-fermentory/169332"">Untappd</a>"
2023,🏆 Winner,Gowan's Heirloom Ciders,Gowan's Estate Classic Dry Cider,California,Active,"<a href=""http://www.gowansheirloomcider.com/"">Website</a>","<a href=""https://www.facebook.com/gowanscider/"">Facebook</a>","<a href=""https://www.instagram.com/gowanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14585432541984297394"">Google</a>","<a href=""https://www.yelp.com/biz/gowan-s-cider-philo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32878-d23631277"">TripAdvisor</a>","<a href=""https://untappd.com/w/gowans-hard-cider/200818"">Untappd</a>"
2023,🏆 Winner,Gowan's Heirloom Ciders,Gowan's Estate Gravenstein Cider,California,Active,"<a href=""http://www.gowansheirloomcider.com/"">Website</a>","<a href=""https://www.facebook.com/gowanscider/"">Facebook</a>","<a href=""https://www.instagram.com/gowanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14585432541984297394"">Google</a>","<a href=""https://www.yelp.com/biz/gowan-s-cider-philo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32878-d23631277"">TripAdvisor</a>","<a href=""https://untappd.com/w/gowans-hard-cider/200818"">Untappd</a>"
2023,🏆 Winner,Gowan's Heirloom Ciders,Gowan's Estate Spiced Apple Cider,California,Active,"<a href=""http://www.gowansheirloomcider.com/"">Website</a>","<a href=""https://www.facebook.com/gowanscider/"">Facebook</a>","<a href=""https://www.instagram.com/gowanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14585432541984297394"">Google</a>","<a href=""https://www.yelp.com/biz/gowan-s-cider-philo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32878-d23631277"">TripAdvisor</a>","<a href=""https://untappd.com/w/gowans-hard-cider/200818"">Untappd</a>"
2023,🏆 Winner,Lassen Traditional Cider,Wombat Flats,California,Active,"<a href=""https://www.lassencider.com/"">Website</a>","<a href=""https://www.facebook.com/lassencider/"">Facebook</a>","<a href=""https://www.instagram.com/lassencider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10315637006146688710"">Google</a>",,,"<a href=""https://untappd.com/w/lassen-traditional-cidery/297567"">Untappd</a>"
2023,🏆 Winner,Lassen Traditional Cider,Greenwood Gold,California,Active,"<a href=""https://www.lassencider.com/"">Website</a>","<a href=""https://www.facebook.com/lassencider/"">Facebook</a>","<a href=""https://www.instagram.com/lassencider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10315637006146688710"">Google</a>",,,"<a href=""https://untappd.com/w/lassen-traditional-cidery/297567"">Untappd</a>"
2023,🏆 Winner,Liberty Ciderworks,Heirloom Series McIntosh,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2023,🏆 Winner,Liberty Ciderworks,55 Chain,Washington,Active,"<a href=""http://libertycider.com/"">Website</a>","<a href=""https://www.facebook.com/LibertyCider"">Facebook</a>","<a href=""https://www.instagram.com/libertycider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14868081944798289423"">Google</a>","<a href=""https://www.yelp.com/biz/liberty-ciderworks-spokane-3"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g58759-d17373965"">TripAdvisor</a>","<a href=""https://untappd.com/w/liberty-ciderworks/106336"">Untappd</a>"
2023,🏆 Winner,Madrone Cellars & Cider,2021 Island Perry,Washington,Active,"<a href=""https://madronecellars.com/"">Website</a>","<a href=""https://www.facebook.com/madronecellars"">Facebook</a>","<a href=""https://www.instagram.com/madronecellars_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4819408985436567114"">Google</a>","<a href=""https://www.yelp.com/biz/madrone-cellars-and-cider-friday-harbor"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g60957-d21166624"">TripAdvisor</a>","<a href=""https://untappd.com/MadroneCider"">Untappd</a>"
2023,🏆 Winner,Snow Capped Cider,Ashmeads Kernel,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2023,🏆 Winner,Stem Ciders,"Carrot, Ginger, Turmeric",Colorado,Active,"<a href=""http://stemciders.com/"">Website</a>","<a href=""https://www.facebook.com/stemciders/"">Facebook</a>","<a href=""https://www.instagram.com/stemciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14948853403840338868"">Google</a>","<a href=""https://www.yelp.com/biz/stem-ciders-denver"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132"">TripAdvisor</a>","<a href=""https://untappd.com/w/stem-ciders/102829"">Untappd</a>"
2023,🏆 Winner,Stormalong Cider,Boston Heirloom,Massachusetts,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
2023,🏆 Winner,Stormalong Cider,Franklin Cider,Massachusetts,Active,"<a href=""https://www.stormalong.com/"">Website</a>","<a href=""https://www.facebook.com/stormalongcider/"">Facebook</a>","<a href=""https://www.instagram.com/stormalongcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9791117786097773397"">Google</a>",,,"<a href=""https://untappd.com/w/stormalong-cider/182598"">Untappd</a>"
2023,🏆 Winner,The Cider Farm,Classic Dry,Wisconsin,Active,"<a href=""http://www.theciderfarm.com/"">Website</a>","<a href=""https://www.facebook.com/theciderfarm"">Facebook</a>","<a href=""https://www.instagram.com/the_cider_farm"">Instagram</a>","<a href=""https://maps.google.com/?cid=4628939322097981132"">Google</a>","<a href=""https://www.yelp.com/biz/the-cider-farm-madison"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g60859-d23649069"">TripAdvisor</a>","<a href=""https://untappd.com/w/the-cider-farm/235550"">Untappd</a>"
2023,🏆 Winner,The Cider Farm,Oak-Aged,Wisconsin,Active,"<a href=""http://www.theciderfarm.com/"">Website</a>","<a href=""https://www.facebook.com/theciderfarm"">Facebook</a>","<a href=""https://www.instagram.com/the_cider_farm"">Instagram</a>","<a href=""https://maps.google.com/?cid=4628939322097981132"">Google</a>","<a href=""https://www.yelp.com/biz/the-cider-farm-madison"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g60859-d23649069"">TripAdvisor</a>","<a href=""https://untappd.com/w/the-cider-farm/235550"">Untappd</a>"
2023,🏆 Winner,Wise Bird Cider,Pomme Pomme,Kentucky,Active,"<a href=""https://www.wisebirdcider.com/"">Website</a>","<a href=""https://www.facebook.com/wisebirdciderco"">Facebook</a>","<a href=""https://www.instagram.com/wisebirdcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15445502611486474709"">Google</a>","<a href=""https://www.yelp.com/biz/wise-bird-cider-lexington-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g39588-d17700703"">TripAdvisor</a>","<a href=""https://untappd.com/WiseBirdCiderCo"">Untappd</a>"
2023,🏅 Finalist,Artifact Cider Project,Long Way Back,Massachusetts,Active,"<a href=""http://www.artifactcider.com/"">Website</a>","<a href=""https://www.facebook.com/artifactcider/"">Facebook</a>","<a href=""https://www.instagram.com/artifactcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/artifact-cider-project/135898"">Untappd</a>"
2023,🏅 Finalist,Artifact Cider Project,Upta Camp,Massachusetts,Active,"<a href=""http://www.artifactcider.com/"">Website</a>","<a href=""https://www.facebook.com/artifactcider/"">Facebook</a>","<a href=""https://www.instagram.com/artifactcider/"">Instagram</a>",,,,"<a href=""https://untappd.com/w/artifact-cider-project/135898"">Untappd</a>"
2023,🏅 Finalist,Berkshire Cider Project,Community Cider Project #2,Massachusetts,Active,"<a href=""https://www.berkshire-cider.com/"">Website</a>","<a href=""https://www.facebook.com/BerkshireCiderProject/"">Facebook</a>","<a href=""https://www.instagram.com/berkshire_cider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=39143702970968971"">Google</a>","<a href=""https://www.yelp.com/biz/berkshire-cider-project-north-adams"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g41715-d23520152"">TripAdvisor</a>","<a href=""https://untappd.com/berkshire_cider"">Untappd</a>"
2023,🏅 Finalist,Botanist & Barrel,Not What We May Be Pet Nat Cider,North Carolina,Active,"<a href=""https://www.botanistandbarrel.com/"">Website</a>",,"<a href=""https://www.instagram.com/botanistandbarrel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1902463006194094884"">Google</a>","<a href=""https://www.yelp.com/biz/botanist-and-barrel-cedar-grove"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g49015-d13544284"">TripAdvisor</a>","<a href=""https://untappd.com/w/botanist-barrel/356633"">Untappd</a>"
2023,🏅 Finalist,Castle Hill Cider,Silver Bough,Virginia,Active,"<a href=""http://www.castlehillcider.com/"">Website</a>","<a href=""https://www.facebook.com/CastleHillCider"">Facebook</a>","<a href=""https://www.instagram.com/castlehillcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=4112176064200176389"">Google</a>","<a href=""https://www.yelp.com/biz/castle-hill-cider-keswick"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57873-d2359755"">TripAdvisor</a>","<a href=""https://untappd.com/w/castle-hill-cider/18303"">Untappd</a>"
2023,🏅 Finalist,Champlain Orchards,Larrabee,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2023,🏅 Finalist,Champlain Orchards,Citra Cider,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2023,🏅 Finalist,Fable Farm Fermentory,Emanation,Vermont,Active,"<a href=""http://fablefarmfermentory.com/"">Website</a>",,"<a href=""https://www.instagram.com/fablefarm"">Instagram</a>","<a href=""https://maps.google.com/?cid=14696832772230359937"">Google</a>",,,"<a href=""https://untappd.com/w/fable-farm-and-fermentory/169332"">Untappd</a>"
2023,🏅 Finalist,Nashi Orchards,Sakura Ridge Pippins Cider,Washington,Active,"<a href=""http://www.nashiorchards.com/"">Website</a>","<a href=""https://www.facebook.com/nashiorchards"">Facebook</a>","<a href=""https://www.instagram.com/nashi_orchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12360902013052761069"">Google</a>","<a href=""https://www.yelp.com/biz/nashi-orchards-winery-vashon"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58805-d9564025"">TripAdvisor</a>","<a href=""https://untappd.com/w/nashi-orchards/113169"">Untappd</a>"
2023,🏅 Finalist,Posterity Ciderworks,"My Pét Dragon, Vol II",California,Active,"<a href=""https://posterityciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/posterityciderworks"">Facebook</a>","<a href=""https://www.instagram.com/posterityciderworks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12556482300952119386"">Google</a>","<a href=""https://www.yelp.com/biz/posterity-ciderworks-mokelumne-hill"">Yelp</a>",,
2023,🏅 Finalist,Posterity Ciderworks,Arkansas Black Single Varietal,California,Active,"<a href=""https://posterityciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/posterityciderworks"">Facebook</a>","<a href=""https://www.instagram.com/posterityciderworks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12556482300952119386"">Google</a>","<a href=""https://www.yelp.com/biz/posterity-ciderworks-mokelumne-hill"">Yelp</a>",,
2023,🏅 Finalist,Posterity Ciderworks,Far Away Field Blend,California,Active,"<a href=""https://posterityciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/posterityciderworks"">Facebook</a>","<a href=""https://www.instagram.com/posterityciderworks/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12556482300952119386"">Google</a>","<a href=""https://www.yelp.com/biz/posterity-ciderworks-mokelumne-hill"">Yelp</a>",,
2023,🏅 Finalist,Snow Capped Cider,Barrel Aged,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2023,🏅 Finalist,Snow Capped Cider,Plum and Lemongrass,Colorado,Active,"<a href=""http://www.snowcappedcider.com/"">Website</a>","<a href=""https://www.facebook.com/snowcappedcider/"">Facebook</a>","<a href=""https://www.instagram.com/snowcappedcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=373602255640136887"">Google</a>",,,"<a href=""https://untappd.com/w/snow-capped-cider/130549"">Untappd</a>"
2023,🏅 Finalist,Stem Ciders,A Salted Cucumber Apple Cider,Colorado,Active,"<a href=""http://stemciders.com/"">Website</a>","<a href=""https://www.facebook.com/stemciders/"">Facebook</a>","<a href=""https://www.instagram.com/stemciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14948853403840338868"">Google</a>","<a href=""https://www.yelp.com/biz/stem-ciders-denver"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g33388-d26714132"">TripAdvisor</a>","<a href=""https://untappd.com/w/stem-ciders/102829"">Untappd</a>"
2023,🏅 Finalist,Union Hill Cider Co.,Barrel Aged,Washington,Active,"<a href=""https://www.unionhillciderco.com/"">Website</a>","<a href=""https://www.facebook.com/UnionHillCiderCo/"">Facebook</a>","<a href=""https://www.instagram.com/unionhillciderco/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15999164221517255413"">Google</a>","<a href=""https://www.yelp.com/biz/union-hill-cider-east-wenatchee"">Yelp</a>",,"<a href=""https://untappd.com/UnionHillCiderCo"">Untappd</a>"
2023,🏅 Finalist,Winchester Ciderworks,VA-Ginga,Virginia,Active,"<a href=""https://winchesterciderworks.com/"">Website</a>","<a href=""https://www.facebook.com/WinchesterCiderworks/"">Facebook</a>","<a href=""https://www.instagram.com/winchester_ciderworks/"">Instagram</a>",,"<a href=""https://www.yelp.com/biz/winchester-ciderworks-winchester"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g58318-d12692853"">TripAdvisor</a>","<a href=""https://untappd.com/w/winchester-ciderworks/61540"">Untappd</a>"
2024,🏆 Winner,Champlain Orchards,Larrabee,Vermont,Active,"<a href=""https://www.champlainorchards.com/"">Website</a>","<a href=""https://www.facebook.com/ChamplainOrchards/"">Facebook</a>","<a href=""https://www.instagram.com/champlainorchards/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12438523521595198148"">Google</a>","<a href=""https://www.yelp.com/biz/champlain-orchards-shoreham-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g57398-d9867509"">TripAdvisor</a>","<a href=""https://untappd.com/w/champlain-orchards/20547"">Untappd</a>"
2024,🏆 Winner,Eden Ciders,Farm Study: Belle de Boskoop,Vermont,Active,"<a href=""https://www.edenciders.com/"">Website</a>","<a href=""https://facebook.com/edenspecialtyciders"">Facebook</a>","<a href=""https://www.instagram.com/edenciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1133141626652589768"">Google</a>","<a href=""https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348"">TripAdvisor</a>","<a href=""https://untappd.com/w/eden-specialty-ciders/13108"">Untappd</a>"
2024,🏆 Winner,Eden Ciders,Northern Spy Barrel-Aged Ice Cider,Vermont,Active,"<a href=""https://www.edenciders.com/"">Website</a>","<a href=""https://facebook.com/edenspecialtyciders"">Facebook</a>","<a href=""https://www.instagram.com/edenciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1133141626652589768"">Google</a>","<a href=""https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348"">TripAdvisor</a>","<a href=""https://untappd.com/w/eden-specialty-ciders/13108"">Untappd</a>"
2024,🏆 Winner,Eden Ciders,Wild Kingdom,Vermont,Active,"<a href=""https://www.edenciders.com/"">Website</a>","<a href=""https://facebook.com/edenspecialtyciders"">Facebook</a>","<a href=""https://www.instagram.com/edenciders/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1133141626652589768"">Google</a>","<a href=""https://www.yelp.com/biz/northeast-kingdom-tasting-center-newport"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g57335-d4675348"">TripAdvisor</a>","<a href=""https://untappd.com/w/eden-specialty-ciders/13108"">Untappd</a>"
2024,🏆 Winner,Farmstead Cider,Chokecherry Cider,Wyoming,Active,"<a href=""https://farmsteadwyo.com/"">Website</a>","<a href=""https://www.facebook.com/farmsteadcider"">Facebook</a>","<a href=""https://www.instagram.com/farmsteadcider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=17159845861173496600"">Google</a>",,,"<a href=""https://untappd.com/w/farmstead-cider/430386"">Untappd</a>"
2024,🏆 Winner,Gowan's Heirloom Ciders,1876 Heirloom Cider,California,Active,"<a href=""http://www.gowansheirloomcider.com/"">Website</a>","<a href=""https://www.facebook.com/gowanscider/"">Facebook</a>","<a href=""https://www.instagram.com/gowanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14585432541984297394"">Google</a>","<a href=""https://www.yelp.com/biz/gowan-s-cider-philo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32878-d23631277"">TripAdvisor</a>","<a href=""https://untappd.com/w/gowans-hard-cider/200818"">Untappd</a>"
2024,🏆 Winner,Gowan's Heirloom Ciders,Sierra Beauty Cider,California,Active,"<a href=""http://www.gowansheirloomcider.com/"">Website</a>","<a href=""https://www.facebook.com/gowanscider/"">Facebook</a>","<a href=""https://www.instagram.com/gowanscider/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14585432541984297394"">Google</a>","<a href=""https://www.yelp.com/biz/gowan-s-cider-philo"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32878-d23631277"">TripAdvisor</a>","<a href=""https://untappd.com/w/gowans-hard-cider/200818"">Untappd</a>"
2024,🏆 Winner,Heartland Ciderworks,The Avalon,Oregon,Active,,"<a href=""https://www.facebook.com/HeartlandCiderworks"">Facebook</a>","<a href=""https://www.instagram.com/heartland_ciderworks/"">Instagram</a>",,,,"<a href=""https://untappd.com/HeartlandCiderworks"">Untappd</a>"
