Year,Style,Medalist,Entry,Medal,Status,Website,Facebook,Instagram,Google,TripAdvisor,Untappd
2022,Cidre,Les Vergers de Ducy,Cidre de la Flaguerie Demi-Sec 2021,🥈 Argent,Active,"<a href=""https://lesvergersdeducy.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersdeDucy/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5658619103463764772"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-ducy/68480"">Untappd</a>"
2022,Cidre,Les Vergers du Quesnay,Les Vergers du Quesnay Doux 2021,🥈 Argent,Active,"<a href=""https://www.lesvergersduquesnay.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100058435991351"">Facebook</a>","<a href=""https://www.instagram.com/les_vergers_du_quesnay/"">Instagram</a>","<a href=""https://maps.google.com/?cid=15904214834922492181"">Google</a>",,"<a href=""https://untappd.com/w/les-vergers-du-quesnay/228234"">Untappd</a>"
2022,Cidre Rosé,Les Celliers Associés,Dujardin 2020,🥇 Or,Active,"<a href=""https://www.valderance.com/"">Website</a>","<a href=""https://www.facebook.com/ValdeRance/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=7883069809343472545"">Google</a>",,"<a href=""https://untappd.com/LesCelliersAssocis"">Untappd</a>"
2022,Cidre Rosé,Ferme des Noës,La Ferme des Noës 2021,🥈 Argent,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
2022,Poiré,Domaine des Hauts-Vents,Domaine des Hauts Vents 2021,🥇 Or,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
2022,Poiré,Famille Guesdon,La Cave Normande 2021,🥇 Or,Active,"<a href=""https://famille-guesdon.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100057212210806"">Facebook</a>","<a href=""https://www.instagram.com/lacavenormandeguesdon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13182761816105385497"">Google</a>",,"<a href=""https://untappd.com/w/guesdon-p-re-et-fils/343009"">Untappd</a>"
2022,Poiré,Ferme des Martellières,Ferme des Martellières Demi-Sec 2021,🥇 Or,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
2022,Poiré,Ferme des Martellières,Ferme des Martellières Demi-Sec 2020,🥈 Argent,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
2022,Poiré,Pacory,Pacory Vif et Pétillant 2021,🥈 Argent,Active,"<a href=""https://www.pacory.eu/"">Website</a>","<a href=""https://www.facebook.com/PacoryFermedesGrimaux"">Facebook</a>","<a href=""https://www.instagram.com/pacoryfermedesgrimaux"">Instagram</a>","<a href=""https://maps.google.com/?cid=15821520734729613945"">Google</a>",,"<a href=""https://untappd.com/brewery/32360"">Untappd</a>"
2022,Cidre et Poiré de Glace,Domaine de la Galotière,Cidre de Glace La Galotière 2020,🥈 Argent,Active,"<a href=""https://www.lagalotiere.fr/"">Website</a>","<a href=""https://www.facebook.com/lagalotiere"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3334578271943351430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g608796-d12550194"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-de-la-galotiere/38855"">Untappd</a>"
2022,Cidre et Poiré de Glace,Domaine de la Galotière,Poiré de Glace La Galotière 2020,🥈 Argent,Active,"<a href=""https://www.lagalotiere.fr/"">Website</a>","<a href=""https://www.facebook.com/lagalotiere"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3334578271943351430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g608796-d12550194"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-de-la-galotiere/38855"">Untappd</a>"
2023,Cidre,Cidre Lemasson,Lemasson Opié Dumur Bio 2022,🥇 Or,Active,"<a href=""https://www.cidre-lemasson.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrelemasson"">Facebook</a>","<a href=""https://www.instagram.com/cidrelemasson/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7632467116285948880"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12634286-d6538652"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-lemasson/247290"">Untappd</a>"
2023,Cidre,Earl du Manoir,Brut 2022,🥇 Or,Active,"<a href=""https://cidre-du-manoir-27.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=4044711697661996773"">Google</a>",,
2023,Cidre,Les Normandises du Pradon,Les Normandises du Pradon Extra-brut 2022,🥇 Or,Active,"<a href=""http://lesnormandisesdupradon.com/"">Website</a>","<a href=""https://www.facebook.com/lesnormandisesdupradon/"">Facebook</a>","<a href=""https://www.instagram.com/lesnormandisesdupradon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5034289693754776537"">Google</a>",,"<a href=""https://untappd.com/w/ferme-du-pradon/228438"">Untappd</a>"
2023,Cidre,Famille Guesdon,Domaine de la Cave Normande Doux 2022,🥇 Or,Active,"<a href=""https://famille-guesdon.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100057212210806"">Facebook</a>","<a href=""https://www.instagram.com/lacavenormandeguesdon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13182761816105385497"">Google</a>",,"<a href=""https://untappd.com/w/guesdon-p-re-et-fils/343009"">Untappd</a>"
2023,Cidre,Ferme de la Sapinière,Ferme de la Sapinière Apple Oak brut Bio 2021,🥇 Or,Active,"<a href=""https://www.producteur-cidre.com/"">Website</a>","<a href=""https://www.facebook.com/fermedelasapiniere/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13033032790677741913"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1462420-d4961506"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-sapini-re/124296"">Untappd</a>"
2023,Cidre,Domaine des Hauts-Vents,Domaine des Hauts Vents Cuvée Olga l'extra-brute 2021,🥇 Or,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
2023,Cidre,Domaine des Hauts-Vents,Domaine des Hauts Vents Brut 2022,🥇 Or,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
2023,Cidre,Domaine des Hauts-Vents,Domaine des Hauts Vents Cuvée Paule 2022,🥇 Or,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
2023,Cidre,Le Costil Rouge,Le Costil Rouge Brut Bio 2022,🥈 Argent,Active,,,,"<a href=""https://maps.google.com/?cid=813458325751135495"">Google</a>",,"<a href=""https://untappd.com/w/didier-gilbert/324320"">Untappd</a>"
2023,Cidre,Ferme du Manoir du Val,Le Manoir du Val Cidre du Pays de la Risle Bio 2022,🥈 Argent,Active,"<a href=""https://www.manoirduval.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=848420197404289170"">Google</a>",,
2023,Cidre,Ferme du Manoir du Val,Le Manoir du Val Cidre demi-sec du Pays de la Risle Bio 2022,🥈 Argent,Active,"<a href=""https://www.manoirduval.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=848420197404289170"">Google</a>",,
2023,Cidre,Ferme du Manoir du Val,Le Manoir du Val Cidre du Pays de la Risle 2021 Bio 2021,🥈 Argent,Active,"<a href=""https://www.manoirduval.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=848420197404289170"">Google</a>",,
2023,Cidre,Les Normandises du Pradon,Les Normandises du Pradon Brut 2022,🥈 Argent,Active,"<a href=""http://lesnormandisesdupradon.com/"">Website</a>","<a href=""https://www.facebook.com/lesnormandisesdupradon/"">Facebook</a>","<a href=""https://www.instagram.com/lesnormandisesdupradon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=5034289693754776537"">Google</a>",,"<a href=""https://untappd.com/w/ferme-du-pradon/228438"">Untappd</a>"
2023,Cidre,Ferme de la Commanderie,Ferme de la Commanderie Brut 2022,🥈 Argent,Active,"<a href=""http://www.ferme-de-la-commanderie.fr/"">Website</a>","<a href=""https://www.facebook.com/CidrerieLaCommanderie"">Facebook</a>","<a href=""https://www.instagram.com/cidreriefermedelacommanderie"">Instagram</a>","<a href=""https://maps.google.com/?cid=2113479186577428756"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2407705-d10109503"">TripAdvisor</a>","<a href=""https://untappd.com/w/ferme-de-la-commanderie/233207"">Untappd</a>"
2023,Cidre,Ferme de la Vallée au Tanneur,Ferme de la Vallée au Tanneur L'extra-brut Bio 2021,🥈 Argent,Active,,"<a href=""https://www.facebook.com/valleeautanneur"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=1292218678865448801"">Google</a>",,"<a href=""https://untappd.com/w/ferme-de-la-vallee-au-tanneur/102219"">Untappd</a>"
2023,Cidre,Famille Guesdon,Domaine de la Cave Normande 2022,🥈 Argent,Active,"<a href=""https://famille-guesdon.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100057212210806"">Facebook</a>","<a href=""https://www.instagram.com/lacavenormandeguesdon/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13182761816105385497"">Google</a>",,"<a href=""https://untappd.com/w/guesdon-p-re-et-fils/343009"">Untappd</a>"
2023,Cidre,La Ferme de Billy,La Ferme de Billy Fruité 2022,🥈 Argent,Active,"<a href=""https://www.ferme-de-billy.com/"">Website</a>","<a href=""https://www.facebook.com/lafermedebilly/"">Facebook</a>","<a href=""https://www.instagram.com/lafermedebilly/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11023078698699122653"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g7741562-d6974742"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-ferme-de-billy/247621"">Untappd</a>"
2023,Cidre,Manoir d'Apreval,Manoir d'Apreval L'Enchanteur Bio 2022,🥈 Argent,Active,"<a href=""https://www.apreval.com/"">Website</a>","<a href=""https://www.facebook.com/manoirdapreval/"">Facebook</a>","<a href=""https://www.instagram.com/manoirdapreval/"">Instagram</a>","<a href=""https://maps.google.com/?cid=10807770520098333687"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g2205406-d9715014"">TripAdvisor</a>","<a href=""https://untappd.com/w/manoir-d-apreval/228726"">Untappd</a>"
2023,Cidre,Breton Michel,Bio 2022,🥈 Argent,Active,"<a href=""https://www.cidre-bretonmichel.com/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=12939236238538332078"">Google</a>",,"<a href=""https://untappd.com/w/breton-michel/222629"">Untappd</a>"
2023,Cidre,La Ferme des Ruelles,Ferme des Ruelles Demi-sec 2022,🥈 Argent,Active,"<a href=""https://www.fermedesruelles.com/"">Website</a>","<a href=""https://www.facebook.com/fermedesruelles"">Facebook</a>","<a href=""https://www.instagram.com/la_ferme_des_ruelles/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14485040344949359277"">Google</a>","<a href=""https://www.tripadvisor.com/Hotel_Review-g6623129-d6622401"">TripAdvisor</a>","<a href=""https://untappd.com/w/la-ferme-des-ruelles/141983"">Untappd</a>"
2023,Cidre,Domaine des Hauts-Vents,Domaine des Hauts Vents Doux 2022,🥈 Argent,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
2023,Cidre,Ferme des Martellières,Les Martellières Brut Bio 2022,🥈 Argent,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
2023,Cidre,Ferme des Martellières,Les Martellières Demi-sec Bio 2022,🥈 Argent,Active,,"<a href=""https://www.facebook.com/LesMartellieres.ProduitsCidricoles"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=13628777607608573968"">Google</a>",,"<a href=""https://untappd.com/w/les-martellieres/291057"">Untappd</a>"
2023,IGP Cidre de Normandie,La Cave de la Loterie,Cave de la Loterie Fraîcheur Bio 2022,🥇 Or,Active,"<a href=""https://www.cavedelaloterie.fr/"">Website</a>","<a href=""https://www.facebook.com/cavedelaloterie"">Facebook</a>","<a href=""https://www.instagram.com/cave_de_la_loterie/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14052572828101776269"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g672828-d12674111"">TripAdvisor</a>","<a href=""https://untappd.com/w/cave-de-la-loterie/234216"">Untappd</a>"
2023,IGP Cidre de Normandie,Domaine des 5 Autels,5 Autels Cuvée Jean-René Bio 2021,🥇 Or,Active,"<a href=""https://cinqautels.com/"">Website</a>","<a href=""https://www.facebook.com/5Autels/"">Facebook</a>","<a href=""https://www.instagram.com/5autels/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1561300018564057036"">Google</a>","<a href=""https://www.tripadvisor.com/Hotel_Review-g1385431-d1308959"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-cinqs-autels/519014"">Untappd</a>"
2023,IGP Cidre de Normandie,Le Pressoir d'Or,Le Pressoir d'Or Brut Bio 2022,🥇 Or,Active,"<a href=""http://www.pressoirdor.com/"">Website</a>",,"<a href=""https://www.instagram.com/lepressoirdor/"">Instagram</a>","<a href=""https://maps.google.com/?cid=11174929092699381803"">Google</a>",,"<a href=""https://untappd.com/w/le-pressoir-d-or/210218"">Untappd</a>"
2023,IGP Cidre de Normandie,Zathinoé,Zathinoe Carte Verte Bio 2019,🥇 Or,Active,"<a href=""https://zathinoe.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=2359582709656446462"">Google</a>",,"<a href=""https://untappd.com/w/zathinoe/452758"">Untappd</a>"
2023,IGP Cidre de Normandie,Cidrerie de la Brique,Les Vergers Doux 2022,🥈 Argent,Active,"<a href=""https://cidreriedelabrique.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedelaBrique/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedelabrique/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7178427047416068956"">Google</a>",,"<a href=""https://untappd.com/CidreriedeLaBrique"">Untappd</a>"
2023,IGP Cidre de Normandie,Cidrerie de la Brique,Le Brut Artisanal Bio 2022,🥈 Argent,Active,"<a href=""https://cidreriedelabrique.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedelaBrique/"">Facebook</a>","<a href=""https://www.instagram.com/cidreriedelabrique/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7178427047416068956"">Google</a>",,"<a href=""https://untappd.com/CidreriedeLaBrique"">Untappd</a>"
2023,IGP Cidre de Normandie,Cidre Viard-Bayeux,Bayeux Brut tannique 2022,🥈 Argent,Active,"<a href=""https://cidrebayeux.com/"">Website</a>","<a href=""https://www.facebook.com/CidresBayeux"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_bayeux/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13233255599279949282"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187181-d3454062"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-viard/26008"">Untappd</a>"
2023,IGP Cidre de Normandie,Cidre Viard-Bayeux,Pomme d'Aure Brut 2022,🥈 Argent,Active,"<a href=""https://cidrebayeux.com/"">Website</a>","<a href=""https://www.facebook.com/CidresBayeux"">Facebook</a>","<a href=""https://www.instagram.com/cidrerie_bayeux/"">Instagram</a>","<a href=""https://maps.google.com/?cid=13233255599279949282"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g187181-d3454062"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-viard/26008"">Untappd</a>"
2023,IGP Cidre de Normandie,Cidrerie Dujardin,Dujardin Doux 2022,🥈 Argent,Active,"<a href=""http://www.cidres-dujardin.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=10438887429258835490"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-dujardin/20309"">Untappd</a>"
2023,IGP Cidre de Normandie,Les Vergers de Ducy,La Flaguerie Cuvée Ulysse Tonic Bio 2021,🥈 Argent,Active,"<a href=""https://lesvergersdeducy.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersdeDucy/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5658619103463764772"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-ducy/68480"">Untappd</a>"
2023,IGP Cidre de Normandie,Les Vergers de Ducy,Les Vergers de Ducy Demi-sec Bio 2021,🥈 Argent,Active,"<a href=""https://lesvergersdeducy.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersdeDucy/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5658619103463764772"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-ducy/68480"">Untappd</a>"
2023,AOP Cidre Cotentin,Cidre Lemasson,Lemasson Brut Bio 2021,🥇 Or,Active,"<a href=""https://www.cidre-lemasson.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrelemasson"">Facebook</a>","<a href=""https://www.instagram.com/cidrelemasson/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7632467116285948880"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12634286-d6538652"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-lemasson/247290"">Untappd</a>"
2023,AOP Cidre Cotentin,Cidre Lemasson,Lemasson Extra-brut Bio 2021,🥇 Or,Active,"<a href=""https://www.cidre-lemasson.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrelemasson"">Facebook</a>","<a href=""https://www.instagram.com/cidrelemasson/"">Instagram</a>","<a href=""https://maps.google.com/?cid=7632467116285948880"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g12634286-d6538652"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidre-lemasson/247290"">Untappd</a>"
2023,AOP Cidre Cotentin,Cidrerie Claids,Cidrerie Claids Brut 2021,🥈 Argent,Active,"<a href=""https://www.cidrerieclaids.fr/"">Website</a>","<a href=""https://www.facebook.com/cidrerieclaids/"">Facebook</a>","<a href=""https://www.instagram.com/cidrerieclaids/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16896075272570280949"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-claids/541066"">Untappd</a>"
2023,AOP Cidre Cotentin,Cidrerie Le Père Mahieu,Le Père Mahieu Cuvée du Triquart brut Bio 2022,🥈 Argent,Active,"<a href=""https://www.leperemahieu.com/"">Website</a>","<a href=""https://www.facebook.com/peremahieu/"">Facebook</a>","<a href=""https://www.instagram.com/cidrerieleperemahieu/"">Instagram</a>","<a href=""https://maps.google.com/?cid=12368038145815947190"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g4737571-d2476893"">TripAdvisor</a>","<a href=""https://untappd.com/w/le-p-re-mahieu/324018"">Untappd</a>"
2023,AOP Cidre Pays d'Auge,Ferme Cidricole Desvoye,Cidrerie Desvoye Cuvée Premières Bio 2022,🥇 Or,Active,"<a href=""https://www.cidre-calvados-desvoye.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100015340218972"">Facebook</a>","<a href=""https://www.instagram.com/calvados_desvoye/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9466556986578009265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-desvoye/264267"">Untappd</a>"
2023,AOP Cidre Pays d'Auge,Manoir de Grandouet,Manoir de Grandouet Cuvée réserve Bio 2021,🥇 Or,Active,"<a href=""https://www.manoir-de-grandouet.fr/"">Website</a>","<a href=""https://www.facebook.com/grandval.fr/"">Facebook</a>","<a href=""https://www.instagram.com/manoirdegrandouet/"">Instagram</a>","<a href=""https://maps.google.com/?cid=1664850146101306839"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g672825-d6994534"">TripAdvisor</a>","<a href=""https://untappd.com/brewery/18942"">Untappd</a>"
2023,AOP Cidre Pays d'Auge,Ferme du Lieu-Roussel,Lieu Roussel Bio 2022,🥈 Argent,Active,"<a href=""https://lieu-roussel.fr/"">Website</a>",,"<a href=""https://www.instagram.com/ferme_du_lieu_roussel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14333694268932285992"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852"">TripAdvisor</a>","<a href=""https://untappd.com/w/lieu-roussel/276562"">Untappd</a>"
2023,AOP Cidre Pays d'Auge,Ferme du Lieu-Roussel,Lieu Roussel Bio 2021,🥈 Argent,Active,"<a href=""https://lieu-roussel.fr/"">Website</a>",,"<a href=""https://www.instagram.com/ferme_du_lieu_roussel/"">Instagram</a>","<a href=""https://maps.google.com/?cid=14333694268932285992"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g1918936-d6581852"">TripAdvisor</a>","<a href=""https://untappd.com/w/lieu-roussel/276562"">Untappd</a>"
2023,AOP Cidre Pays d'Auge,Ferme Cidricole Desvoye,Cidrerie Desvoye Tradition Bio 2022,🥈 Argent,Active,"<a href=""https://www.cidre-calvados-desvoye.fr/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100015340218972"">Facebook</a>","<a href=""https://www.instagram.com/calvados_desvoye/"">Instagram</a>","<a href=""https://maps.google.com/?cid=9466556986578009265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g14010617-d21111014"">TripAdvisor</a>","<a href=""https://untappd.com/w/cidrerie-desvoye/264267"">Untappd</a>"
2023,AOP Cidre Pays d'Auge,Domaine de la Galotière,La Galotière Bio 2022,🥈 Argent,Active,"<a href=""https://www.lagalotiere.fr/"">Website</a>","<a href=""https://www.facebook.com/lagalotiere"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=3334578271943351430"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g608796-d12550194"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-de-la-galotiere/38855"">Untappd</a>"
2023,AOP Cidre du Perche,Cidrerie Domaine du Ruisseau,Domaine du Ruisseau Demi-sec Bio 2022,🥇 Or,Active,,,,"<a href=""https://maps.google.com/?cid=14181024575525431243"">Google</a>",,"<a href=""https://untappd.com/w/domaine-du-ruisseau/470036"">Untappd</a>"
2023,AOP Cidre du Perche,Cidrerie Domaine du Ruisseau,Domaine du ruisseau Cuvée Prestige l'Or du Ruisseau Bio 2021,🥇 Or,Active,,,,"<a href=""https://maps.google.com/?cid=14181024575525431243"">Google</a>",,"<a href=""https://untappd.com/w/domaine-du-ruisseau/470036"">Untappd</a>"
2023,AOP Cidre du Perche,GAEC Hédouin,Récolte 2022,🥈 Argent,Active,,"<a href=""https://www.facebook.com/gaechedouin/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=8955816640789328765"">Google</a>",,
2023,AOP Cidre du Perche,Cidre Richard Fouqué,Cidre de Pressoir Bois L'excellence Bio 2018,🥈 Argent,Active,"<a href=""https://richardfouque.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=357260865149493086"">Google</a>",,"<a href=""https://untappd.com/w/richard-fouquac/362975"">Untappd</a>"
2023,Cidre Rosé,Les Vergers de Ducy,Les Vergers de Ducy 2022,🥇 Or,Active,"<a href=""https://lesvergersdeducy.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersdeDucy/"">Facebook</a>",,"<a href=""https://maps.google.com/?cid=5658619103463764772"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g5105596-d5012299"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-ducy/68480"">Untappd</a>"
2023,Cidre Rosé,Cidrerie Dujardin,Dujardin Rosé 2022,🥈 Argent,Active,"<a href=""http://www.cidres-dujardin.fr/"">Website</a>",,,"<a href=""https://maps.google.com/?cid=10438887429258835490"">Google</a>",,"<a href=""https://untappd.com/w/cidrerie-dujardin/20309"">Untappd</a>"
2023,Cidre Rosé,Ferme des Noës,Ferme des Noës 2022,🥈 Argent,Active,"<a href=""https://www.fermedesnoes.com/"">Website</a>",,"<a href=""https://www.instagram.com/fermedesnoes/"">Instagram</a>","<a href=""https://maps.google.com/?cid=16067236232754040277"">Google</a>",,"<a href=""https://untappd.com/w/ferme-des-no-s/72679"">Untappd</a>"
2023,Cidre de Glace,Domaine des Hauts-Vents,Domaine des Hauts Vents 2022,🥈 Argent,Active,"<a href=""http://hautsvents.com/"">Website</a>","<a href=""https://www.facebook.com/CidreriedomaineDesHautsVents"">Facebook</a>","<a href=""https://www.instagram.com/domainedeshautsvents/"">Instagram</a>","<a href=""https://maps.google.com/?cid=3890633221204655265"">Google</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g661275-d6654230"">TripAdvisor</a>","<a href=""https://untappd.com/w/domaine-des-hauts-vents/70064"">Untappd</a>"
