Year,Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Square Mile Cider,1,0,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Val de Rance,0,2,0,0,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Bel Lago Winery,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Ricker Hill,0,1,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Reverend Nat's Hard Cider,0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Windfall Orchard,0,1,0,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Boyden Valley Winery & Spirits,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Descendant Cider Company,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Hazlitt 1852 Vineyards,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Le Flanc Nord Verger & Cidrerie,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",101 Cider House,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",ANXO Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Branch Out Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Cambium Cider Co,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Cigar City Cider & Mead,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Distillery Lane Ciderworks,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Flatbed Cider Co.,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Gary Awdey,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Hawk Knob,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Kings Highway Fine Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Manoir de Grandouet,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Mountain West Cider Company,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Newton Court Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Number 12 Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Robinette Cellars,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Rossbach Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Sidra Riestra,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",St. Vrain Cidery,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Westside CiderWerks,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",^5 Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Bauman's Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",C Squared Ciders,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Gnarly Grove Hard Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",James Creek Cider House,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Revel Cider Company,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",WildCraft Cider Works,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Winery at Black Star Farms,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Talisman Farm Cidery,1,0,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",California Cider Company,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Mawby Vineyards,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Renaissance Orchards,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Apple Hill Cidery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",bigLITTLE Wines,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Cidrerie de Menez-Brug,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Clos de la Fontaine Hugo,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Cold Hollow Cider Mill,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Domaine de Normandie,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Ela Cider Co.,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Ferro Farms,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Headwater Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Rogue Ales & Spirits,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Sidra Fanjul,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Thornbury Craft Co.,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Tulip Valley Vineyard & Orchard,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Wards Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Woodbox Cider Co.,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Wyndfall Cyder,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Acme Cider Co.,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Arktos Meadery,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Big Belly Ciderworks,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Blueberry Hill Estates,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Cherry Creek Cellars,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Cider Brothers,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Cidre Le Brun,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Deep Roots Hard Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Domaine de Kervéguen,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Eva Group,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",F.H. Prager,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Farmhaus Cider Co.,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Flint City Hard Cider Co.,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Himachal,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Ironwood Hard Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Minneapolis Cider Company,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Pux Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Rebel Seed Cidery,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Sietsema Orchards,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",The Infinite Monkey Theorem,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Top of the Rock Ciders,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Txopinondo,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2016-results/"">2016</a>",Wild Hare Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",2 Towns Ciderhouse,0,0,7,14,21
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Uncle John's,0,0,9,5,14
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sea Cider Farm & Ciderhouse,0,2,4,4,10
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Starcut Ciders,0,0,2,8,10
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Island Orchard Cider,0,1,7,0,8
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Seattle Cider Company,0,0,4,4,8
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Angry Orchard,0,0,2,6,8
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Eden Ciders,1,0,5,1,7
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Northville Winery and Brewing Company,0,1,2,4,7
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Big B's Hard Cider,0,0,2,5,7
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cider Creek Hard Cider,0,0,0,7,7
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cider Brothers,0,1,1,4,6
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",1911 Established,0,0,3,3,6
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Virtue Cider,0,0,3,3,6
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",West Avenue Cider,0,0,3,3,6
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Reverend Nat's Hard Cider,0,0,2,4,6
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Finnriver Farm and Cidery,0,0,0,6,6
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Liberty Ciderworks,1,0,4,0,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Snowdrift Cider Co.,1,0,3,1,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Wandering Aengus Ciderworks,0,3,1,1,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Rootstock Ciderworks,0,1,2,2,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Oliver's Cider and Perry,0,1,1,3,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sietsema Orchards,0,1,0,4,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cidrerie Milton,0,0,4,1,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sonoma Cider,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Donovan Orchards Estate Ciders,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Tieton Cider Works,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Windy Hill Orchard & Cidery,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Common Cider Company,0,0,1,4,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Forgotten Ciders,0,0,1,4,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Apple Outlaw,0,0,0,5,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Bishops Orchards Winery,0,0,0,5,5
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",California Cider Company,0,1,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sidra Viuda de Angelón,0,1,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Distillery Lane Ciderworks,0,1,0,3,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Stem Ciders,0,0,4,0,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Colorado Cider Company,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Ferme de la Sapinière,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Texas Keeper Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",AeppelTreow Winery & Distillery,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Ciderboys,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Frecon Farms,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Maeloc,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Meckley's Cidery,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sidra Trabanco,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Foxcraft Hard Cider,0,0,0,4,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Twin Pines Orchards & Cider House,0,0,0,4,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Winery at Black Star Farms,0,0,0,4,4
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Blake's Hard Cider Co.,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Beaver Valley Orchard & Cidery,0,1,0,2,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cider Riot!,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Tandem Ciders,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Embark Craft Ciderworks,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Maiden Rock Winery & Cidery,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Pommies Cider Co.,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Spirit Tree Estate Cidery,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Worley's Cider,0,0,2,1,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Descendant Cider Company,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Hogan's Cider,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Kaneb Orchards,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Montana CiderWorks,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",St. Julian Winery,0,0,1,2,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Humboldt Cider Company,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Left Foot Charley,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Robinette Cellars,0,0,0,3,3
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cidrerie Entre Pierre & Terre,1,0,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Westcott Bay Cider,1,0,1,0,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Castle Hill Cider,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Devoto Orchards Cider,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Original Sin Cider,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sidra Riestra,0,0,2,0,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cascadia Ciderworkers United,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cherry Creek Cellars,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Methow Valley Ciderhouse,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Nine Pin Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Santa Sidra Hard Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sheppy's Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Square Mile Cider,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Vander Mill,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Vermont Cider Company,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Whitewood Cider Co.,0,0,1,1,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Farmhaus Cider Co.,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Portland Cider Company,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Puddicombe Estate Farm,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",ShipBuilders Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Spicer's Winery,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Wild Cider,0,0,0,2,2
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Bereziartua,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Le Flanc Nord Verger & Cidrerie,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Old Hill Cider,0,1,0,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Bel Lago Winery,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Branch Out Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",KW Craft Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Mcintosh Cellars,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sidra Fanjul,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Sidrería Irigoien Herrero,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",St. Ambrose Cellars,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Stormalong Cider,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Whetstone CiderWorks,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Wyndfall Cyder,0,0,1,0,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Bull Run Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cambium Cider Co,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cider House of Wisconsin,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Cidrerie Verger Hemmingford,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Craigies Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Dan Kelly's Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Duntroon Cyder House,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Golden State Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Green Bird Cellars,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Headwater Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Hoity Toity Cellars,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Left Field Cider Co.,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Longueville House,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Northern Natural Cider House & Winery,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Orpens Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Revel Cider Company,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Rossbach Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Santa Fe Cider Works,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Thistly Cross Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Thornbury Craft Co.,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Three Brothers Wineries & Estates,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Troy Cider,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2015-results/"">2015</a>",Verger Belliveau Orchard,0,0,0,1,1
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",2 Towns Ciderhouse,0,3,9,7,19
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Vermont Cider Company,0,1,4,6,11
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Uncle John's,0,1,5,3,9
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",AeppelTreow Winery & Distillery,0,0,4,5,9
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Wandering Aengus Ciderworks,0,1,2,5,8
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Le Père Jules,0,2,3,1,6
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Bishops Orchards Winery,0,1,1,4,6
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Angry Orchard,0,1,0,5,6
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Tandem Ciders,0,0,5,1,6
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",McClure's Orchard & Winery,0,0,1,5,6
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Colorado Cider Company,1,1,1,2,5
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Twin Pines Orchards & Cider House,1,1,1,2,5
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Snowdrift Cider Co.,0,1,3,1,5
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",West Avenue Cider,0,1,3,1,5
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Sietsema Orchards,0,0,3,2,5
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Blue Bee Cider,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Cidrerie Milton,0,0,2,3,5
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Eden Ciders,1,1,0,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Virtue Cider,0,2,0,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Windy Hill Orchard & Cidery,0,1,3,0,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Weidmann & Groh,0,1,2,1,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Alpenfire Cider,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Distillery Lane Ciderworks,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Finnriver Farm and Cidery,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Reverend Nat's Hard Cider,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Vander Mill,0,1,1,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Avid Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Bull Run Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Ciderboys,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Westcott Bay Cider,0,0,2,2,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Meckley's Cidery,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Northville Winery and Brewing Company,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Wild Cider,0,0,1,3,4
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Hogan's Cider,1,1,1,0,3
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Northern Natural Cider House & Winery,0,2,1,0,3
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Devoto Orchards Cider,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Slake Cider,0,1,1,1,3
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Liberty Ciderworks,0,1,0,2,3
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Methow Valley Ciderhouse,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Donovan Orchards Estate Ciders,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Sea Cider Farm & Ciderhouse,0,0,3,0,3
"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Whitewood Cider Co.,0,0,3,0,3
