Name,Town/City,Region,Country,Primary Type,Google,Website,Facebook,Instagram,Yelp,TripAdvisor,Untappd,GLINTCAP,AKA
Smashed Drynks,Bradford,West Yorkshire,England,Cider,,"<a href=""https://www.smasheddrynks.co.uk/"">Website</a>","<a href=""https://www.facebook.com/SmashedDrynks/"">Facebook</a>","<a href=""https://www.instagram.com/smashed_drynks/"">Instagram</a>",,,"<a href=""https://untappd.com/DrynksUnlimited"">Untappd</a>",,
Carling,Burton-on-Trent,Staffordshire,England,Beer,,"<a href=""https://www.carling.com/"">Website</a>","<a href=""https://www.facebook.com/Carling/"">Facebook</a>","<a href=""https://www.instagram.com/carlinguk"">Instagram</a>",,,"<a href=""https://untappd.com/w/carling/473419"">Untappd</a>",,Molson Coors UK
Austrian Cider Company,Salzburg,Salzburg,Austria,Cider,,"<a href=""https://www.austrianciderco.com/"">Website</a>","<a href=""https://www.facebook.com/austrianciderco"">Facebook</a>","<a href=""https://www.instagram.com/austrianciderco/"">Instagram</a>",,,"<a href=""https://untappd.com/AustrianCiderCompany"">Untappd</a>",,
Bi-Marct,Koprivnica,Koprivnica-Križevci,Croatia,Cider,,,"<a href=""https://www.facebook.com/bimarct.croatia/"">Facebook</a>",,,,,,
Canterbury Cider,Ashford,Kent,England,Cider,"<a href=""https://maps.google.com/?cid=5125215280159558535"">Google</a>","<a href=""https://canterburycider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/CanterburyCider"">Facebook</a>","<a href=""https://www.instagram.com/canterburycider/"">Instagram</a>",,,"<a href=""https://untappd.com/CanterburyCider"">Untappd</a>",,
Wild Rock Cider,Piotrków Trybunalski,Łódź,Poland,Cider,"<a href=""https://maps.google.com/?cid=3982501156017812617"">Google</a>","<a href=""https://wildrockcider.com/"">Website</a>",,,,,"<a href=""https://untappd.com/w/sulimar-browar-cornelius/18459"">Untappd</a>",,"Drink ID, Sulimar"
Entre-Deux-Monts,Heuvelland,West Flanders,Belgium,Wine,"<a href=""https://maps.google.com/?cid=9635785120480499810"">Google</a>","<a href=""https://www.entre-deux-monts.be/"">Website</a>","<a href=""https://www.facebook.com/entredeuxmonts"">Facebook</a>","<a href=""https://www.instagram.com/entredeuxmonts/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1778121-d7322311"">TripAdvisor</a>",,,
Gravity Theory Cider,Streatham,Greater London,England,Cider,,"<a href=""https://www.gravitytheorycider.com/"">Website</a>","<a href=""https://www.facebook.com/gravitytheory/"">Facebook</a>","<a href=""https://www.instagram.com/gravitytheorycider"">Instagram</a>",,,"<a href=""https://untappd.com/Drinkscraft"">Untappd</a>",,Drinkscraft
Fein | Wein & Obst,Klein-Engersdorf,Lower Austria,Austria,Cider,"<a href=""https://maps.google.com/?cid=11931224194322779205"">Google</a>","<a href=""https://www.weinobstfein.at/"">Website</a>",,,,,"<a href=""https://untappd.com/w/wein-obst-fein/463951"">Untappd</a>",,
Ouse Winery,Kōriyama,Fukushima,Japan,Wine,"<a href=""https://maps.google.com/?cid=13264051574333781681"">Google</a>","<a href=""https://ousewinery.jp/"">Website</a>","<a href=""https://www.facebook.com/ousewinery"">Facebook</a>","<a href=""https://www.instagram.com/ousewinery"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g298245-d23559190"">TripAdvisor</a>","<a href=""https://untappd.com/w/ouse-winery/365483"">Untappd</a>",,
Cider Magnetic Apple,Břežany I,Central Bohemia,Czechia,Cider,"<a href=""https://maps.google.com/?cid=1709461893430543805"">Google</a>","<a href=""http://magneticapple.cz/"">Website</a>","<a href=""https://www.facebook.com/ciderma"">Facebook</a>",,,,"<a href=""https://untappd.com/w/polabsky-most/97586"">Untappd</a>",,Polabský Mošt
Oldfields Cider,Tenbury Wells,Worcestershire,England,Cider,"<a href=""https://maps.google.com/?cid=12366118442495260876"">Google</a>","<a href=""https://www.oldfieldscider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/oldfieldscidershop"">Facebook</a>","<a href=""https://www.instagram.com/oldfieldscider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/oldfields-cider/127631"">Untappd</a>",,Lambswick Drinks Co.
Olvi,Iisalmi,North Savo,Finland,Beer,"<a href=""https://maps.google.com/?cid=1723112676506354669"">Google</a>","<a href=""https://www.olvi.fi/"">Website</a>","<a href=""https://www.facebook.com/OlviOyj"">Facebook</a>","<a href=""https://www.instagram.com/olvi_oyj"">Instagram</a>",,,"<a href=""https://untappd.com/w/olvi/2655"">Untappd</a>",,
Sinebrychoff,Kerava,Uusimaa,Finland,Beer,"<a href=""https://maps.google.com/?cid=14381132881251908316"">Google</a>","<a href=""https://www.sinebrychoff.fi/"">Website</a>","<a href=""https://www.facebook.com/Sinebrychoff1819"">Facebook</a>","<a href=""https://www.instagram.com/Sinebrychoff1819"">Instagram</a>",,,"<a href=""https://untappd.com/Sinebrychoff"">Untappd</a>",,Crowmoor Cider
Kiezbaum,Mainz,Rhineland-Palatinate,Germany,Cider,,"<a href=""https://www.kiezbaum.de/"">Website</a>","<a href=""https://www.facebook.com/kiezbaum"">Facebook</a>","<a href=""https://www.instagram.com/kiezbaum"">Instagram</a>",,,"<a href=""https://untappd.com/Kiezbaum"">Untappd</a>",,
Pinter,Burton-on-Trent,Staffordshire,England,Beer,,"<a href=""https://pinter.com/"">Website</a>","<a href=""https://www.facebook.com/PinterFreshBeer"">Facebook</a>","<a href=""https://www.instagram.com/pinter_freshbeer"">Instagram</a>",,,"<a href=""https://untappd.com/PinterFreshBeer"">Untappd</a>",,
Raw Cider,Jerslev,North Denmark,Denmark,Cider,,"<a href=""https://rawcider.dk/"">Website</a>","<a href=""https://www.facebook.com/rawcider"">Facebook</a>","<a href=""https://www.instagram.com/raw.cider/"">Instagram</a>",,,"<a href=""https://untappd.com/RawCider"">Untappd</a>",,
Silly Moo Cider,Horsham,West Sussex,England,Cider,"<a href=""https://maps.google.com/?cid=296258896230348461"">Google</a>","<a href=""https://www.sillymoocider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/sillymoocider/"">Facebook</a>","<a href=""https://www.instagram.com/sillymoocider"">Instagram</a>",,,"<a href=""https://untappd.com/TrenchmoreFarm"">Untappd</a>",,Trenchmore Farm
Wise Owl Cider,Hunton,Kent,England,Cider,"<a href=""https://maps.google.com/?cid=13293738296862003314"">Google</a>","<a href=""https://wiseowlcider.com/"">Website</a>","<a href=""https://www.facebook.com/wiseowlciderkent/"">Facebook</a>","<a href=""https://www.instagram.com/wiseowlcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/wise-owl-cider-ltd/156842"">Untappd</a>",,
Curious Brewery,Ashford,Kent,England,Beer,"<a href=""https://maps.google.com/?cid=7077008771870705738"">Google</a>","<a href=""https://curiousbrewery.com/"">Website</a>","<a href=""https://www.facebook.com/CuriousBrewery/"">Facebook</a>","<a href=""https://www.instagram.com/curiousbrewery/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g190759-d17434194"">TripAdvisor</a>","<a href=""https://untappd.com/CuriousDrinks"">Untappd</a>",,
Peacock Cider,Aylesford,Kent,England,Cider,,"<a href=""https://www.peacockcider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/PeacockCiderUK/"">Facebook</a>","<a href=""https://www.instagram.com/peacockcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/united-breweries/4657"">Untappd</a>",,
Hogs Back Brewery,Tongham,Surrey,England,Beer,"<a href=""https://maps.google.com/?cid=3246311890404715666"">Google</a>","<a href=""https://hogsback.co.uk/"">Website</a>","<a href=""https://www.facebook.com/hogsbackbrewery"">Facebook</a>","<a href=""https://www.instagram.com/hogsbackbrewery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/hogs-back-brewery-farnham"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g3632287-d642805"">TripAdvisor</a>","<a href=""https://untappd.com/HogsBackBrewery"">Untappd</a>",,
Kicking Goat,Chelwood,Somerset,England,Cider,,"<a href=""https://kickinggoatcider.co.uk/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100081343724628"">Facebook</a>","<a href=""https://www.instagram.com/kickinggoatcider"">Instagram</a>",,,"<a href=""https://untappd.com/KickingGoatCiderworks"">Untappd</a>",,
Crate Brewery,London,Greater London,England,Beer,"<a href=""https://maps.google.com/?cid=17369823570835617662"">Google</a>","<a href=""https://www.cratebrewery.com/"">Website</a>","<a href=""https://www.facebook.com/cratebrewery"">Facebook</a>","<a href=""https://www.instagram.com/cratebrewery"">Instagram</a>","<a href=""https://www.yelp.com/biz/crate-brewery-london"">Yelp</a>","<a href=""https://www.tripadvisor.com/Restaurant_Review-g186338-d3949003"">TripAdvisor</a>","<a href=""https://untappd.com/CrateBrewery"">Untappd</a>",,
Crafty Nectar Cider Co.,Bridport,Dorset,England,Cider,,"<a href=""https://craftynectar.com/"">Website</a>","<a href=""https://www.facebook.com/craftynectar/"">Facebook</a>","<a href=""https://www.instagram.com/craftynectar/"">Instagram</a>",,,"<a href=""https://untappd.com/CraftyNectar"">Untappd</a>",,
Lidl GB,Surbiton,Greater London,England,Cider,,"<a href=""https://www.lidl.co.uk/"">Website</a>","<a href=""https://www.facebook.com/lidlgb/"">Facebook</a>","<a href=""https://www.instagram.com/lidlgb"">Instagram</a>",,,"<a href=""https://untappd.com/w/lidl-gb/126407"">Untappd</a>",,
Retreat 21,Marysville,Ohio,United States,Cider,"<a href=""https://maps.google.com/?cid=7530451963410102213"">Google</a>","<a href=""https://retreat21.com/"">Website</a>","<a href=""https://www.facebook.com/retreat21/"">Facebook</a>","<a href=""https://www.instagram.com/retreat21taphouse/"">Instagram</a>","<a href=""https://www.yelp.com/biz/retreat-21-marysville"">Yelp</a>",,"<a href=""https://untappd.com/w/retreat-21/543780"">Untappd</a>",,
Loudoun Cider House,Leesburg,Virginia,United States,Cider,"<a href=""https://maps.google.com/?cid=3320423750000864243"">Google</a>","<a href=""https://loudounciderhouse.com/"">Website</a>","<a href=""https://www.facebook.com/loudouncider"">Facebook</a>","<a href=""https://www.instagram.com/loudouncider"">Instagram</a>",,,"<a href=""https://untappd.com/w/loudoun-cider-house/558186"">Untappd</a>",,
Sidra Pülku,Villa Regina,Río Negro,Argentina,Cider,"<a href=""https://maps.google.com/?cid=5107177888454874409"">Google</a>","<a href=""https://pulku.com.ar/"">Website</a>","<a href=""https://www.facebook.com/pulkusidra"">Facebook</a>","<a href=""https://www.instagram.com/sidrapulku/"">Instagram</a>",,,"<a href=""https://untappd.com/w/p-lku/367254"">Untappd</a>",,
Marks & Spencer,London,Greater London,England,Cider,,"<a href=""https://www.marksandspencer.com/"">Website</a>","<a href=""https://www.facebook.com/MarksandSpencer/"">Facebook</a>","<a href=""https://www.instagram.com/marksandspencer/"">Instagram</a>",,,"<a href=""https://untappd.com/w/marks-spencer/242395"">Untappd</a>",,
Waitrose,London,Greater London,England,Cider,,"<a href=""https://www.waitrose.com/"">Website</a>","<a href=""https://www.facebook.com/waitrose"">Facebook</a>","<a href=""https://www.instagram.com/waitrose/"">Instagram</a>",,,"<a href=""https://untappd.com/w/waitrose/23230"">Untappd</a>",,
Adeca,Kashiwa,Chiba,Japan,Wine,"<a href=""https://maps.google.com/?cid=12970610347014431168"">Google</a>","<a href=""https://www.adeca.co.jp/"">Website</a>","<a href=""https://www.facebook.com/adecawine/"">Facebook</a>","<a href=""https://www.instagram.com/adeca_wine/"">Instagram</a>",,,,,
Buschenschank Lippitz,St. Paul im Lavanttal,Carinthia,Austria,Cider,"<a href=""https://maps.google.com/?cid=5239535978282621551"">Google</a>","<a href=""https://www.facebook.com/Buschenschank"">Website</a>",,"<a href=""https://www.instagram.com/mostyrium/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g2642395-d6688099"">TripAdvisor</a>",,,
Steve'z,Schalkwijk,Utrecht,Netherlands,Cider,"<a href=""https://maps.google.com/?cid=506873058458405561"">Google</a>","<a href=""https://www.stevez.nl/"">Website</a>","<a href=""https://www.facebook.com/Stevez.eu/"">Facebook</a>","<a href=""https://www.instagram.com/stevezcider/"">Instagram</a>",,,"<a href=""https://untappd.com/w/betuws-wijndomein/470593"">Untappd</a>",,
Cidre RonRon,Shisō,Hyōgo,Japan,Cider,"<a href=""https://maps.google.com/?cid=16298340575800442838"">Google</a>","<a href=""http://www.sanyouhai.com/cidreronron/"">Website</a>","<a href=""https://www.facebook.com/cidre0790"">Facebook</a>","<a href=""https://www.instagram.com/hyogocidre_ronron/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g1022839-d26724258"">TripAdvisor</a>","<a href=""https://untappd.com/w/sanyohai-shuzo/498465"">Untappd</a>",,Sanyohai Shuzo
Ferme du Petit Château,Sommervieu,Normandy,France,Cider,,,,,,,"<a href=""https://untappd.com/w/la-ferme-du-petit-chateau/404386"">Untappd</a>",,Philippe Gaillard
Les Vergers de Fumichon,Vaux-sur-Aure,Normandy,France,Cider,"<a href=""https://maps.google.com/?cid=12400587455796714428"">Google</a>","<a href=""https://www.les-vergers-de-fumichon.fr/"">Website</a>","<a href=""https://www.facebook.com/GAEClegrandfumichon"">Facebook</a>","<a href=""https://www.instagram.com/vergers_de_fumichon/"">Instagram</a>",,,"<a href=""https://untappd.com/w/vergers-de-fumichon/501987"">Untappd</a>",,
Les Vergers de la Passion,Rauville-la-Bigot,Normandy,France,Cider,"<a href=""https://maps.google.com/?cid=9889208295960516000"">Google</a>","<a href=""https://les-vergers-de-la-passion-cidrerie.fr/"">Website</a>","<a href=""https://www.facebook.com/LesVergersDeLaPassion.FermeCidricole/"">Facebook</a>","<a href=""https://www.instagram.com/lesvergersdelapassion/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g13423894-d13413411"">TripAdvisor</a>","<a href=""https://untappd.com/w/les-vergers-de-la-passion/468828"">Untappd</a>",,
Cidrerie Lacour-Veyranne,Cour-Maugis-sur-Huisne,Normandy,France,Cider,"<a href=""https://maps.google.com/?cid=10555645589397417510"">Google</a>","<a href=""https://www.cidrerie-lacour-veyranne.com/"">Website</a>",,"<a href=""https://www.instagram.com/cidrerie_lacour_veyranne/"">Instagram</a>",,,"<a href=""https://untappd.com/w/cidres-lacour-veyranne/531609"">Untappd</a>",,
Le Domaine du Tertre,Mahéru,Normandy,France,Cider,"<a href=""https://maps.google.com/?cid=10069708901253125019"">Google</a>","<a href=""https://domaine-du-tertre.com/"">Website</a>","<a href=""https://www.facebook.com/le.tertre.officiel"">Facebook</a>","<a href=""https://www.instagram.com/domaine.du.tertre/"">Instagram</a>",,,"<a href=""https://untappd.com/w/domaine-du-tertre/394887"">Untappd</a>",,
Cidre de Grévilly,Tour-en-Bessin,Normandy,France,Cider,,"<a href=""https://cidre-grevilly.jimdofree.com/"">Website</a>",,,,,"<a href=""https://untappd.com/w/brigitte-criaud-le-cidre-de-grevilly/212195"">Untappd</a>",,Brigitte Criaud
Pershore Press,Pershore,Worcestershire,England,Cider,"<a href=""https://maps.google.com/?cid=14971466837942167593"">Google</a>","<a href=""https://pershorepress.com/"">Website</a>","<a href=""https://www.facebook.com/pershorepress/"">Facebook</a>",,,,"<a href=""https://untappd.com/w/pershore-press/468164"">Untappd</a>",,
Nudist Drinks,Tallinn,Harju,Estonia,Fruit Wine,"<a href=""https://maps.google.com/?cid=16498193054062048072"">Google</a>","<a href=""https://nudistdrink.com/"">Website</a>","<a href=""https://www.facebook.com/peenjoogivabrik/"">Facebook</a>","<a href=""https://www.instagram.com/nudistdrinks/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g274958-d20961517"">TripAdvisor</a>","<a href=""https://untappd.com/Peenjoogivabrik"">Untappd</a>",,Peenjoogivabrik Nudist
Monkey Bridge Cider,Riddings,Derbyshire,England,Cider,,,,,,,"<a href=""https://untappd.com/w/monkey-bridge-cider/401432"">Untappd</a>",,
Castle Wood Press,May Hill,Gloucestershire,England,Cider,,,,,,,,,Rob Castle
Kelterei Trageser,Freigericht,Hesse,Germany,Cider,"<a href=""https://maps.google.com/?cid=17545224837666894327"">Google</a>","<a href=""https://www.kelterei-trageser.de/"">Website</a>","<a href=""https://www.facebook.com/keltereitrageser/"">Facebook</a>","<a href=""https://www.instagram.com/kelterei_trageser/"">Instagram</a>",,,"<a href=""https://untappd.com/w/kelterei-trageser-freigericht/77479"">Untappd</a>",,Anna & Otto's
De Fruitmotor,Culemborg,Gelderland,Netherlands,Cider,,"<a href=""https://www.defruitmotor.nl/"">Website</a>","<a href=""https://www.facebook.com/defruitmotor"">Facebook</a>","<a href=""https://www.instagram.com/defruitmotor/"">Instagram</a>",,,"<a href=""https://untappd.com/w/fruitmotor/366725"">Untappd</a>",,Krenkelaar
Echt Brombachseer,Absberg,Bavaria,Germany,Cider,"<a href=""https://maps.google.com/?cid=11837459860884752039"">Google</a>","<a href=""https://www.echtbrombachseer.de/"">Website</a>","<a href=""https://www.facebook.com/echtbrombachseer/"">Facebook</a>","<a href=""https://www.instagram.com/echtbrombachseer/"">Instagram</a>",,,,,
Schlaraffenburger,Aschaffenburg,Bavaria,Germany,Cider,"<a href=""https://maps.google.com/?cid=4184704106062387660"">Google</a>","<a href=""https://schlaraffenburger.de/"">Website</a>","<a href=""https://www.facebook.com/schlaraffenburger/"">Facebook</a>","<a href=""https://www.instagram.com/schlaraffenburger.de/"">Instagram</a>",,,,,
Fruchtweine Narzt,Alberndorf im Pulkautal,Lower Austria,Austria,Fruit Wine,"<a href=""https://maps.google.com/?cid=7086916522591773538"">Google</a>","<a href=""https://www.narzt.at/"">Website</a>",,"<a href=""https://www.instagram.com/fruchtweine/"">Instagram</a>",,,,,
Klenert Wein,Kraichtal,Baden-Württemberg,Germany,Wine,"<a href=""https://maps.google.com/?cid=15627417767413878764"">Google</a>","<a href=""https://klenert-wein.de/"">Website</a>","<a href=""https://www.facebook.com/klenert.wein/"">Facebook</a>","<a href=""https://www.instagram.com/klenert.wein/"">Instagram</a>",,,"<a href=""https://untappd.com/w/klenert/539443"">Untappd</a>",,
Weingut Weishaar,Eichstetten am Kaiserstuhl,Baden-Württemberg,Germany,Wine,"<a href=""https://maps.google.com/?cid=15455604182280583724"">Google</a>","<a href=""https://weingut-weishaar.de/"">Website</a>","<a href=""https://www.facebook.com/weingut.weishaar/"">Facebook</a>","<a href=""https://www.instagram.com/weingutweishaar/"">Instagram</a>",,,"<a href=""https://untappd.com/w/weingut-weishaar/466640"">Untappd</a>",,Mustum Cider
Franz Xaver Hof,Waldkirch,Baden-Württemberg,Germany,Wine,"<a href=""https://maps.google.com/?cid=17850516399438810650"">Google</a>","<a href=""https://www.franz-xaver-hof.de/"">Website</a>","<a href=""https://www.facebook.com/franzxaverhof"">Facebook</a>","<a href=""https://www.instagram.com/weingut.franzxaverhof/"">Instagram</a>",,,,,
Amorella Kirsch,Mainz,Rhineland-Palatinate,Germany,Fruit Wine,"<a href=""https://maps.google.com/?cid=16677518618653285856"">Google</a>","<a href=""https://www.chausseehaus.de/"">Website</a>","<a href=""https://www.facebook.com/amorellakirsch"">Facebook</a>","<a href=""https://www.instagram.com/amorella.kirsch/"">Instagram</a>",,,,,
Mosterei Bussinger,Hüttwilen,Thurgau,Switzerland,Cider,"<a href=""https://maps.google.com/?cid=15914260294330416667"">Google</a>","<a href=""https://mosteria.ch/"">Website</a>","<a href=""https://www.facebook.com/mosteria.ch/"">Facebook</a>","<a href=""https://www.instagram.com/mosteria.ch/"">Instagram</a>",,,,,
Privatkellerei Schäfer,Vorderweidenthal,Rhineland-Palatinate,Germany,Fruit Wine,"<a href=""https://maps.google.com/?cid=14560417535398248102"">Google</a>","<a href=""https://fruchtwein.shop/"">Website</a>",,,,,,,
Staatsweingut Weinsberg,Weinsberg,Baden-Württemberg,Germany,Wine,"<a href=""https://maps.google.com/?cid=11067228099325132957"">Google</a>","<a href=""https://staatsweingut-weinsberg.de/"">Website</a>","<a href=""https://www.facebook.com/StaatsweingutWeinsberg"">Facebook</a>","<a href=""https://www.instagram.com/staatsweingut_weinsberg/"">Instagram</a>",,,,,
Obsthof Krieger,Kronberg im Taunus,Hesse,Germany,Cider,"<a href=""https://maps.google.com/?cid=16626777339278730049"">Google</a>","<a href=""https://www.obsthof-krieger.de/"">Website</a>",,,,,"<a href=""https://untappd.com/w/obsthof-krieger/210950"">Untappd</a>",,
Arantast,Les,Catalonia,Spain,Cider,"<a href=""https://maps.google.com/?cid=16574071417844332515"">Google</a>","<a href=""https://www.arantast.com/"">Website</a>",,,,,"<a href=""https://untappd.com/w/arantast/480204"">Untappd</a>",,
Pica Pica,Eppelborn,Saarland,Germany,Cider,,"<a href=""https://pica-pica.de/"">Website</a>",,"<a href=""https://www.instagram.com/picapica_cider"">Instagram</a>",,,,,
Prosequ,Hohenwarth,Lower Austria,Austria,Cider,"<a href=""https://maps.google.com/?cid=4785932198475666830"">Google</a>","<a href=""http://www.prosequ.at/"">Website</a>","<a href=""https://www.facebook.com/prosequ"">Facebook</a>","<a href=""https://www.instagram.com/prosequ_quitte_pur/"">Instagram</a>",,,"<a href=""https://untappd.com/w/quitten-kelterei/332446"">Untappd</a>",,
Dr. Höhl's,Maintal,Hesse,Germany,Cider,"<a href=""https://maps.google.com/?cid=13051626432422973144"">Google</a>","<a href=""https://drhoehls.de/"">Website</a>","<a href=""https://www.facebook.com/bioess"">Facebook</a>","<a href=""https://www.instagram.com/dr.hoehls.bioess/"">Instagram</a>",,,"<a href=""https://untappd.com/w/dr-hohl-s/197267"">Untappd</a>",,
Le Coq Toqué,Rouen,Normandy,France,Cider,,"<a href=""https://www.lecoqtoque.com/"">Website</a>","<a href=""https://www.facebook.com/lecoqtoque"">Facebook</a>","<a href=""https://www.instagram.com/lecoqtoque"">Instagram</a>",,,"<a href=""https://untappd.com/w/le-coq-toquac/319686"">Untappd</a>",,Cocorico & Co.
De Groote Wei Ciderij,Rha,Gelderland,Netherlands,Cider,"<a href=""https://maps.google.com/?cid=18390842685431953397"">Google</a>","<a href=""https://degrootewei.nl/"">Website</a>","<a href=""https://www.facebook.com/degrootewei"">Facebook</a>","<a href=""https://www.instagram.com/degrootewei"">Instagram</a>",,,"<a href=""https://untappd.com/w/de-groote-wei/524215"">Untappd</a>",,
Browar Fortuna,Miłosław,Greater Poland,Poland,Beer,"<a href=""https://maps.google.com/?cid=16555022716554262656"">Google</a>","<a href=""https://browarfortuna.pl/"">Website</a>","<a href=""https://www.facebook.com/browarfortuna"">Facebook</a>","<a href=""https://www.instagram.com/browar_fortuna"">Instagram</a>",,,"<a href=""https://untappd.com/BrowarFortuna"">Untappd</a>",,Cydr Miłosławski
Iturrieta Sagardotegia,Ibarra,Basque Country,Spain,Cider,"<a href=""https://maps.google.com/?cid=10787365248481309248"">Google</a>","<a href=""https://www.iturrieta.eus/"">Website</a>","<a href=""https://www.facebook.com/IturrietaSagardotegia"">Facebook</a>","<a href=""https://www.instagram.com/iturrietasagardotegia/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Restaurant_Review-g21298255-d9790244"">TripAdvisor</a>","<a href=""https://untappd.com/w/juan-jose-pecina/432334"">Untappd</a>",,
Cidrerie et Distillerie Pelletier,La Chapelle-Huon,Pays de la Loire,France,Cider,"<a href=""https://maps.google.com/?cid=2254638142913788190"">Google</a>","<a href=""https://www.cidreriedistilleriepelletiersarthe.com/"">Website</a>","<a href=""https://www.facebook.com/cidreriedistilleriepelletier"">Facebook</a>",,,,,,
Sidrada,Bombarral,Leiria,Portugal,Cider,,"<a href=""https://sidrada.pt/"">Website</a>","<a href=""https://www.facebook.com/sidra.sidrada/"">Facebook</a>","<a href=""https://www.instagram.com/sidra.sidrada/"">Instagram</a>",,,"<a href=""https://untappd.com/Sidrada"">Untappd</a>",,
Finca La Rionda,Tornón,Asturias,Spain,Cider,,"<a href=""https://bodegalarionda.ueniweb.com/"">Website</a>","<a href=""https://www.facebook.com/fincalarionda"">Facebook</a>",,,"<a href=""https://www.tripadvisor.com/Attraction_Review-g608997-d7010944"">TripAdvisor</a>",,,
Sidra M. Norniella,Gijón,Asturias,Spain,Cider,"<a href=""https://maps.google.com/?cid=12557897810508481900"">Google</a>","<a href=""https://www.macrile.com/"">Website</a>","<a href=""https://www.facebook.com/profile.php?id=100010091055351"">Facebook</a>","<a href=""https://www.instagram.com/sidra_m.norniella/"">Instagram</a>",,,"<a href=""https://untappd.com/w/macrile/188803"">Untappd</a>",,Macrile
Frux Solis,Mikołajówka,Lublin,Poland,Cider,"<a href=""https://maps.google.com/?cid=13443134445458550426"">Google</a>","<a href=""https://frux-solis.pl/"">Website</a>","<a href=""https://www.facebook.com/fruxsolis/"">Facebook</a>",,,,"<a href=""https://untappd.com/w/frux-solis/297064"">Untappd</a>",,Cydr Sadownika
Kelterei & Edelbrennerei Hofmann,Blankenbach,Bavaria,Germany,Cider,"<a href=""https://maps.google.com/?cid=620428400510646643"">Google</a>","<a href=""https://www.kelterei-hofmann.de/"">Website</a>",,"<a href=""https://www.instagram.com/hofmann_kelterschaenke/"">Instagram</a>",,,"<a href=""https://untappd.com/w/kelterei-hofmann-blankenbach/77488"">Untappd</a>",,
Hobo Wine Company,Santa Rosa,California,United States,Wine,"<a href=""https://maps.google.com/?cid=6678991596004819113"">Google</a>","<a href=""https://www.hobowines.com/"">Website</a>","<a href=""https://www.facebook.com/hobowinecompany/"">Facebook</a>","<a href=""https://www.instagram.com/hobowinecompany/"">Instagram</a>","<a href=""https://www.yelp.com/biz/hobo-wine-company-santa-rosa"">Yelp</a>",,"<a href=""https://untappd.com/w/the-hobo-wine-company/532805"">Untappd</a>",,
Belden Barns,Santa Rosa,California,United States,Wine,"<a href=""https://maps.google.com/?cid=11548366253521601127"">Google</a>","<a href=""https://www.beldenbarns.com/"">Website</a>","<a href=""https://www.facebook.com/beldenbarns"">Facebook</a>","<a href=""https://www.instagram.com/beldenbarns"">Instagram</a>","<a href=""https://www.yelp.com/biz/belden-barns-santa-rosa"">Yelp</a>",,,,
Old World Winery,Fulton,California,United States,Wine,"<a href=""https://maps.google.com/?cid=1217857281008869209"">Google</a>","<a href=""https://www.oldworldwinery.com/"">Website</a>","<a href=""https://www.facebook.com/OldWorldWine/"">Facebook</a>","<a href=""https://www.instagram.com/oldworldwinery/"">Instagram</a>","<a href=""https://www.yelp.com/biz/old-world-winery-fulton-2"">Yelp</a>","<a href=""https://www.tripadvisor.com/Attraction_Review-g32417-d1913051"">TripAdvisor</a>","<a href=""https://untappd.com/w/old-world-winery/318227"">Untappd</a>",,
Apfelweinhandlung JB,Frankfurt,Hesse,Germany,Cider,"<a href=""https://maps.google.com/?cid=4042602811831238709"">Google</a>","<a href=""https://www.apfelweinhandlung.de/"">Website</a>","<a href=""https://www.facebook.com/janusbecker/"">Facebook</a>","<a href=""https://www.instagram.com/apfelweinhandlung/"">Instagram</a>","<a href=""https://www.yelp.com/biz/apfelweinhandlung-jb-frankfurt-am-main-2"">Yelp</a>",,"<a href=""https://untappd.com/w/apfelweinhandlung-janus-becker/213578"">Untappd</a>",,Janus Becker
Lindheim Ølkompani,Gvarv,Telemark,Norway,Beer,"<a href=""https://maps.google.com/?cid=2883761242946291299"">Google</a>","<a href=""https://olkompani.no/"">Website</a>","<a href=""https://www.facebook.com/olkompani"">Facebook</a>","<a href=""https://www.instagram.com/lindheimolkompani/"">Instagram</a>",,"<a href=""https://www.tripadvisor.com/Attraction_Review-g3206469-d6647563"">TripAdvisor</a>","<a href=""https://untappd.com/lindheim-olkompani"">Untappd</a>",,
