Year,Medal,Entrant,Entry,Style,Place
2013,🥈 SILVER,Tandem Ciders,Pomona,Pommeau,
2013,🥈 SILVER,Tandem Ciders,Pretty Penny 2012,New World Cider,
2013,🥈 SILVER,Tandem Ciders,Smackintosh,New World Cider,
2013,🥉 BRONZE,Tandem Ciders,Prince Harry,Wood Aged Cider and Perry,
2012,🥈 SILVER,Tandem Ciders,Early Day,New World Cider,
2012,🥈 SILVER,Tandem Ciders,Pomona,Pommeau,
2012,🥈 SILVER,Tandem Ciders,The Crabster,New World Cider,
2012,🥉 BRONZE,Tandem Ciders,Smackintosh,New World Cider,
2012,🥉 BRONZE,Tandem Ciders,The Sweetheart,New World Cider,
2011,🥇 GOLD,Tandem Ciders,Pomona,Pommeau,
2011,🥈 SILVER,Tandem Ciders,Crabster,New World Cider,
2011,🥈 SILVER,Tandem Ciders,Smackintosh,New World Cider,
2011,🥈 SILVER,Tandem Ciders,Sweetheart,New World Cider,
2009,🥉 BRONZE,Tandem Ciders,Early Day,New World Cider,
2023,🥈 SILVER,Tapped Apple Winery,Black Currant,Fruit Cider,
2023,🥈 SILVER,Tapped Apple Winery,First Bite,Modern Cider - Dry,
2023,🥉 BRONZE,Tapped Apple Winery,Hopposites Attract,Hopped Cider,
2021,🥇 GOLD,Teal Cider,Trappist Boyce,Modern Cider - Dry,
2021,🥈 SILVER,Teal Cider,"""Sage"" Banana",Modern Cider - Dry,
2021,🥈 SILVER,Teal Cider,Good Ol' Tank 1,Traditional Cider - Dry,
2021,🥈 SILVER,Teal Cider,"Surprise, surprise...",Wood Aged Cider,
2021,🥈 SILVER,Teal Cider,Sweet and Sour Wickson!,Heritage Cider - Sweet,
2021,🥉 BRONZE,Teal Cider,Czech Boyce,Modern Cider - Dry,
2021,🥉 BRONZE,Teal Cider,Don't No Y?,Heritage Cider - Dry,
2021,🥉 BRONZE,Teal Cider,Dynamic Duo!,Heritage Cider - Dry,
2019,🥈 SILVER,Teal Cider,Boyce McClung's Tart Little Reds/Czech Lager,Traditional Cider - Dry,
2019,🥈 SILVER,Teal Cider,Boyce McClung's Tart Little Reds/Trappist,Modern Cider - Dry,
2019,🥈 SILVER,Teal Cider,J5/Newtown Pippin,Heritage Cider - Sweet,
2019,🥈 SILVER,Teal Cider,Wickson,Heritage Cider - Dry,
2019,🥉 BRONZE,Teal Cider,Sage Banana,Modern Cider - Dry,
2019,🥉 BRONZE,Teal Cider,Tank 2,Heritage Cider - Dry,
2018,🥈 SILVER,Teal Cider,Great Gig in the Sky,Heritage Cider - Dry,
2018,🥈 SILVER,Teal Cider,Please Don't Let Me Be Misunderstood,Traditional Cider - Dry,
2018,🥉 BRONZE,Teal Cider,Eleventh Hour,Heritage Cider - Dry,
2018,🥉 BRONZE,Teal Cider,Granny's Casket,Wood Aged Cider,
2018,🥉 BRONZE,Teal Cider,Traveling Salesman,Traditional Cider - Dry,
2017,🥉 BRONZE,Teal Cider,Ankle Biter Cider,Heritage Cider - Dry,
2017,🥉 BRONZE,Teal Cider,Rockslide Cider,Heritage Cider - Dry,
2021,🥇 GOLD,Tempted Cider,Tempted Elderflower,Botanical Cider,
2021,🥈 SILVER,Tempted Cider,Tempted Medium Dry,Modern Cider - Sweet,
2021,🥉 BRONZE,Tempted Cider,Tempted Dry,Modern Cider - Dry,
2019,🥇 GOLD,Ten Towers Cider Co.,Gravitas,Modern Cider - Dry,
2019,🥈 SILVER,Ten Towers Cider Co.,Spiced Chai Tea Cider,Spiced Cider,
2019,🥈 SILVER,Ten Towers Cider Co.,Voodoo Lady,Modern Cider - Sweet,
2019,🥉 BRONZE,Ten Towers Cider Co.,Soulless Pear,Specialty Cider and Perry,
2017,🥉 BRONZE,Ten Towers Cider Co.,New World Style,Modern Cider - Sweet,
2022,🥉 BRONZE,Tenmile Cider Co.,6 Chair Dry Cider,Modern Cider - Dry,
2022,🥉 BRONZE,Tenmile Cider Co.,Alpenglow Rose Cider,Rosé Cider,
2018,🥈 SILVER,Texas Corners Brewing Company,Blackcurrant Hard Cider,Fruit Cider,
2018,🥈 SILVER,Texas Corners Brewing Company,Blueberry Hard Cider,Fruit Cider,
2018,🥈 SILVER,Texas Corners Brewing Company,Bourbon Barrel Aged Maple Hard Cider,Wood Aged Specialty Cider,
2018,🥉 BRONZE,Texas Corners Brewing Company,Dry Hard Cider,Modern Cider - Dry,
2017,🥈 SILVER,Texas Corners Brewing Company,Cherry Hard Cider,Fruit Cider,
2016,🥈 SILVER,Texas Keeper Cider,Ciderweizen,Specialty Cider and Perry,
2016,🥈 SILVER,Texas Keeper Cider,Heirloom,Modern Cider,
2016,🥈 SILVER,Texas Keeper Cider,Texas Keeper No. 1,Modern Cider,
2016,🥉 BRONZE,Texas Keeper Cider,Cider Noir,Specialty Cider and Perry,
2016,🥉 BRONZE,Texas Keeper Cider,Grafter Blanc,Specialty Cider and Perry,
2016,🥉 BRONZE,Texas Keeper Cider,Grafter Rosé,Specialty Cider and Perry,
2015,🥈 SILVER,Texas Keeper Cider,Ciderweizen - 2013,Specialty Cider and Perry,
2015,🥈 SILVER,Texas Keeper Cider,Single Varietal Golden Russet 2013,Heritage Cider,
2015,🥉 BRONZE,Texas Keeper Cider,Single Varietal GoldRush - 2013,Modern Cider,
2015,🥉 BRONZE,Texas Keeper Cider,Texas Keeper No. 1 - 2013,Heritage Cider,
2018,🥇 GOLD,The BottleHouse Brewing Company,Chorus,Heritage Cider - Dry,
2018,🥈 SILVER,The BottleHouse Brewing Company,Ohio Gold Reserve,Wood Aged Specialty Cider,
2023,🏆 BEST IN CLASS,The Cider Farm,All English,Traditional Cider - Dry,2nd Place
2023,🥇 GOLD,The Cider Farm,Tremlett's,Heritage Cider - Dry,
2023,🥈 SILVER,The Cider Farm,Belgian Saison,Specialty Cider and Perry,
2023,🥈 SILVER,The Cider Farm,Classic Dry,Traditional Cider - Dry,
2023,🥈 SILVER,The Cider Farm,Equinox,Hopped Cider,
2023,🥈 SILVER,The Cider Farm,Oak Aged,Wood Aged Cider,
2023,🥈 SILVER,The Cider Farm,Rosé,Specialty Cider and Perry,
2023,🥉 BRONZE,The Cider Farm,Cyser,Specialty Cider and Perry,
2018,🥈 SILVER,The Cider Farm,The Cider Farm - Classic Dry,Heritage Cider - Dry,
2018,🥈 SILVER,The Cider Farm,The Cider Farm - Equinox,Hopped Cider,
2018,🥈 SILVER,The Cider Farm,The Cider Farm - Tremlett's,Modern Cider - Dry,
2018,🥉 BRONZE,The Cider Farm,The Cider Farm - Cyser,Specialty Cider and Perry,
2018,🥉 BRONZE,The Cider Farm,The Cider Farm - Oak Aged,Wood Aged Cider,
2014,🥉 BRONZE,The Cider Farm,Wisconsin Apple Brandy,Brandy,
2014,🥉 BRONZE,The Cider Mill Slane,Cockagee Keeved Cider,French Cider,
2019,🥈 SILVER,The Great Canadian Cider Company,Cranberry Organic Cider,Fruit Cider,
2019,🥈 SILVER,The Great Canadian Cider Company,Dry Premium Cider,Modern Cider - Dry,
2019,🥈 SILVER,The Great Canadian Cider Company,Good & Hard Organic Cider,Modern Cider - Dry,
2019,🥈 SILVER,The Great Canadian Cider Company,Nice & Dry Organic Cider,Modern Cider - Dry,
2019,🥈 SILVER,The Great Canadian Cider Company,Not Too Sweet Organic Cider,Modern Cider - Sweet,
2019,🥉 BRONZE,The Great Canadian Cider Company,Hopped Up Organic Cider,Hopped Cider,
2019,🥉 BRONZE,The Great Canadian Cider Company,Organic Ice Cider,Ice Cider,
2018,🥈 SILVER,The Great Canadian Cider Company,Hopped Up,Hopped Cider,
2018,🥉 BRONZE,The Great Canadian Cider Company,Apple Cranberry,Fruit Cider,
2018,🥉 BRONZE,The Great Canadian Cider Company,Canada Ice,Ice Cider,
2018,🥉 BRONZE,The Great Canadian Cider Company,Nice & Dry,Modern Cider - Dry,
2017,🥉 BRONZE,The Great Canadian Cider Company,Not Too Sweet,Modern Cider - Sweet,
2014,🥉 BRONZE,The Hills Cider Company,Pear Cider,New World Perry,
2017,🥉 BRONZE,The Infinite Monkey Theorem,Dry Hopped Pear Cider,Specialty Cider and Perry,
2016,🥉 BRONZE,The Infinite Monkey Theorem,Dry Hopped Pear Cider,Hopped/Herbal Cider,
2014,🥇 GOLD,The Infinite Monkey Theorem,Dry Hopped Pear Cider,Specialty Cider and Perry,
2019,🥉 BRONZE,The New Frontier Cider Company,Cold Snap,Ice Cider,
2022,🥉 BRONZE,The Northman Beer & Cider Garden,Northman Pub Cider,Modern Cider - Dry,
2022,🥉 BRONZE,The Northman Beer & Cider Garden,Northman Rosé Cider,Fruit Cider,
2018,🥉 BRONZE,The Old Mine Cider Company,Handlebar Hard Cider,Modern Cider - Sweet,
2018,🥉 BRONZE,The Old Mine Cider Company,Hopped Up Handlebar,Hopped Cider,
2015,🥉 BRONZE,Thistly Cross Cider,Thistly Cross Whisky Cask Cider,Wood Aged Cider and Perry,
2012,🥈 SILVER,Thistly Cross Cider,Glenglassaugh Whisky Cask Matured Cider,Specialty Cider and Perry,
2012,🥉 BRONZE,Thistly Cross Cider,Thistly Cross Cider,New World Cider,
2023,🏆 BEST IN CLASS,Thor's Hard Cider,Arctic Rosé,Specialty Cider and Perry,3rd Place
2023,🥇 GOLD,Thor's Hard Cider,Hoppet,Hopped Cider,
2023,🥈 SILVER,Thor's Hard Cider,Dry,Modern Cider - Dry,
2023,🥈 SILVER,Thor's Hard Cider,Ginger,Botanical Cider,
2023,🥈 SILVER,Thor's Hard Cider,Norseberry,Fruit Cider,
2023,🥈 SILVER,Thor's Hard Cider,Semi-Sweet,Modern Cider - Sweet,
2023,🥉 BRONZE,Thor's Hard Cider,El Thoro,Unlimited Cider and Perry,
2022,🏆 BEST IN CLASS,Thor's Hard Cider,Arctic Rosé,Rosé Cider,2nd Place
2022,🥇 GOLD,Thor's Hard Cider,Hoppet,Hopped Cider,
2022,🥈 SILVER,Thor's Hard Cider,Dry,Modern Cider - Dry,
2022,🥈 SILVER,Thor's Hard Cider,Dry Cranberry,Fruit Cider,
2022,🥈 SILVER,Thor's Hard Cider,El Thoro,Botanical Cider,
2022,🥈 SILVER,Thor's Hard Cider,Forget Me Not,Specialty Cider and Perry,
2022,🥈 SILVER,Thor's Hard Cider,Ginger Fizz,Botanical Cider,
2022,🥈 SILVER,Thor's Hard Cider,Pom Cheri,Fruit Cider,
2022,🥈 SILVER,Thor's Hard Cider,Winter Solstice,Botanical Cider,
2022,🥉 BRONZE,Thor's Hard Cider,Nordic Press,Specialty Cider and Perry,
2022,🥉 BRONZE,Thor's Hard Cider,Norse Berry,Fruit Cider,
2022,🥉 BRONZE,Thor's Hard Cider,Rhubarbarian,Botanical Cider,
2022,🥉 BRONZE,Thor's Hard Cider,Thor's Hammer,Modern Cider - Sweet,
2021,🥇 GOLD,Thor's Hard Cider,Arctic Rose,Rosé Cider,
2021,🥇 GOLD,Thor's Hard Cider,El Thoro,Botanical Cider,
2021,🥇 GOLD,Thor's Hard Cider,Forget Me Not,Specialty Cider and Perry,
2021,🥈 SILVER,Thor's Hard Cider,Dry Cranberry,Fruit Cider,
2021,🥈 SILVER,Thor's Hard Cider,Ginger Fizz,Botanical Cider,
2021,🥈 SILVER,Thor's Hard Cider,Semi-Sweet,Modern Cider - Sweet,
2021,🥈 SILVER,Thor's Hard Cider,Winter Solstice,Botanical Cider,
2021,🥉 BRONZE,Thor's Hard Cider,Hoppet,Hopped Cider,
2021,🥉 BRONZE,Thor's Hard Cider,Norseberry,Fruit Cider,
2021,🥉 BRONZE,Thor's Hard Cider,Oh My Gourd!,Botanical Cider,
2019,🏆 BEST IN CLASS,Thor's Hard Cider,Dry Cranberry,Fruit Cider,2nd Place
2019,🥈 SILVER,Thor's Hard Cider,Ginger Fizz,Spiced Cider,
2019,🥉 BRONZE,Thor's Hard Cider,Dry,Modern Cider - Dry,
2019,🥉 BRONZE,Thor's Hard Cider,Hoppet,Hopped Cider,
2018,🥈 SILVER,Thor's Hard Cider,Ginger Fizz,Spiced Cider,
2018,🥉 BRONZE,Thor's Hard Cider,Dry,Modern Cider - Dry,
2023,🥇 GOLD,Thornapple Brewing Company,Cherry Ridge,Fruit Cider,
2023,🥇 GOLD,Thornapple Brewing Company,Peach Ridge,Specialty Cider and Perry,
2023,🥈 SILVER,Thornapple Brewing Company,Fruit Ridge,Modern Cider - Dry,
2023,🥈 SILVER,Thornapple Brewing Company,Sriracha Sayonara,Specialty Cider and Perry,
2023,🥉 BRONZE,Thornapple Brewing Company,Blueberry Cider,Fruit Cider,
2022,🥉 BRONZE,Thornapple Brewing Company,Apple Brandy,Spirits,
2022,🥉 BRONZE,Thornapple Brewing Company,Cherry Ridge,Fruit Cider,
2022,🥉 BRONZE,Thornapple Brewing Company,Ginger Peach,Specialty Cider and Perry,
2021,🥈 SILVER,Thornapple Brewing Company,Apple Brandy,Spirits,
2021,🥈 SILVER,Thornapple Brewing Company,Rough Cut,Hopped Cider,
2021,🥉 BRONZE,Thornapple Brewing Company,Cherry Ridge,Fruit Cider,
2021,🥉 BRONZE,Thornapple Brewing Company,Fruit Ridge,Modern Cider - Dry,
2021,🥉 BRONZE,Thornapple Brewing Company,Ginger Peach,Specialty Cider and Perry,
2021,🥉 BRONZE,Thornapple Brewing Company,Pear Brandy,Spirits,
2021,🥉 BRONZE,Thornapple Brewing Company,Sriracha Sayonara,Specialty Cider and Perry,
2019,🥈 SILVER,Thornapple Brewing Company,Ramblers Bane,Specialty Cider and Perry,
2019,🥈 SILVER,Thornapple Brewing Company,Rough Cut,Hopped Cider,
2019,🥈 SILVER,Thornapple Brewing Company,Sriracha Sayonara,Specialty Cider and Perry,
2018,🥈 SILVER,Thornapple Brewing Company,Heat Ridge,Spiced Cider,
2018,🥉 BRONZE,Thornapple Brewing Company,Rough Cut,Hopped Cider,
2018,🥉 BRONZE,Thornapple Brewing Company,Thornapple Artisan Spirits Pear Eau de Vie,Spirits,
2017,🥉 BRONZE,Thornapple Brewing Company,Fruit Ridge,Modern Cider - Dry,
2017,🥈 SILVER,Thornborough Cider,Thornborough Cider,Modern Cider - Dry,
2023,🏆 BEST IN CLASS,Thornbury Cider House,Thornbury Hopped Cranberry,Specialty Cider and Perry,1st Place
2023,🏆 BEST IN CLASS,Thornbury Cider House,Thornbury Raspberry Chocolate,Unlimited Cider and Perry,1st Place
2023,🏆 BEST IN CLASS,Thornbury Cider House,Thornbury Blood Orange,Unlimited Cider and Perry,2nd Place
2023,🥈 SILVER,Thornbury Cider House,Thornbury Apple Cider Extra Dry Zero Sugar,Unlimited Cider and Perry,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Blackberry Yuzu Lemonade,Unlimited Cider and Perry,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Cranberry Star Anise,Specialty Cider and Perry,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Honey Crisp,Modern Cider - Sweet,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Let's Get Tropical,Unlimited Cider and Perry,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Limited Edition Craft Sparkling,Modern Cider - Sweet,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Orange Cocoa Cranberry,Unlimited Cider and Perry,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Premium,Modern Cider - Sweet,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Raspberry,Fruit Cider,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Rosé,Specialty Cider and Perry,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Strong,Modern Cider - Sweet,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Tart Cherry,Fruit Cider,
2023,🥈 SILVER,Thornbury Cider House,Thornbury Wild Blueberry Elderflower,Specialty Cider and Perry,
2023,🥉 BRONZE,Thornbury Cider House,Thornbury Cranberry,Fruit Cider,
2023,🥉 BRONZE,Thornbury Cider House,Thornbury Peach,Fruit Cider,
2023,🥉 BRONZE,Thornbury Cider House,Thornbury Pear,Fruit Cider,
2023,🥉 BRONZE,Thornbury Cider House,Thornbury x The Tragically Hip Road Apples Cider,Modern Cider - Sweet,
2022,🥇 GOLD,Thornbury Cider House,Cranberry Apple Cider,Fruit Cider,
2022,🥇 GOLD,Thornbury Cider House,Premium Apple Cider,Modern Cider - Sweet,
2022,🥈 SILVER,Thornbury Cider House,Honeycrisp Apple Cider,Modern Cider - Sweet,
2022,🥈 SILVER,Thornbury Cider House,Peach Apple Cider,Fruit Cider,
2022,🥈 SILVER,Thornbury Cider House,Raspberry Apple Cider,Fruit Cider,
2022,🥈 SILVER,Thornbury Cider House,Rose Apple Cider,Specialty Cider and Perry,
2022,🥈 SILVER,Thornbury Cider House,Tart Cherry Apple Cider,Fruit Cider,
2022,🥈 SILVER,Thornbury Cider House,Wild Blueberry Elderflower Cider,Specialty Cider and Perry,
2022,🥉 BRONZE,Thornbury Cider House,Blood Orange Apple Cider,Fruit Cider,
2022,🥉 BRONZE,Thornbury Cider House,Spiced Apple Cider,Botanical Cider,
2022,🥉 BRONZE,Thornbury Cider House,Thornbury Craft x The Tragically Hip Road Apples Cider,Modern Cider - Sweet,
2021,🏆 BEST IN CLASS,Thornbury Cider House,Cranberry Apple Cider,Fruit Cider,3rd Place
2021,🥇 GOLD,Thornbury Cider House,Thornbury Craft x The Tragically Hip Road Apples Cider,Modern Cider - Sweet,
2021,🥈 SILVER,Thornbury Cider House,Blood Orange Apple Cider,Fruit Cider,
2021,🥈 SILVER,Thornbury Cider House,Premium Apple Cider,Modern Cider - Sweet,
2021,🥈 SILVER,Thornbury Cider House,Raspberry Apple Cider,Fruit Cider,
2021,🥈 SILVER,Thornbury Cider House,Rosé Apple Cider,Specialty Cider and Perry,
2021,🥈 SILVER,Thornbury Cider House,Spiced Apple Cider,Botanical Cider,
2021,🥈 SILVER,Thornbury Cider House,Wild Blueberry Elderflower Apple Cider,Specialty Cider and Perry,
2021,🥉 BRONZE,Thornbury Cider House,Honey Crisp Apple Cider,Modern Cider - Sweet,
2019,🥈 SILVER,Thornbury Cider House,Cranberry Apple Cider,Fruit Cider,
2019,🥈 SILVER,Thornbury Cider House,Premium Apple Cider,Modern Cider - Sweet,
2019,🥈 SILVER,Thornbury Cider House,Rosé Apple Cider,Specialty Cider and Perry,
2019,🥈 SILVER,Thornbury Cider House,Wild Blueberry Elderflower Apple Cider,Specialty Cider and Perry,
2018,🥈 SILVER,Thornbury Cider House,Thornbury Cranberry Apple Cider,Fruit Cider,
2018,🥈 SILVER,Thornbury Cider House,Thornbury Premium Apple Cider,Modern Cider - Sweet,
2017,🥇 GOLD,Thornbury Cider House,Thornbury Premium Cider,Modern Cider - Sweet,
2017,🥉 BRONZE,Thornbury Cider House,Thornbury Cranberry Apple Cider,Fruit Cider,
2017,🥉 BRONZE,Thornbury Cider House,Thornbury Spiced Apple Cider,Spiced Cider,
2016,🥈 SILVER,Thornbury Cider House,Thornbury Premium Apple Cider,Modern Cider,
2015,🥉 BRONZE,Thornbury Cider House,Thornbury Premium Apple Cider,Modern Cider,
2014,🥇 GOLD,Thornbury Cider House,Thornbury Cider,New World Cider,
2013,🥈 SILVER,Thornbury Cider House,Thornbury Cider,New World Cider,
2023,🥇 GOLD,Threadbare Cider,Allegheny Dry,Modern Cider - Dry,
2023,🥈 SILVER,Threadbare Cider,Bouquet de Rose,Botanical Cider,
2023,🥈 SILVER,Threadbare Cider,Ciderday,Modern Cider - Sweet,
2023,🥈 SILVER,Threadbare Cider,Farmhouse,Modern Cider - Dry,
2023,🥈 SILVER,Threadbare Cider,Guava,Fruit Cider,
2023,🥉 BRONZE,Threadbare Cider,Bridge City Bubbly,Modern Cider - Dry,
2023,🥉 BRONZE,Threadbare Cider,Cherry,Fruit Cider,
2023,🥉 BRONZE,Threadbare Cider,Ginger,Botanical Cider,
2023,🥉 BRONZE,Threadbare Cider,Lemonade Cider,Specialty Cider and Perry,
2023,🥉 BRONZE,Threadbare Cider,Strawberry Rhubarb,Fruit Cider,
2022,🥇 GOLD,Threadbare Cider,Sweet Cherry,Fruit Cider,
2022,🥈 SILVER,Threadbare Cider,Farmhouse,Modern Cider - Sweet,
2022,🥈 SILVER,Threadbare Cider,Ginger,Botanical Cider,
2022,🥈 SILVER,Threadbare Cider,Gingerbread,Botanical Cider,
2022,🥈 SILVER,Threadbare Cider,Northern Spy,Modern Cider - Dry,
2022,🥈 SILVER,Threadbare Cider,Oaked & Wild,Wood Aged Specialty Cider,
2022,🥈 SILVER,Threadbare Cider,Pomegranate,Fruit Cider,
2022,🥈 SILVER,Threadbare Cider,Strawberry Rhubarb,Fruit Cider,
2022,🥈 SILVER,Threadbare Cider,Sweet Raspberry,Specialty Cider and Perry,
2022,🥉 BRONZE,Threadbare Cider,Apples & Honey Cyser,Wood Aged Specialty Cider,
2022,🥉 BRONZE,Threadbare Cider,Bouquet de Rosé,Botanical Cider,
2022,🥉 BRONZE,Threadbare Cider,Dry Cider,Modern Cider - Dry,
2022,🥉 BRONZE,Threadbare Cider,Spiced,Botanical Cider,
2022,🥉 BRONZE,Threadbare Cider,Sweet Guava,Fruit Cider,
2022,🥉 BRONZE,Threadbare Cider,Sweet Peach,Fruit Cider,
2021,🏆 BEST IN CLASS,Threadbare Cider,Bouquet de Rosé,Botanical Cider,1st Place
2021,🥇 GOLD,Threadbare Cider,Dry Cider,Modern Cider - Dry,
2021,🥇 GOLD,Threadbare Cider,Gingerbread,Botanical Cider,
2021,🥈 SILVER,Threadbare Cider,Hopped,Hopped Cider,
2021,🥈 SILVER,Threadbare Cider,Perry the Pear,Modern Perry,
2021,🥈 SILVER,Threadbare Cider,Pineapple,Fruit Cider,
2021,🥈 SILVER,Threadbare Cider,Strawberry Rhubarb,Fruit Cider,
2021,🥈 SILVER,Threadbare Cider,Sweet Cherry,Fruit Cider,
2021,🥈 SILVER,Threadbare Cider,Sweet Guava,Fruit Cider,
2021,🥈 SILVER,Threadbare Cider,Sweet Peach,Fruit Cider,
2021,🥈 SILVER,Threadbare Cider,Sweet Raspberry,Specialty Cider and Perry,
2021,🥉 BRONZE,Threadbare Cider,Barrel Reserve,Wood Aged Cider,
2021,🥉 BRONZE,Threadbare Cider,Hey Sweetie,Modern Cider - Sweet,
2021,🥉 BRONZE,Threadbare Cider,Northern Spy,Modern Cider - Dry,
2021,🥉 BRONZE,Threadbare Cider,Oaked & Wild,Wood Aged Specialty Cider,
2021,🥉 BRONZE,Threadbare Cider,Phil's Burrow,Wood Aged Specialty Cider,
2021,🥉 BRONZE,Threadbare Cider,Spiced,Botanical Cider,
2021,🥉 BRONZE,Threadbare Cider,Sweet Cranberry,Fruit Cider,
2019,🏆 BEST IN CLASS,Threadbare Cider,Bouquet de Rosé,Spiced Cider,3rd Place
2019,🥈 SILVER,Threadbare Cider,Bourbon Barrel Reserve,Wood Aged Cider,
2019,🥈 SILVER,Threadbare Cider,Dry Cider,Modern Cider - Dry,
2019,🥈 SILVER,Threadbare Cider,Dry Hopped,Hopped Cider,
2019,🥈 SILVER,Threadbare Cider,Fall Spiced,Spiced Cider,
2019,🥈 SILVER,Threadbare Cider,Farmhouse,Modern Cider - Dry,
2019,🥉 BRONZE,Threadbare Cider,412 City Cider,Modern Cider - Dry,
2019,🥉 BRONZE,Threadbare Cider,Northern Spy,Modern Cider - Dry,
2019,🥉 BRONZE,Threadbare Cider,Perry the Pear,Modern Perry,
2019,🥉 BRONZE,Threadbare Cider,Phil's Burrow,Wood Aged Specialty Cider,
2019,🥉 BRONZE,Threadbare Cider,Stayman Winesap,Modern Cider - Dry,
2018,🥈 SILVER,Threadbare Cider,Dry Hopped,Hopped Cider,
2018,🥈 SILVER,Threadbare Cider,Oaked and Wild,Wood Aged Specialty Cider,
2018,🥉 BRONZE,Threadbare Cider,412 City Cider,Modern Cider - Dry,
2018,🥉 BRONZE,Threadbare Cider,Dry Cider,Modern Cider - Dry,
2018,🥉 BRONZE,Threadbare Cider,Farmhouse,Modern Cider - Sweet,
2018,🥉 BRONZE,Threadbare Cider,Northern Spy,Heritage Cider - Dry,
2015,🥉 BRONZE,Three Brothers Wineries & Estates,Red Apple Bombshell Original Hard Cider,Modern Cider,
2021,🥉 BRONZE,Three Thinkers Cider,Traditional Dry,Heritage Cider - Dry,
2019,🥈 SILVER,Three Thinkers Cider,Tahoe Heritage Dry,Heritage Cider - Dry,
2019,🥈 SILVER,Three Thinkers Cider,Tahoe Heritage Dry (Wild),Heritage Cider - Dry,
2014,🥈 SILVER,Tideview Cider,Olde Port Of Halifax,Pommeau,
2014,🥈 SILVER,Tideview Cider,Tideview Sparkling Pear,Fruit Cider,
2014,🥉 BRONZE,Tideview Cider,Tideview Heritage Dry,New World Cider,
2013,🥈 SILVER,Tideview Cider,Tideview Heritage SemiDry,New World Cider,
2013,🥈 SILVER,Tideview Cider,Tideview Sparkling Pear,New World Perry,
2013,🥉 BRONZE,Tideview Cider,Tideview Heritage Dry,New World Cider,
2013,🥉 BRONZE,Tideview Cider,Tideview Sparkling Raspberry Cider,Fruit Cider,
2011,🏆 BEST IN CLASS,Tideview Cider,Heritage Dry Cider 2007,New World Cider,2nd Place
2011,🥈 SILVER,Tideview Cider,Heritage Semi-Dry 2008,New World Cider,
2011,🥉 BRONZE,Tideview Cider,Raspberry Cider,Fruit Cider,
2009,🥈 SILVER,Tideview Cider,Raspberry Cider,Fruit Cider,
2009,🥈 SILVER,Tideview Cider,Tideview Sparkling Ice Cider,Ice Cider,
2009,🥉 BRONZE,Tideview Cider,Tideview Festive Sparkler,New World Cider,
2022,🏆 BEST IN CLASS,Tieton Cider Works,Cranberry,Fruit Cider,2nd Place
2022,🥈 SILVER,Tieton Cider Works,Blueberry,Fruit Cider,
2022,🥈 SILVER,Tieton Cider Works,Bourbon Barrel Peach,Wood Aged Cider,
2022,🥈 SILVER,Tieton Cider Works,Lavender Honey,Botanical Cider,
2022,🥈 SILVER,Tieton Cider Works,Raspberry,Fruit Cider,
2022,🥈 SILVER,Tieton Cider Works,Wild Washington Apple,Heritage Cider - Dry,
2022,🥈 SILVER,Tieton Cider Works,Yakima Valley Dry Hopped,Hopped Cider,
2022,🥉 BRONZE,Tieton Cider Works,Apricot,Fruit Cider,
2022,🥉 BRONZE,Tieton Cider Works,Hazy Strawberry,Fruit Cider,
2022,🥉 BRONZE,Tieton Cider Works,Huckleberry,Fruit Cider,
2022,🥉 BRONZE,Tieton Cider Works,Organic Hard Cider,Modern Cider - Dry,
2021,🥈 SILVER,Tieton Cider Works,Apricot,Fruit Cider,
2021,🥈 SILVER,Tieton Cider Works,Bourbon Barrel Peach,Wood Aged Specialty Cider,
2021,🥈 SILVER,Tieton Cider Works,Cranberry,Fruit Cider,
2021,🥈 SILVER,Tieton Cider Works,Golden Russet,Heritage Cider - Dry,
2021,🥈 SILVER,Tieton Cider Works,Porter's Perfection,Heritage Cider - Dry,
2021,🥈 SILVER,Tieton Cider Works,Pure Pear,Modern Perry,
2021,🥈 SILVER,Tieton Cider Works,Tieton Dry,Heritage Cider - Dry,
2021,🥈 SILVER,Tieton Cider Works,Tieton Wind,Fortified Cider,
2021,🥉 BRONZE,Tieton Cider Works,Blossom Nectar,Heritage Cider - Sweet,
2021,🥉 BRONZE,Tieton Cider Works,Cherry,Fruit Cider,
2021,🥉 BRONZE,Tieton Cider Works,Lavender Honey,Botanical Cider,
2021,🥉 BRONZE,Tieton Cider Works,Wild Washington Apple,Heritage Cider - Dry,
2021,🥉 BRONZE,Tieton Cider Works,Yakima Valley Dry Hopped,Hopped Cider,
2019,🏆 BEST IN CLASS,Tieton Cider Works,Blossom Nectar Cider,Heritage Cider - Sweet,2nd Place
2019,🏆 BEST IN CLASS,Tieton Cider Works,Lavender Honey Cider,Specialty Cider and Perry,2nd Place
