Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,City,State_Province,Country,Status,Results,URL,Google,Latitude,Longitude
Muse Orchard,0,0,3,1,4,2021,2023,2,Edinburg,Virginia,United States,Active,https://ciderguide.com/muse-orchard/,,,38.8202977,-78.6011459
Salt Creek Cider House,0,0,3,1,4,2023,2023,1,Dallas,Oregon,United States,Active,https://ciderguide.com/salt-creek-cider-house/,https://www.saltcreekciderhouse.com/,https://maps.google.com/?cid=7937885170412036740,44.9786166,-123.3265005
Stowe Cider,0,0,3,1,4,2017,2018,2,Stowe,Vermont,United States,Active,https://ciderguide.com/stowe-cider/,http://www.stowecider.com/,https://maps.google.com/?cid=6993680314169906863,44.473504,-72.711986
Victoria Cider Co.,0,0,3,1,4,2023,2023,1,Victoria,British Columbia,Canada,Active,https://ciderguide.com/victoria-cider-co/,https://www.victoriaciderco.ca/,https://maps.google.com/?cid=4973668223480997484,48.643741,-123.457186
Wards Cider,0,0,3,1,4,2016,2018,2,Kelowna,British Columbia,Canada,Active,https://ciderguide.com/wards-cider/,http://www.wardshardcider.com/,https://goo.gl/maps/v1jp1rNE7Zt,49.845254,-119.438339
Austin Eastciders,0,0,2,2,4,2012,2021,2,Austin,Texas,United States,Active,https://ciderguide.com/austin-eastciders/,http://austineastciders.com/,https://maps.google.com/?cid=14699519440178528476,30.211595,-97.7404707
Black Bear Cider Co.,0,0,2,2,4,2021,2022,2,St. Louis,Missouri,United States,Active,https://ciderguide.com/black-bear-cider-co/,https://www.blackbearciderco.com/,,38.6491261,-90.3206381
Blackman Cider Co.,0,0,2,2,4,2019,2019,1,Lockport,New York,United States,Active,https://ciderguide.com/blackman-cider-co/,https://www.blackmancider.com/,https://maps.google.com/?cid=11398538716969457778,43.176071,-78.800052
Branch Out Cider,0,0,2,2,4,2014,2016,3,Fort Collins,Colorado,United States,Inactive,https://ciderguide.com/branch-out-cider/,,,40.589815,-105.090583
Cidrerie Le Somnambule,0,0,2,2,4,2023,2023,1,Saint-Henri,Quebec,Canada,Active,https://ciderguide.com/cidrerie-le-somnambule/,https://www.lesomnambule.com/,https://maps.google.com/?cid=4770600502618884500,46.662195,-71.07671
Hudson Valley Farmhouse Cider,0,0,2,2,4,2018,2018,1,Staatsburg,New York,United States,Active,https://ciderguide.com/hudson-valley-farmhouse-cider/,http://www.hudsonvalleyfarmhousecider.com/,https://maps.google.com/?cid=10113111148158344335,41.858265,-73.807785
McRitchie Winery & Ciderworks,0,0,2,2,4,2009,2013,3,Thurmond,North Carolina,United States,Active,https://ciderguide.com/mcritchie-winery-ciderworks/,http://www.mcritchiewine.com/,https://maps.google.com/?cid=1644535800362164704,36.367307,-80.946974
Milk & Honey Ciders,0,0,2,2,4,2016,2016,1,St. Joseph,Minnesota,United States,Active,https://ciderguide.com/milk-honey-ciders/,https://www.milkandhoneyciders.com/,https://maps.google.com/?cid=5951424554567776492,45.5603828,-94.3518905
New Salem Cider,0,0,2,2,4,2021,2021,1,New Salem,Massachusetts,United States,Active,https://ciderguide.com/new-salem-cider/,https://www.newsalemcider.com/,https://maps.google.com/?cid=17255418190527756847,42.4945866,-72.3308978
Rossbach Cider,0,0,2,2,4,2015,2021,3,Hranice,Karlovy Vary,Czechia,Active,https://ciderguide.com/rossbach-cider/,http://www.rossbach.cz/,https://maps.google.com/?cid=655202654651481754,50.3053478,12.1753565
Russell Orchards,0,0,2,2,4,2011,2011,1,Ipswich,Massachusetts,United States,Active,https://ciderguide.com/russell-orchards/,http://www.russellorchards.com/,https://maps.google.com/?cid=11665460520789308482,42.664953,-70.799866
Banter's Hard Cider,0,0,1,3,4,2017,2018,2,Stroudsburg,Pennsylvania,United States,Inactive,https://ciderguide.com/banters-hard-cider/,,,40.98616,-75.1945
Big Belly Ciderworks,0,0,1,3,4,2016,2018,3,Empire,Michigan,United States,Inactive,https://ciderguide.com/big-belly-ciderworks/,,,44.8072115,-85.9617851
Brooker's Cider,0,0,1,3,4,2022,2023,2,Scotch Bush,Ontario,Canada,Active,https://ciderguide.com/brookers-cider/,https://brookerscider.ca/,https://maps.google.com/?cid=1019530974411700693,45.4370509,-76.9616291
Cascadia Ciderworkers United,0,0,1,3,4,2013,2015,2,Portland,Oregon,United States,Inactive,https://ciderguide.com/cascadia-ciderworkers-united/,,,45.5359,-122.66373
Ciderworks @ Story Tavern,0,0,1,3,4,2017,2022,3,Burbank,California,United States,Active,https://ciderguide.com/ciderworks-story-tavern/,https://storytavernburbank.com/,https://maps.google.com/?cid=14099937953647442752,34.1806729,-118.3082013
Cidrerie de Menez-Brug,0,0,1,3,4,2016,2019,4,Fouesnant,Finistère ,France,Active,https://ciderguide.com/cidrerie-de-menez-brug/,https://www.cidrerie-de-menez-brug.com/,https://maps.google.com/?cid=10640223041696316686,47.8654274,-3.9978625
Gravity Vineyards and Winery,0,0,1,3,4,2021,2021,1,Baroda,Michigan,United States,Active,https://ciderguide.com/gravity-vineyards-and-winery/,https://gravitywine.com/,https://maps.google.com/?cid=10315252701063982709,41.933548,-86.4391475
Griffin Cider Works,0,0,1,3,4,2013,2017,2,Westlake,Ohio,United States,Inactive,https://ciderguide.com/griffin-cider-works/,,,41.470266,-81.896853
Hardscrabble Cider,0,0,1,3,4,2016,2016,1,North Salem,New York,United States,Active,https://ciderguide.com/hardscrabble-cider/,http://www.hardscrabbleciderny.com/,https://maps.google.com/?cid=14255845854245110919,41.349727,-73.635051
Maeloc,0,0,1,3,4,2015,2015,1,Lugo,Galicia,Spain,Active,https://ciderguide.com/maeloc/,https://maelocway.com/,https://www.google.com/maps?cid=11814015461660737074,42.5868096,-7.7764782
Star Cider,0,0,1,3,4,2016,2016,1,Clifton Springs,New York,United States,Active,https://ciderguide.com/star-cider/,http://www.starcidery.com/,https://maps.google.com/?cid=13417468118852329215,42.866574,-77.2504058
Walkerville City Cidery,0,0,1,3,4,2019,2023,4,Windsor,Ontario,Canada,Active,https://ciderguide.com/walkerville-city-cidery/,https://www.walkervillebrewery.com/,https://maps.google.com/?cid=7567072497501060560,42.3238128,-83.0113399
Wilding Orchards,0,0,1,3,4,2021,2023,2,Brackney,Pennsylvania,United States,In Planning,https://ciderguide.com/wilding-orchards/,http://www.wildingorchards.com/,https://maps.google.com/?cid=8259658855326508626,41.956338,-75.8892283
York County Cider,0,0,1,3,4,2018,2018,1,Fredericton,New Brunswick,Canada,Active,https://ciderguide.com/york-county-cider/,https://www.yorkcountycider.net/,https://maps.google.com/?cid=8211700543485091917,45.9824391,-66.6627163
Bishop Cider Company,0,0,0,4,4,2018,2018,1,Fort Worth,Texas,United States,Active,https://ciderguide.com/bishop-cider-company/,http://www.bishopcider.com/,,32.7433262,-97.3072551
Blueberry Hill Estates,0,0,0,4,4,2016,2018,2,Williams,Ontario,Canada,Active,https://ciderguide.com/blueberry-hill-estates/,http://blueberry-hill.ca/,https://maps.google.com/?cid=16325207034230739009,42.671668,-80.389101
Douglas Valley,0,0,0,4,4,2008,2008,1,Manistee,Michigan,United States,Inactive,https://ciderguide.com/douglas-valley/,,,44.322634,-86.225881
Foxcraft Hard Cider,0,0,0,4,4,2015,2015,1,Santa Rosa,California,United States,Inactive,https://ciderguide.com/foxcraft-hard-cider/,,,38.441272,-122.714998
Grand Illusion Hard Cider,0,0,0,4,4,2017,2019,3,Carlisle,Pennsylvania,United States,Active,https://ciderguide.com/grand-illusion-hard-cider/,https://www.grandillusioncider.com/,https://maps.google.com/?cid=4286886680889976245,40.20144,-77.190639
Meraki Cider,0,0,0,4,4,2017,2017,1,Pismo Beach,California,United States,Inactive,https://ciderguide.com/meraki-cider/,,,35.135223,-120.612188
Saro Cider,0,0,0,4,4,2019,2019,1,Lincoln,Nebraska,United States,Active,https://ciderguide.com/saro-cider/,https://sarocider.com/,https://maps.google.com/?cid=14239117714929818609,40.812684,-96.695605
Wildbranch Cider,2,0,0,1,3,2021,2023,2,Craftsbury,Vermont,United States,Active,https://ciderguide.com/wildbranch-cider/,https://wildbranchcider.com/,,44.6199347,-72.4065106
Dead Horse Cider Co.,1,1,0,1,3,2021,2021,1,Winkler,Manitoba,Canada,Active,https://ciderguide.com/dead-horse-cider-co/,https://www.deadhorsecider.com/,https://maps.google.com/?cid=8139522254711237443,49.227539,-97.9654922
AVAL Cider,1,0,2,0,3,2023,2023,1,New York,New York,United States,Active,https://ciderguide.com/aval-cider/,https://www.avalcider.com/,,40.7674663,-73.9851725
Les Vergers de Kermao,1,0,2,0,3,2017,2019,3,Gouesnac'h,Finistère,France,Active,https://ciderguide.com/les-vergers-de-kermao/,https://www.cidre-bretagne.com/,https://maps.google.com/?cid=11761800243914556755,47.920648,-4.087596
Adams Cider Company,1,0,1,1,3,2014,2018,3,Borrisoleigh,Tipperary,Ireland,Active,https://ciderguide.com/adams-cider-company/,http://www.devilsbit.ie/,https://goo.gl/maps/VdoAPVRDYXsAWWPi7,52.752526,-7.957888
Ambix Spirits,1,0,1,1,3,2023,2023,1,Sebastopol,California,United States,Active,https://ciderguide.com/ambix-spirits/,https://www.instagram.com/ambixspirits/,,38.4250521,-122.8319794
Chateau Morrisette,1,0,1,1,3,2018,2018,1,Floyd,Virginia,United States,Active,https://ciderguide.com/chateau-morrisette/,https://www.thedogs.com/,https://maps.google.com/?cid=4189670265043745900,36.793824,-80.3954679
Fraser Valley Cider Company,1,0,1,1,3,2022,2022,1,Langley Township,British Columbia,Canada,Active,https://ciderguide.com/fraser-valley-cider-company/,http://www.fraservalleycider.ca/,https://maps.google.com/?cid=1355617416961303454,49.030911,-122.610962
Rebel Apple,0,3,0,0,3,2023,2023,1,Moscow,,Russia,Active,https://ciderguide.com/rebel-apple/,https://rebelapple.com/,https://maps.google.com/?cid=9219116533030903770,55.7692065,37.5108509
Gnarly Pippin Cider House,0,2,0,1,3,2021,2021,1,Cleveland Heights,Ohio,United States,Inactive,https://ciderguide.com/gnarly-pippin-cider-house/,,,41.503749,-81.5658554
Bel Lago Winery,0,1,2,0,3,2015,2016,2,Cedar,Michigan,United States,Active,https://ciderguide.com/bel-lago-winery/,http://bellago.com/,https://maps.google.com/?cid=4644233978350648994,44.883859,-85.725118
Seek-No-Further Cidery,0,1,2,0,3,2023,2023,1,Granville,Ohio,United States,Active,https://ciderguide.com/seek-no-further-cidery/,https://www.seeknofurthercider.com/,https://maps.google.com/?cid=4713802987366690958,40.0670945,-82.5194091
Woodlore Cider Co.,0,1,2,0,3,2023,2023,1,Brainerd,Minnesota,United States,Active,https://ciderguide.com/woodlore-cider-co/,https://woodlorecider.com/,https://maps.google.com/?cid=1776202393703805757,46.4067999,-94.2866359
Banditry Cider,0,1,1,1,3,2023,2023,1,Gibsons,British Columbia,Canada,Active,https://ciderguide.com/banditry-cider/,https://www.banditrycider.com/,https://maps.google.com/?cid=854343294329911332,49.40261,-123.5296301
King Orchards,0,1,1,1,3,2023,2023,1,Central Lake,Michigan,United States,Active,https://ciderguide.com/king-orchards/,https://kingorchards.com/,https://maps.google.com/?cid=16784767382761834903,45.1018844,-85.3050168
Loïc Raison,0,1,1,1,3,2018,2018,1,Domagné,Ille-et-Vilaine,France,Active,https://ciderguide.com/loic-raison/,http://www.loicraison.fr/,https://maps.google.com/?cid=15768587504697904757,48.070267,-1.394779
Manoff Market Gardens & Cidery,0,1,1,1,3,2023,2023,1,New Hope,Pennsylvania,United States,Active,https://ciderguide.com/manoff-market-gardens-cidery/,https://www.manoffmarketgardens.com/,https://maps.google.com/?cid=17360528276654196325,40.396882,-75.0057
Stoneybrook Cider,0,1,1,1,3,2019,2022,3,South Hadley,Massachusetts,United States,Active,https://ciderguide.com/stoneybrook-cider/,http://www.stoneybrookcider.com/,,42.250687,-72.55657
Tempted Cider,0,1,1,1,3,2021,2021,1,Lisburn,Down,United Kingdom,Active,https://ciderguide.com/tempted-cider/,https://www.temptedcider.com/,https://maps.google.com/?cid=4479314919661417093,54.5086985,-6.1311345
The Infinite Monkey Theorem,0,1,0,2,3,2014,2017,3,Denver,Colorado,United States,Active,https://ciderguide.com/the-infinite-monkey-theorem/,http://www.theinfinitemonkeytheorem.com/,https://maps.google.com/?cid=15985394735088977208,39.764124,-104.977492
Windfall Orchard,0,1,0,2,3,2016,2017,2,Cornwall,Vermont,United States,Active,https://ciderguide.com/windfall-orchard/,http://windfallorchardvt.com/,https://maps.google.com/?cid=12967249394672947830,43.978128,-73.20449
12 Corners Vineyards,0,0,3,0,3,2023,2023,1,Benton Harbor,Michigan,United States,Active,https://ciderguide.com/12-corners-vineyards/,https://12corners.com/,https://maps.google.com/?cid=10832365648470516551,42.1328817,-86.3767096
Artifact Cider Project,0,0,3,0,3,2023,2023,1,Florence,Massachusetts,United States,Active,https://ciderguide.com/artifact-cider-project/,http://www.artifactcider.com/,,42.3378061,-72.6732543
Clarksburg Cider,0,0,3,0,3,2023,2023,1,Lancaster,New York,United States,Active,https://ciderguide.com/clarksburg-cider/,https://clarksburgcider.com/,https://maps.google.com/?cid=2480384765559100652,42.9274192,-78.5953396
E&J Gallo Winery,0,0,3,0,3,2008,2011,2,Modesto,California,United States,Active,https://ciderguide.com/ej-gallo-winery/,http://www.gallo.com/,https://www.google.com/maps?cid=8933442352737558338,37.6368057,-120.981631
Farmgate Cider,0,0,3,0,3,2021,2023,2,Arnprior,Ontario,Canada,Active,https://ciderguide.com/farmgate-cider/,https://farmgatecider.ca/,https://maps.google.com/?cid=10219086058367781749,45.4138013,-76.2414158
Kingston Creek Cider,0,0,3,0,3,2019,2021,2,Kingston,New Brunswick,Canada,Active,https://ciderguide.com/kingston-creek-cider/,https://kingstoncreekcider.ca/,https://goo.gl/maps/RehFeiy4yunVNf729,45.5322639,-65.9955129
Northyards Cider Co.,0,0,3,0,3,2023,2023,1,Salmon Arm,British Columbia,Canada,Active,https://ciderguide.com/northyards-cider-co/,https://northyardscider.com/,https://maps.google.com/?cid=5148305129256675182,50.7082062,-119.2489944
101 Cider House,0,0,2,1,3,2016,2018,2,Westlake Village,California,United States,Active,https://ciderguide.com/101-cider-house/,https://101cider.com/,https://maps.google.com/?cid=12420065000441525891,34.154101,-118.802575
5 Penny Hard Cider,0,0,2,1,3,2018,2019,2,Ontario,Ohio,United States,Inactive,https://ciderguide.com/5-penny-hard-cider/,,,40.76436,-82.610672
Berkshire Cider Project,0,0,2,1,3,2023,2023,1,North Adams,Massachusetts,United States,Active,https://ciderguide.com/berkshire-cider-project/,https://www.berkshire-cider.com/,https://www.google.com/maps?cid=39143702970968971,42.6980607,-73.1521496
Broken Brix,0,0,2,1,3,2021,2022,2,St. Charles,Illinois,United States,Active,https://ciderguide.com/broken-brix/,http://homebrewshopltd.com/,https://maps.google.com/?cid=11646904330402367413,41.9130721,-88.3165378
Carolina Distillery,0,0,2,1,3,2014,2017,2,Lenoir,North Carolina,United States,Inactive,https://ciderguide.com/carolina-distillery/,,,35.9139684,-81.5412586
Crossmount Cider Company,0,0,2,1,3,2022,2022,1,Crossmount,Saskatchewan,Canada,Active,https://ciderguide.com/crossmount-cider-company/,http://crossmountcidercompany.ca/,https://www.google.com/maps?cid=8011124570975392890,52.03247,-106.673155
Goat Rock Cider Company,0,0,2,1,3,2022,2022,1,Petaluma,California,United States,Active,https://ciderguide.com/goat-rock-cider-company/,https://www.goatrockcider.com/,https://maps.google.com/?cid=1379702709501392841,38.2734373,-122.6643955
Godfrey Run Cider Mill,0,0,2,1,3,2021,2021,1,Lake City,Pennsylvania,United States,Active,https://ciderguide.com/godfrey-run-cider-mill/,https://www.instagram.com/godfreyrunfarm/,https://maps.google.com/?cid=5888879804807392238,42.036151,-80.3082175
Harpers Ferry Brewing,0,0,2,1,3,2023,2023,1,Purcellville,Virginia,United States,Active,https://ciderguide.com/harpers-ferry-brewing/,https://harpersferrybrewing.com/,https://maps.google.com/?cid=10887615481111930562,39.320459,-77.708175
Manoir de Grandouet,0,0,2,1,3,2016,2019,2,Grandouet,Calvados,France,Active,https://ciderguide.com/manoir-de-grandouet/,http://www.manoir-de-grandouet.fr/,https://maps.google.com/?cid=1664850146101306839,49.158588,0.066211
North Shore Cider Company,0,0,2,1,3,2018,2019,2,Evanston,Illinois,United States,Inactive,https://ciderguide.com/north-shore-cider-company/,,,42.019682,-87.680734
Overgrown Orchard,0,0,2,1,3,2019,2019,1,Gary,Indiana,United States,Inactive,https://ciderguide.com/overgrown-orchard/,,,41.5757249,-87.2941181
Prototype Hard Cider,0,0,2,1,3,2017,2019,3,Lancaster,Pennsylvania,United States,Inactive,https://ciderguide.com/prototype-hard-cider/,,,40.0325367,-76.3299666
Restoration Cider,0,0,2,1,3,2017,2017,1,Madison,Wisconsin,United States,Active,https://ciderguide.com/restoration-cider/,http://www.restorationcider.com/,https://maps.google.com/?cid=13156191689318021594,43.051481,-89.27519
Sunnycider,0,0,2,1,3,2022,2022,1,Calgary,Alberta,Canada,Active,https://ciderguide.com/sunnycider/,https://www.sunnycider.ca/,https://maps.google.com/?cid=4272810052717117827,51.0652978,-113.9871956
Tapped Apple Cider & Winery,0,0,2,1,3,2023,2023,1,Westerly,Rhode Island,United States,Active,https://ciderguide.com/tapped-apple-cider-winery/,http://www.tappedapple.com/,https://maps.google.com/?cid=10176287117165487757,41.378713,-71.829973
Three Thinkers Cider,0,0,2,1,3,2019,2021,2,Stateline,Nevada,United States,Inactive,https://ciderguide.com/three-thinkers-cider/,,,38.9624079,-119.9399029
Wölffer Estate Vineyard,0,0,2,1,3,2022,2022,1,Sagaponack,New York,United States,Active,https://ciderguide.com/wolffer-estate-vineyard/,http://www.wolffer.com/,https://maps.google.com/?cid=10690409208604454007,40.945028,-72.27747
Worley's Cider,0,0,2,1,3,2015,2015,1,Shepton Mallet,Somerset,United Kingdom,Active,https://ciderguide.com/worleys-cider/,http://www.worleyscider.co.uk/,https://maps.google.com/?cid=7990236213325856427,51.1965541,-2.4711281
Acme Cider Co.,0,0,1,2,3,2016,2017,2,Ada,Michigan,United States,Inactive,https://ciderguide.com/acme-cider-co/,,,43.030658,-85.492125
Brys Estate Ciderworks,0,0,1,2,3,2022,2022,1,Traverse City,Michigan,United States,Active,https://ciderguide.com/brys-estate-ciderworks/,https://www.brysestate.com/,https://maps.google.com/?cid=5768840683039449877,44.8866671,-85.5098039
Bullevie Cidre,0,0,1,2,3,2018,2019,2,Fodorovskoye,Leningrad Oblast,Russia,Active,https://ciderguide.com/bullevie-cidre/,https://bullevie.ru/,https://www.google.com/maps?cid=2833863554987318602,59.654978,30.5509418
Cider Corps,0,0,1,2,3,2022,2022,1,Mesa,Arizona,United States,Active,https://ciderguide.com/cider-corps/,https://cidercorpsaz.com/,https://maps.google.com/?cid=9593182908980696987,33.4141147,-111.8364706
Cidrerie St-Nicolas,0,0,1,2,3,2013,2013,1,Saint-Nicolas,Quebec,Canada,Active,https://ciderguide.com/cidrerie-st-nicolas/,https://cidreriest-nicolas.com/,https://www.google.com/maps?cid=13236211893873843107,46.692988,-71.454642
Domaine Duclos Fougeray,0,0,1,2,3,2014,2014,1,Saint Michel d'Halescourt,Seine-Maritime,France,Active,https://ciderguide.com/domaine-duclos-fougeray/,http://www.domaine-duclos-fougeray.com/,https://maps.google.com/?cid=12398185041013701779,49.6100938,1.664631
Eaglemount Wine & Cider,0,0,1,2,3,2014,2014,1,Port Townsend,Washington,United States,Active,https://ciderguide.com/eaglemount-wine-cider/,https://eaglemountwinery.com/,https://maps.google.com/?cid=8669789097383487844,48.099159,-122.818591
Ferme Black Creek,0,0,1,2,3,2018,2022,3,Hinchinbrooke,Quebec,Canada,Active,https://ciderguide.com/ferme-black-creek/,https://fermeblackcreek.ca/,https://maps.google.com/?cid=10329703523020426281,45.0150504,-74.0098805
Forgotten Fire Winery,0,0,1,2,3,2023,2023,1,Marinette,Wisconsin,United States,Active,https://ciderguide.com/forgotten-fire-winery/,http://forgottenfirewinery.com/,https://maps.google.com/?cid=12659592682629161189,45.045825,-87.719535
Greenwood Cider Company,0,0,1,2,3,2018,2018,1,Seattle,Washington,United States,Active,https://ciderguide.com/greenwood-cider-company/,https://www.greenwoodcider.com/,https://maps.google.com/?cid=9193094358946814076,47.631204,-122.375137
High Hope Cider,0,0,1,2,3,2021,2021,1,Toronto,Ontario,Canada,Inactive,https://ciderguide.com/high-hope-cider/,,,43.6775105,-79.4207053
Holmberg Orchards & Winery,0,0,1,2,3,2007,2007,1,Gales Ferry,Connecticut,United States,Active,https://ciderguide.com/holmberg-orchards-winery/,http://www.holmbergorchards.com/,https://maps.google.com/?cid=4720941997914927332,41.468406,-72.058204
Independent Perry,0,0,1,2,3,2019,2019,1,Dryden,Washington,United States,Active,https://ciderguide.com/independent-perry/,https://www.instagram.com/independentperry/,,47.5533258,-120.5686382
JK's Farmhouse Ciders,0,0,1,2,3,2014,2018,3,Flushing,Michigan,United States,Active,https://ciderguide.com/jks-farmhouse-ciders/,http://jksfarmhouseciders.com/,https://maps.google.com/?cid=9785317642581217954,43.0274314,-83.9112091
Newton Court Cider,0,0,1,2,3,2016,2017,2,Newton,Herefordshire,United Kingdom,Active,https://ciderguide.com/newton-court-cider/,https://www.newtoncourtcider.com/,https://maps.google.com/?cid=16599711403513185285,52.18163,-2.720183
Nine Pin Cider,0,0,1,2,3,2014,2015,2,Albany,New York,United States,Active,https://ciderguide.com/nine-pin-cider/,http://www.ninepincider.com/,https://maps.google.com/?cid=2997433588563467926,42.661798,-73.744166
Owl Creek Vineyard,0,0,1,2,3,2014,2014,1,Cobden,Illinois,United States,Active,https://ciderguide.com/owl-creek-vineyard/,http://www.owlcreekvineyard.com/,https://maps.google.com/?cid=449616614392139133,37.560606,-89.190211
Ross-on-Wye Cider and Perry,0,0,1,2,3,2012,2012,1,Ross-on-Wye,Herefordshire,United Kingdom,Active,https://ciderguide.com/ross-on-wye-cider-and-perry/,http://www.rosscider.com/,https://maps.google.com/?cid=15438292382118860282,51.9188938,-2.6332245
Schilling Cider,0,0,1,2,3,2016,2016,1,Auburn,Washington,United States,Active,https://ciderguide.com/schilling-cider/,https://schillingcider.com/,https://www.google.com/maps?cid=12281308087911884522,47.347243,-122.233995
Spy Cider House and Distillery,0,0,1,2,3,2022,2022,1,Clarksburg,Ontario,Canada,Active,https://ciderguide.com/spy-cider-house-and-distillery/,https://www.spydistillery.com/,https://maps.google.com/?cid=4191362119549049381,44.5130682,-80.450338
Thistly Cross Cider,0,0,1,2,3,2012,2015,2,Dunbar,East Lothian,United Kingdom,Active,https://ciderguide.com/thistly-cross-cider/,http://www.thistlycrosscider.co.uk/,https://maps.google.com/?cid=2739185346632911214,55.9850363,-2.5614933
Top of the Rock Ciders,0,0,1,2,3,2016,2018,3,Kalamazoo,Michigan,United States,Inactive,https://ciderguide.com/top-of-the-rock-ciders/,,,42.2950935,-85.7294998
Two Blokes Cider,0,0,1,2,3,2018,2019,2,Port Perry,Ontario,Canada,Active,https://ciderguide.com/two-blokes-cider/,https://www.twoblokes.ca/,https://goo.gl/maps/h6tx7j3Rdm7urEvS6,44.1050454,-78.944148
Ugly Apple,0,0,1,2,3,2017,2018,2,Lanark,Ontario,Canada,Active,https://ciderguide.com/ugly-apple/,https://www.uglyapple.ca/,https://maps.google.com/?cid=16350364322268973674,45.0409655,-76.511907
3 North Vines,0,0,0,3,3,2021,2021,1,Croswell,Michigan,United States,Active,https://ciderguide.com/3-north-vines/,https://www.3northvines.com/,https://maps.google.com/?cid=2992073829749272130,43.2642732,-82.5821548
Century Tree Cider Co.,0,0,0,3,3,2018,2018,1,Memphis,Tennessee,United States,Inactive,https://ciderguide.com/century-tree-cider-co/,,,35.1402356,-90.0412219
Country Mill Winery,0,0,0,3,3,2011,2011,1,Charlotte,Michigan,United States,Inactive,https://ciderguide.com/country-mill-winery/,,,42.635232,-84.79667
Napton Cidery,0,0,0,3,3,2019,2019,1,Southam,Warwickshire,United Kingdom,Active,https://ciderguide.com/napton-cidery/,https://www.naptoncidery.co.uk/,https://maps.google.com/?cid=12009368832613245042,52.2422487,-1.325063
Platform Beer Company,0,0,0,3,3,2017,2021,2,Cleveland,Ohio,United States,Inactive,https://ciderguide.com/platform-beer-company/,,,41.479836,-81.713968
Prospect Ciderworks,0,0,0,3,3,2018,2018,1,Boston,Massachusetts,United States,Inactive,https://ciderguide.com/prospect-ciderworks/,,,42.542993,-71.575747
Small Acres Cyder,0,0,0,3,3,2014,2014,1,Borenore,New South Wales,Australia,Active,https://ciderguide.com/small-acres-cyder/,http://www.smallacrescyder.com.au/,https://maps.google.com/?cid=1497457670374953580,-33.282202,148.992136
Tall Post Craft Cider,0,0,0,3,3,2019,2019,1,Hannon,Ontario,Canada,Active,https://ciderguide.com/tall-post-craft-cider/,https://www.instagram.com/tallpostcraftcider/,https://maps.google.com/?cid=271841851586211887,43.1459211,-79.7682554
West End Cider House,0,0,0,3,3,2023,2023,1,Athens,Ohio,United States,Active,https://ciderguide.com/west-end-cider-house/,http://www.westendciderhouse.com/,https://maps.google.com/?cid=17093383135861039642,39.332217,-82.110287
Domaine des 5 D,1,0,1,0,2,2016,2016,1,Ouilly-le-Vicomte,Calvados,France,Active,https://ciderguide.com/domaine-des-5-d/,http://cidreriedaufresne.com/,https://maps.google.com/?cid=8401719320995507859,49.1786404,0.2045199
EdenVale Winery,1,0,1,0,2,2017,2019,2,Medford,Oregon,United States,Active,https://ciderguide.com/edenvale-winery/,http://www.edenvalewines.com/,https://maps.google.com/?cid=1337477973398359922,42.2886086,-122.8477144
Vergers de Velours,1,0,1,0,2,2018,2018,1,Saint-Henri-de-Taillon,Quebec,Canada,Active,https://ciderguide.com/vergers-de-velours/,https://www.vergersdevelours.com/,https://maps.google.com/?cid=13585661217805260928,48.6614327,-71.8144297
Cold Hand Winery,1,0,0,1,2,2018,2018,1,Randers,,Denmark,Active,https://ciderguide.com/cold-hand-winery/,https://www.coldhandwinery.dk/,https://maps.google.com/?cid=8847115036999398343,56.513459,9.7900895
Upper Left Apples,1,0,0,1,2,2019,2019,1,Everett,Washington,United States,Inactive,https://ciderguide.com/upper-left-apples/,,,47.900697,-122.205343
Val de Rance,0,2,0,0,2,2016,2016,1,Pleudihen-sur-Rance,Côtes-d'Armor,France,Active,https://ciderguide.com/val-de-rance/,https://www.valderance.com/,https://maps.google.com/?cid=7883069809343472545,48.5085616,-1.9532752
Covered Bridge Brewing,0,1,1,0,2,2022,2022,1,Cottage Grove,Oregon,United States,Active,https://ciderguide.com/covered-bridge-brewing/,https://www.coveredbridgebrewery.com/,https://maps.google.com/?cid=3419507540097286965,43.7975203,-123.0584655
LUK Cider and Spirit,0,1,1,0,2,2013,2013,1,Shefford,Quebec,Canada,Inactive,https://ciderguide.com/luk-cider-and-spirit/,,,45.309873,-72.555275
Prima Cider,0,1,1,0,2,2019,2019,1,Long Grove,Illinois,United States,Active,https://ciderguide.com/prima-cider/,http://www.primacider.com/,,42.232727,-88.015032
Shuswap Cider Co.,0,1,1,0,2,2023,2023,1,Salmon Arm,British Columbia,Canada,Active,https://ciderguide.com/shuswap-cider-co/,https://shuswapcider.com/,https://maps.google.com/?cid=16947341498601474713,50.6918843,-119.3095887
The BottleHouse Brewing Company,0,1,1,0,2,2018,2018,1,Cleveland Heights,Ohio,United States,Active,https://ciderguide.com/the-bottlehouse-brewing-company/,https://www.bottlehouse.co/,https://maps.google.com/?cid=14872373864961139551,41.503728,-81.565883
Asturvisa,0,1,0,1,2,2013,2013,1,Porceyo,Gijón,Spain,Inactive,https://ciderguide.com/asturvisa/,,,43.4875508,-5.7243544
Domaine de Kervéguen,0,1,0,1,2,2014,2016,2,Guimaëc,Finistère,France,Active,https://ciderguide.com/domaine-de-kerveguen/,https://www.kerveguen.fr/,https://maps.google.com/?cid=1542805240311028945,48.6666268,-3.6926165
