Year_Old,Year,Medalist,Medalist_URL,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,URL
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Wild Cider,"<a href=""https://ciderguide.com/glintcap/medalists/wild-cider/"">Wild Cider</a>",0,0,1,3,4,https://ciderguide.com/glintcap/medalists/wild-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",1,1,1,0,3,https://ciderguide.com/glintcap/medalists/hogans-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Northern Natural Cider House & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/northern-natural-cider-house-winery/"">Northern Natural Cider House & Winery</a>",0,2,1,0,3,https://ciderguide.com/glintcap/medalists/northern-natural-cider-house-winery/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Devoto Orchards Cider,"<a href=""https://ciderguide.com/glintcap/medalists/devoto-orchards-cider/"">Devoto Orchards Cider</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/devoto-orchards-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Slake Cider,"<a href=""https://ciderguide.com/glintcap/medalists/slake-cider/"">Slake Cider</a>",0,1,1,1,3,https://ciderguide.com/glintcap/medalists/slake-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Liberty Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/liberty-ciderworks/"">Liberty Ciderworks</a>",0,1,0,2,3,https://ciderguide.com/glintcap/medalists/liberty-ciderworks/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Methow Valley Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/methow-valley-ciderhouse/"">Methow Valley Ciderhouse</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/methow-valley-ciderhouse/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Resurgence Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/"">Resurgence Brewing Co.</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Sea Cider Farm & Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/"">Sea Cider Farm & Ciderhouse</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/sea-cider-farm-ciderhouse/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Whitewood Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/whitewood-cider-co/"">Whitewood Cider Co.</a>",0,0,3,0,3,https://ciderguide.com/glintcap/medalists/whitewood-cider-co/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Portland Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/portland-cider-company/"">Portland Cider Company</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/portland-cider-company/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Robinette Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/robinette-cellars/"">Robinette Cellars</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/robinette-cellars/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Sheppy's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/sheppys-cider/"">Sheppy's Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/sheppys-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Sidra Trabanco,"<a href=""https://ciderguide.com/glintcap/medalists/sidra-trabanco/"">Sidra Trabanco</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/sidra-trabanco/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Tideview Cider,"<a href=""https://ciderguide.com/glintcap/medalists/tideview-cider/"">Tideview Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/tideview-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Albemarle CiderWorks,"<a href=""https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/"">Albemarle CiderWorks</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Domaine Duclos Fougeray,"<a href=""https://ciderguide.com/glintcap/medalists/domaine-duclos-fougeray/"">Domaine Duclos Fougeray</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/domaine-duclos-fougeray/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Eaglemount Wine & Cider,"<a href=""https://ciderguide.com/glintcap/medalists/eaglemount-wine-cider/"">Eaglemount Wine & Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/eaglemount-wine-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Old Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/old-hill-cider/"">Old Hill Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/old-hill-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Owl Creek Vineyard,"<a href=""https://ciderguide.com/glintcap/medalists/owl-creek-vineyard/"">Owl Creek Vineyard</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/owl-creek-vineyard/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Redbyrd Orchard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/redbyrd-orchard-cider/"">Redbyrd Orchard Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/redbyrd-orchard-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Armagh Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/armagh-cider-company/"">Armagh Cider Company</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/armagh-cider-company/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Castle Hill Cider,"<a href=""https://ciderguide.com/glintcap/medalists/castle-hill-cider/"">Castle Hill Cider</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/castle-hill-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Small Acres Cyder,"<a href=""https://ciderguide.com/glintcap/medalists/small-acres-cyder/"">Small Acres Cyder</a>",0,0,0,3,3,https://ciderguide.com/glintcap/medalists/small-acres-cyder/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Boyden Valley Winery & Spirits,"<a href=""https://ciderguide.com/glintcap/medalists/boyden-valley-winery-spirits/"">Boyden Valley Winery & Spirits</a>",0,0,2,0,2,https://ciderguide.com/glintcap/medalists/boyden-valley-winery-spirits/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Big B's Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/"">Big B's Hard Cider</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/big-bs-hard-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Carolina Distillery,"<a href=""https://ciderguide.com/glintcap/medalists/carolina-distillery/"">Carolina Distillery</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/carolina-distillery/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Cider House of Wisconsin,"<a href=""https://ciderguide.com/glintcap/medalists/cider-house-of-wisconsin/"">Cider House of Wisconsin</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/cider-house-of-wisconsin/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Ferme de la Sapinière,"<a href=""https://ciderguide.com/glintcap/medalists/ferme-de-la-sapiniere/"">Ferme de la Sapinière</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/ferme-de-la-sapiniere/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Forbidden Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/forbidden-cider-co/"">Forbidden Cider Co.</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/forbidden-cider-co/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Pommies Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/pommies-cider-co/"">Pommies Cider Co.</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/pommies-cider-co/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Spicer's Winery,"<a href=""https://ciderguide.com/glintcap/medalists/spicers-winery/"">Spicer's Winery</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/spicers-winery/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Stem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/stem-ciders/"">Stem Ciders</a>",0,0,1,1,2,https://ciderguide.com/glintcap/medalists/stem-ciders/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Blake's Hard Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/"">Blake's Hard Cider Co.</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/blakes-hard-cider-co/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Frecon Farms,"<a href=""https://ciderguide.com/glintcap/medalists/frecon-farms/"">Frecon Farms</a>",0,0,0,2,2,https://ciderguide.com/glintcap/medalists/frecon-farms/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Domaine de Kervéguen,"<a href=""https://ciderguide.com/glintcap/medalists/domaine-de-kerveguen/"">Domaine de Kervéguen</a>",0,1,0,0,1,https://ciderguide.com/glintcap/medalists/domaine-de-kerveguen/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Hoity Toity Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/hoity-toity-cellars/"">Hoity Toity Cellars</a>",0,1,0,0,1,https://ciderguide.com/glintcap/medalists/hoity-toity-cellars/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",The Infinite Monkey Theorem,"<a href=""https://ciderguide.com/glintcap/medalists/the-infinite-monkey-theorem/"">The Infinite Monkey Theorem</a>",0,1,0,0,1,https://ciderguide.com/glintcap/medalists/the-infinite-monkey-theorem/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Thornbury Craft Co.,"<a href=""https://ciderguide.com/glintcap/medalists/thornbury-craft-co/"">Thornbury Craft Co.</a>",0,1,0,0,1,https://ciderguide.com/glintcap/medalists/thornbury-craft-co/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",3Cs Cider,"<a href=""https://ciderguide.com/glintcap/medalists/3cs-cider/"">3Cs Cider</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/3cs-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Cidrerie Entre Pierre & Terre,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-entre-pierre-terre/"">Cidrerie Entre Pierre & Terre</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/cidrerie-entre-pierre-terre/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Clos de la Fontaine Hugo,"<a href=""https://ciderguide.com/glintcap/medalists/clos-de-la-fontaine-hugo/"">Clos de la Fontaine Hugo</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/clos-de-la-fontaine-hugo/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Dickens Cider,"<a href=""https://ciderguide.com/glintcap/medalists/dickens-cider/"">Dickens Cider</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/dickens-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Maiden Rock Winery & Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/"">Maiden Rock Winery & Cidery</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/maiden-rock-winery-cidery/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Montana CiderWorks,"<a href=""https://ciderguide.com/glintcap/medalists/montana-ciderworks/"">Montana CiderWorks</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/montana-ciderworks/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Oliver's Cider and Perry,"<a href=""https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/"">Oliver's Cider and Perry</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/olivers-cider-and-perry/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Spirit Tree Estate Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/spirit-tree-estate-cidery/"">Spirit Tree Estate Cidery</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/spirit-tree-estate-cidery/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Txopinondo,"<a href=""https://ciderguide.com/glintcap/medalists/txopinondo/"">Txopinondo</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/txopinondo/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",White Winter Winery,"<a href=""https://ciderguide.com/glintcap/medalists/white-winter-winery/"">White Winter Winery</a>",0,0,1,0,1,https://ciderguide.com/glintcap/medalists/white-winter-winery/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Adams Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/adams-cider-company/"">Adams Cider Company</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/adams-cider-company/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Apfelweinkontor,"<a href=""https://ciderguide.com/glintcap/medalists/apfelweinkontor/"">Apfelweinkontor</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/apfelweinkontor/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Beaver Valley Orchard & Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/beaver-valley-orchard-cidery/"">Beaver Valley Orchard & Cidery</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/beaver-valley-orchard-cidery/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Big Hill Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/big-hill-ciderworks/"">Big Hill Ciderworks</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/big-hill-ciderworks/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Branch Out Cider,"<a href=""https://ciderguide.com/glintcap/medalists/branch-out-cider/"">Branch Out Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/branch-out-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Green Bird Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/green-bird-cellars/"">Green Bird Cellars</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/green-bird-cellars/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",JK's Farmhouse Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/jks-farmhouse-ciders/"">JK's Farmhouse Ciders</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/jks-farmhouse-ciders/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Nine Pin Cider,"<a href=""https://ciderguide.com/glintcap/medalists/nine-pin-cider/"">Nine Pin Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/nine-pin-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Orpens Cider,"<a href=""https://ciderguide.com/glintcap/medalists/orpens-cider/"">Orpens Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/orpens-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Sanctuary Spirits,"<a href=""https://ciderguide.com/glintcap/medalists/sanctuary-spirits/"">Sanctuary Spirits</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/sanctuary-spirits/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Sully's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/sullys-cider/"">Sully's Cider</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/sullys-cider/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",The Cider Farm,"<a href=""https://ciderguide.com/glintcap/medalists/the-cider-farm/"">The Cider Farm</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/the-cider-farm/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",The Cider Mill Slane,"<a href=""https://ciderguide.com/glintcap/medalists/the-cider-mill-slane/"">The Cider Mill Slane</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/the-cider-mill-slane/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",The Hills Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/the-hills-cider-company/"">The Hills Cider Company</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/the-hills-cider-company/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Tieton Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/tieton-cider-works/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Vines & Rushes Winery,"<a href=""https://ciderguide.com/glintcap/medalists/vines-rushes-winery/"">Vines & Rushes Winery</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/vines-rushes-winery/
2014,"<a href=""https://ciderguide.com/glintcap/years/2014-results/"">2014</a>",Zapiain,"<a href=""https://ciderguide.com/glintcap/medalists/zapiain/"">Zapiain</a>",0,0,0,1,1,https://ciderguide.com/glintcap/medalists/zapiain/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Uncle John's,"<a href=""https://ciderguide.com/glintcap/medalists/uncle-johns/"">Uncle John's</a>",0,2,4,8,14,https://ciderguide.com/glintcap/medalists/uncle-johns/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",2 Towns Ciderhouse,"<a href=""https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/"">2 Towns Ciderhouse</a>",0,2,6,4,12,https://ciderguide.com/glintcap/medalists/2-towns-ciderhouse/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Crispin Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/crispin-cider-company/"">Crispin Cider Company</a>",0,0,3,5,8,https://ciderguide.com/glintcap/medalists/crispin-cider-company/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Meckley's Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/meckleys-cidery/"">Meckley's Cidery</a>",0,0,1,7,8,https://ciderguide.com/glintcap/medalists/meckleys-cidery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Tandem Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/tandem-ciders/"">Tandem Ciders</a>",0,1,5,1,7,https://ciderguide.com/glintcap/medalists/tandem-ciders/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Wandering Aengus Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/"">Wandering Aengus Ciderworks</a>",1,1,3,1,6,https://ciderguide.com/glintcap/medalists/wandering-aengus-ciderworks/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Vermont Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/vermont-cider-company/"">Vermont Cider Company</a>",0,1,1,4,6,https://ciderguide.com/glintcap/medalists/vermont-cider-company/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",McClure's Orchard & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/"">McClure's Orchard & Winery</a>",0,1,0,5,6,https://ciderguide.com/glintcap/medalists/mcclures-orchard-winery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Resurgence Brewing Co.,"<a href=""https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/"">Resurgence Brewing Co.</a>",0,0,4,2,6,https://ciderguide.com/glintcap/medalists/resurgence-brewing-co/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Angry Orchard,"<a href=""https://ciderguide.com/glintcap/medalists/angry-orchard/"">Angry Orchard</a>",0,0,3,3,6,https://ciderguide.com/glintcap/medalists/angry-orchard/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Snowdrift Cider Co.,"<a href=""https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/"">Snowdrift Cider Co.</a>",0,2,1,2,5,https://ciderguide.com/glintcap/medalists/snowdrift-cider-co/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Spirit Tree Estate Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/spirit-tree-estate-cidery/"">Spirit Tree Estate Cidery</a>",0,0,3,2,5,https://ciderguide.com/glintcap/medalists/spirit-tree-estate-cidery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Northville Winery and Brewing Company,"<a href=""https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/"">Northville Winery and Brewing Company</a>",0,0,2,3,5,https://ciderguide.com/glintcap/medalists/northville-winery-and-brewing-company/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Vander Mill,"<a href=""https://ciderguide.com/glintcap/medalists/vander-mill/"">Vander Mill</a>",0,0,1,4,5,https://ciderguide.com/glintcap/medalists/vander-mill/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Eden Ciders,"<a href=""https://ciderguide.com/glintcap/medalists/eden-ciders/"">Eden Ciders</a>",1,1,2,0,4,https://ciderguide.com/glintcap/medalists/eden-ciders/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Robinette Cellars,"<a href=""https://ciderguide.com/glintcap/medalists/robinette-cellars/"">Robinette Cellars</a>",0,1,1,2,4,https://ciderguide.com/glintcap/medalists/robinette-cellars/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Cidrerie Milton,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-milton/"">Cidrerie Milton</a>",0,1,0,3,4,https://ciderguide.com/glintcap/medalists/cidrerie-milton/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Distillery Lane Ciderworks,"<a href=""https://ciderguide.com/glintcap/medalists/distillery-lane-ciderworks/"">Distillery Lane Ciderworks</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/distillery-lane-ciderworks/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Tideview Cider,"<a href=""https://ciderguide.com/glintcap/medalists/tideview-cider/"">Tideview Cider</a>",0,0,2,2,4,https://ciderguide.com/glintcap/medalists/tideview-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Finnriver Farm and Cidery,"<a href=""https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/"">Finnriver Farm and Cidery</a>",1,1,0,1,3,https://ciderguide.com/glintcap/medalists/finnriver-farm-and-cidery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",County Cider Company,"<a href=""https://ciderguide.com/glintcap/medalists/county-cider-company/"">County Cider Company</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/county-cider-company/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Hogan's Cider,"<a href=""https://ciderguide.com/glintcap/medalists/hogans-cider/"">Hogan's Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/hogans-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Northern Natural Cider House & Winery,"<a href=""https://ciderguide.com/glintcap/medalists/northern-natural-cider-house-winery/"">Northern Natural Cider House & Winery</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/northern-natural-cider-house-winery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Redbyrd Orchard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/redbyrd-orchard-cider/"">Redbyrd Orchard Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/redbyrd-orchard-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Reverend Nat's Hard Cider,"<a href=""https://ciderguide.com/glintcap/medalists/reverend-nats-hard-cider/"">Reverend Nat's Hard Cider</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/reverend-nats-hard-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Tieton Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/tieton-cider-works/"">Tieton Cider Works</a>",0,0,2,1,3,https://ciderguide.com/glintcap/medalists/tieton-cider-works/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Albemarle CiderWorks,"<a href=""https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/"">Albemarle CiderWorks</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/albemarle-ciderworks/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Cidrerie St-Nicolas,"<a href=""https://ciderguide.com/glintcap/medalists/cidrerie-st-nicolas/"">Cidrerie St-Nicolas</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/cidrerie-st-nicolas/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Griffin Cider Works,"<a href=""https://ciderguide.com/glintcap/medalists/griffin-cider-works/"">Griffin Cider Works</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/griffin-cider-works/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Slake Cider,"<a href=""https://ciderguide.com/glintcap/medalists/slake-cider/"">Slake Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/slake-cider/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Spicer's Winery,"<a href=""https://ciderguide.com/glintcap/medalists/spicers-winery/"">Spicer's Winery</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/spicers-winery/
2013,"<a href=""https://ciderguide.com/glintcap/years/2013-results/"">2013</a>",Westcott Bay Cider,"<a href=""https://ciderguide.com/glintcap/medalists/westcott-bay-cider/"">Westcott Bay Cider</a>",0,0,1,2,3,https://ciderguide.com/glintcap/medalists/westcott-bay-cider/
