Medalist,🏆 BIC,🥇 Gold,🥈 Silver,🥉 Bronze,Total,First,Last,Years,Results,Website,Facebook,Instagram,Google,State_Province,Country,Status,Latitude,Longitude,Shortcode
Holmberg Orchards & Winery,0,0,1,2,3,2007,2007,1,https://ciderguide.com/holmberg-orchards-winery/,http://www.holmbergorchards.com/,https://www.facebook.com/HolmbergOrchards,https://www.instagram.com/holmbergorchards/,https://maps.google.com/?cid=4720941997914927332,Connecticut,United States,Active,41.468406,-72.058204,holmberg-orchards-winery
Platform Beer Company,0,0,0,3,3,2017,2021,2,https://ciderguide.com/platform-beer-company/,,,,,Ohio,United States,Inactive,41.479836,-81.713968,platform-beer-company
West End Cider House,0,0,0,3,3,2023,2023,1,https://ciderguide.com/west-end-cider-house/,http://www.westendciderhouse.com/,https://www.facebook.com/athensciderhouse,https://www.instagram.com/westciderhouse,https://maps.google.com/?cid=17093383135861039642,Ohio,United States,Active,39.332217,-82.110287,west-end-cider-house
3 North Vines,0,0,0,3,3,2021,2021,1,https://ciderguide.com/3-north-vines/,https://www.3northvines.com/,https://www.facebook.com/3NorthVines,https://www.instagram.com/3northvines_wines/,https://maps.google.com/?cid=2992073829749272130,Michigan,United States,Active,43.2642732,-82.5821548,3-north-vines
Napton Cidery,0,0,0,3,3,2019,2019,1,https://ciderguide.com/napton-cidery/,https://www.naptoncidery.co.uk/,https://www.facebook.com/naptoncidery,https://www.instagram.com/naptoncidery/,https://maps.google.com/?cid=12009368832613245042,Warwickshire,United Kingdom,Active,52.2422487,-1.325063,napton-cidery
Tall Post Craft Cider,0,0,0,3,3,2019,2019,1,https://ciderguide.com/tall-post-craft-cider/,,https://www.facebook.com/tallpostcc/,https://www.instagram.com/tallpostcraftcider/,https://maps.google.com/?cid=271841851586211887,Ontario,Canada,Active,43.1459211,-79.7682554,tall-post-craft-cider
Century Tree Cider Co.,0,0,0,3,3,2018,2018,1,https://ciderguide.com/century-tree-cider-co/,,,,,Tennessee,United States,Inactive,35.1402356,-90.0412219,century-tree-cider-co
Prospect Ciderworks,0,0,0,3,3,2018,2018,1,https://ciderguide.com/prospect-ciderworks/,,,,,Massachusetts,United States,Inactive,42.542993,-71.575747,prospect-ciderworks
Small Acres Cyder,0,0,0,3,3,2014,2014,1,https://ciderguide.com/small-acres-cyder/,http://www.smallacrescyder.com.au/,,,https://maps.google.com/?cid=1497457670374953580,New South Wales,Australia,Active,-33.282202,148.992136,small-acres-cyder
Country Mill Winery,0,0,0,3,3,2011,2011,1,https://ciderguide.com/country-mill-winery/,,,,,Michigan,United States,Inactive,42.635232,-84.79667,country-mill-winery
EdenVale Winery,1,0,1,0,2,2017,2019,2,https://ciderguide.com/edenvale-winery/,http://www.edenvalewines.com/,https://www.facebook.com/EdenValeWinery,https://www.instagram.com/edenvalewinery/,https://maps.google.com/?cid=1337477973398359922,Oregon,United States,Active,42.2886086,-122.8477144,edenvale-winery
Vergers de Velours,1,0,1,0,2,2018,2018,1,https://ciderguide.com/vergers-de-velours/,https://www.vergersdevelours.com/,https://www.facebook.com/VergersdeVelours/,,https://maps.google.com/?cid=13585661217805260928,Quebec,Canada,Active,48.6614327,-71.8144297,vergers-de-velours
Domaine des 5 D,1,0,1,0,2,2016,2016,1,https://ciderguide.com/domaine-des-5-d/,http://cidreriedaufresne.com/,,,https://maps.google.com/?cid=8401719320995507859,Calvados,France,Active,49.1786404,0.2045199,domaine-des-5-d
Cold Hand Winery,1,0,0,1,2,2018,2018,1,https://ciderguide.com/cold-hand-winery/,https://www.coldhandwinery.dk/,https://www.facebook.com/Cold-Hand-Winery-280396455326889/,https://www.instagram.com/cold_hand_winery/,https://maps.google.com/?cid=8847115036999398343,,Denmark,Active,56.513459,9.7900895,cold-hand-winery
Shuswap Cider Co.,0,1,1,0,2,2023,2023,1,https://ciderguide.com/shuswap-cider-co/,https://shuswapcider.com/,https://www.facebook.com/shuswapcider,https://www.instagram.com/shuswapcider/,https://maps.google.com/?cid=16947341498601474713,British Columbia,Canada,Active,50.6918843,-119.3095887,shuswap-cider-co
Covered Bridge Brewing,0,1,1,0,2,2022,2022,1,https://ciderguide.com/covered-bridge-brewing/,https://www.coveredbridgebrewery.com/,https://www.facebook.com/CBBrewery,https://www.instagram.com/covered_bridge_brewing_group/,https://maps.google.com/?cid=3419507540097286965,Oregon,United States,Active,43.7975203,-123.0584655,covered-bridge-brewing
Prima Cider,0,1,1,0,2,2019,2019,1,https://ciderguide.com/prima-cider/,http://www.primacider.com/,https://www.facebook.com/primacider/,,,Illinois,United States,Active,42.232727,-88.015032,prima-cider
The BottleHouse Brewing Company,0,1,1,0,2,2018,2018,1,https://ciderguide.com/the-bottlehouse-brewing-company/,https://www.bottlehouse.co/,https://www.facebook.com/TheBottleHouseBrewery/,https://www.instagram.com/bottlehousebrew/,https://maps.google.com/?cid=14872373864961139551,Ohio,United States,Active,41.503728,-81.565883,the-bottlehouse-brewing-company
Domaine de Kervéguen,0,1,0,1,2,2014,2016,2,https://ciderguide.com/domaine-de-kerveguen/,https://www.kerveguen.fr/,https://www.facebook.com/cidresdomainedekerveguen/,,https://maps.google.com/?cid=1542805240311028945,Finistère,France,Active,48.6666268,-3.6926165,domaine-de-kerveguen
Long Island Meadery,0,1,0,1,2,2005,2006,2,https://ciderguide.com/long-island-meadery/,,,,,New York,United States,Inactive,40.7838542,-73.0832757,long-island-meadery
Mershon's Artisan Cider,0,1,0,1,2,2023,2023,1,https://ciderguide.com/mershons-artisan-cider/,http://www.mershonscider.com/,https://www.facebook.com/MershonsCider/,https://www.instagram.com/mershonscider/,https://maps.google.com/?cid=14483166591297687257,Wisconsin,United States,Active,42.929738,-89.213077,mershons-artisan-cider
Subterranean Cider,0,1,0,1,2,2022,2022,1,https://ciderguide.com/subterranean-cider/,,,,,Michigan,United States,Inactive,42.2411499,-83.6129939,subterranean-cider
Docendo Discitur,0,0,2,0,2,2022,2023,2,https://ciderguide.com/docendo-discitur/,,https://www.facebook.com/profile.php?id=100063485772808,,https://maps.google.com/?cid=5395562939899411393,Aosta Valley,Italy,Active,45.7121378,7.2154238,docendo-discitur
Institut Agricole Régional,0,0,2,0,2,2022,2023,2,https://ciderguide.com/institut-agricole-regional/,https://www.iaraosta.it/,https://www.facebook.com/iaraosta,https://www.instagram.com/institutagricoleregional/,https://maps.google.com/?cid=4369008947984220898,Valle d'Aosta,Italy,Active,45.7369231,7.3000211,institut-agricole-regional
S. Martinelli & Co.,0,0,2,0,2,2019,2021,2,https://ciderguide.com/s-martinelli-co/,https://www.martinellis.com/,,https://www.instagram.com/martinellisco/,https://maps.google.com/?cid=8541194903885889884,California,United States,Active,36.902162,-121.7648,s-martinelli-co
Clos de la Fontaine Hugo,0,0,2,0,2,2014,2016,2,https://ciderguide.com/clos-de-la-fontaine-hugo/,,,,https://maps.google.com/?cid=7407350639595674137,Aisne,France,Active,49.7158565,4.1436951,clos-de-la-fontaine-hugo
Wyndfall Cyder,0,0,2,0,2,2015,2016,2,https://ciderguide.com/wyndfall-cyder/,,,,,Minnesota,United States,Inactive,44.640543,-93.68819,wyndfall-cyder
Maison Hérout,0,0,2,0,2,2023,2023,1,https://ciderguide.com/maison-herout/,https://www.maisonherout.com/,https://www.facebook.com/cidres/,https://www.instagram.com/maisonherout/,https://maps.google.com/?cid=1426598113576371976,Manche,France,Active,49.2940012,-1.303545,maison-herout
Mount Diablo Cider Company,0,0,2,0,2,2023,2023,1,https://ciderguide.com/mount-diablo-cider-company/,https://www.mountdiablocider.com/,https://www.facebook.com/mountdiablocider,https://www.instagram.com/mountdiablocider/,,California,United States,Active,37.9025575,-122.0944769,mount-diablo-cider-company
Paynter's Cider,0,0,2,0,2,2019,2019,1,https://ciderguide.com/paynters-cider/,https://www.paynterscider.co.nz/,https://www.facebook.com/payntershbcider/,,https://maps.google.com/?cid=3589298634850623661,Hawke's Bay,New Zealand,Active,-39.665185,176.8531411,paynters-cider
Domaine des Côtes d'Ardoise,0,0,2,0,2,2018,2018,1,https://ciderguide.com/domaine-des-cotes-dardoise/,https://cotesdardoise.com/,https://www.facebook.com/cotesdardoise/,https://www.instagram.com/vignoblecotesdardoise/,https://maps.google.com/?cid=9935263475438945742,Quebec,Canada,Active,45.1139705,-72.8457278,domaine-des-cotes-dardoise
OR\WA Cider Collective,0,0,2,0,2,2018,2018,1,#N/A,,,,,Oregon,United States,Inactive,45.440262,-122.630103,
Willie Smith's,0,0,2,0,2,2018,2018,1,https://ciderguide.com/willie-smiths/,https://www.williesmiths.com.au/,https://www.facebook.com/pages/Willie-Smiths-Organic-Cider/260319247336198,https://www.instagram.com/williesmithscider/,https://www.google.com/maps?cid=16057012530083496420,Tasmania,Australia,Active,-42.987793,147.085402,willie-smiths
Sidra El Gobernador,0,0,2,0,2,2013,2013,1,https://ciderguide.com/sidra-el-gobernador/,https://martinezsopenahermanos.com/,,,https://maps.google.com/?cid=16311632506815681967,,Spain,Active,43.520499,-5.4404062,sidra-el-gobernador
Foggy Ridge Cider,0,0,2,0,2,2007,2007,1,https://ciderguide.com/foggy-ridge-cider/,,,,,Virginia,United States,Inactive,36.7672784,-80.5290282,foggy-ridge-cider
Speciation Artisan Ales,0,0,1,1,2,2022,2023,2,https://ciderguide.com/speciation-artisan-ales/,https://speciationartisanales.com/,https://www.facebook.com/speciationartisanales/,https://www.instagram.com/speciationales/,https://maps.google.com/?cid=16258724761386403117,Michigan,United States,Active,42.9552166,-85.6456408,speciation-artisan-ales
New Leaf Cider Co.,0,0,1,1,2,2018,2021,2,https://ciderguide.com/new-leaf-cider-co/,https://www.newleafcider.com/,https://www.facebook.com/newleafcider/,https://www.instagram.com/newleafcider/,https://www.google.com/maps?cid=18191376316753283743,New York,United States,Active,42.1497193,-75.8199007,new-leaf-cider-co
Windfall Cider,0,0,1,1,2,2019,2021,2,https://ciderguide.com/windfall-cider/,https://windfallcider.ca/,https://www.facebook.com/windfallcidercompany,https://www.instagram.com/windfallcider/,https://maps.google.com/?cid=11000972800697075085,British Columbia,Canada,Active,49.3093392,-123.0750308,windfall-cider
Troy Cider,0,0,1,1,2,2015,2018,2,https://ciderguide.com/troy-cider/,,,,,California,United States,Inactive,38.495772,-122.7667,troy-cider
Cold Hollow Cider Mill,0,0,1,1,2,2016,2017,2,https://ciderguide.com/cold-hollow-cider-mill/,http://www.coldhollow.com/,https://www.facebook.com/COLDHOLLOWCIDERMILL,https://www.instagram.com/coldhollowcidermillvt/,https://maps.google.com/?cid=15170275416244382059,Vermont,United States,Active,44.381363,-72.719895,cold-hollow-cider-mill
Ferro Farms,0,0,1,1,2,2016,2017,2,https://ciderguide.com/ferro-farms/,,,,,Wisconsin,United States,Inactive,42.591684,-88.43343,ferro-farms
Woodbox Cider Co.,0,0,1,1,2,2016,2017,2,https://ciderguide.com/woodbox-cider-co/,,,,,Oregon,United States,Inactive,45.546299,-122.576482,woodbox-cider-co
Txopinondo,0,0,1,1,2,2014,2016,2,https://ciderguide.com/txopinondo/,https://txopinondo.fr/,https://www.facebook.com/txopinondo,https://www.instagram.com/txopinondo/,https://maps.google.com/?cid=14446292626809718341,Pyrénées-Atlantiques,France,Active,43.364722,-1.6375,txopinondo
Bird Dog Cider,0,0,1,1,2,2023,2023,1,https://ciderguide.com/bird-dog-cider/,https://birddogcider.com/,,https://www.instagram.com/birddogcider/,https://maps.google.com/?cid=14229181631948632959,New Hampshire,United States,Active,43.0437859,-70.8550379,bird-dog-cider
Bowen Cider House,0,0,1,1,2,2023,2023,1,https://ciderguide.com/bowen-cider-house/,https://www.bowenciderhouse.ca/,https://www.facebook.com/bowenciderhouse,https://www.instagram.com/bowenciderhouse/,https://maps.google.com/?cid=12163814483884536667,British Columbia,Canada,Active,49.3639259,-123.3817062,bowen-cider-house
Crimson Cider Company,0,0,1,1,2,2023,2023,1,https://ciderguide.com/crimson-cider-company/,https://www.crimsoncidercompany.com/,https://www.facebook.com/CrimsonCiderCompany/,https://www.instagram.com/crimsoncidercompany/,https://maps.google.com/?cid=3534633618958218537,Ontario,Canada,Active,43.9918792,-77.1891137,crimson-cider-company
Fort Point Beer Company,0,0,1,1,2,2023,2023,1,https://ciderguide.com/fort-point-beer-company/,https://fortpointbeer.com/,https://www.facebook.com/fortpointbeer,https://www.instagram.com/fortpointbeer/,https://maps.google.com/?cid=2077516693078079630,California,United States,Active,37.7896109,-122.4648487,fort-point-beer-company
Lucia Maria Melchiori,0,0,1,1,2,2023,2023,1,https://ciderguide.com/lucia-maria-melchiori/,https://sidroitaliano.it/,https://www.facebook.com/LMMelchiori/,https://www.instagram.com/melchiori_parola_di_luciamaria/,https://maps.google.com/?cid=15784129180909501372,Trentino ,Italy,Active,46.3193865,11.0960328,lucia-maria-melchiori
Turncoat Cidery,0,0,1,1,2,2023,2023,1,https://ciderguide.com/turncoat-cidery/,https://www.turncoatcidery.com/,,,,Rhode Island,United States,Active,41.487469,-71.3907177,turncoat-cidery
Sutliff Cider Company,0,0,1,1,2,2022,2022,1,https://ciderguide.com/sutliff-cider-company/,,,,,Iowa,United States,Inactive,41.887218,-91.385952,sutliff-cider-company
Brick River Cider,0,0,1,1,2,2021,2021,1,https://ciderguide.com/brick-river-cider/,https://brickrivercider.com/,https://www.facebook.com/BrickRiverCider/,https://www.instagram.com/brickrivercider/,https://maps.google.com/?cid=7012396128064719649,Missouri,United States,Active,38.6339407,-90.2079809,brick-river-cider
Rice Lake Hard Cider,0,0,1,1,2,2021,2021,1,https://ciderguide.com/rice-lake-hard-cider/,https://www.ricelakehardcider.ca/,https://www.facebook.com/ricelakebeerandcider/,https://www.instagram.com/ricelakehardcider/,https://maps.google.com/?cid=5324762577871638377,Ontario,Canada,Active,44.017223,-78.1461123,rice-lake-hard-cider
Courthouse Creek Cider,0,0,1,1,2,2019,2019,1,https://ciderguide.com/courthouse-creek-cider/,http://courthousecreek.com/,https://www.facebook.com/CourthouseCreek,https://www.instagram.com/courthousecreekcider/,https://maps.google.com/?cid=14539258264651566085,Virginia,United States,Active,37.673983,-77.877307,courthouse-creek-cider
Dominion Cider Co.,0,0,1,1,2,2019,2019,1,https://ciderguide.com/dominion-cider-co/,http://dominioncider.com/,,,https://maps.google.com/?cid=8943197363356619776,British Columbia,Canada,Active,49.589829,-119.692589,dominion-cider-co
Lost Valley Cider Co.,0,0,1,1,2,2019,2019,1,https://ciderguide.com/lost-valley-cider-co/,http://www.lostvalley.com/,,https://www.instagram.com/lostvalleycider/,https://maps.google.com/?cid=16904382002455233962,Wisconsin,United States,Active,43.0276082,-87.9159237,lost-valley-cider-co
FieldBird Cider,0,0,1,1,2,2018,2018,1,https://ciderguide.com/fieldbird-cider/,https://fieldbird.ca/,https://www.facebook.com/fieldbird.cider/,https://www.instagram.com/fieldbird.cider/,https://maps.google.com/?cid=6110288111923447317,Ontario,Canada,Active,44.0069575,-77.2822809,fieldbird-cider
Metal House Cider,0,0,1,1,2,2018,2018,1,https://ciderguide.com/metal-house-cider/,http://metalhousecider.com/,,https://www.instagram.com/metalhousecider/,,New York,United States,Active,41.848908,-73.973564,metal-house-cider
Mill Bridge Winery,0,0,1,1,2,2017,2017,1,https://ciderguide.com/mill-bridge-winery/,http://www.millbridgewinery.com/,,,https://maps.google.com/?cid=2315023363076254103,Tennessee,United States,Active,35.788615,-83.554632,mill-bridge-winery
Cigar City Cider & Mead,0,0,1,1,2,2016,2016,1,https://ciderguide.com/cigar-city-cider-mead/,http://www.cigarcitycider.com/,https://www.facebook.com/CigarCityCider,https://www.instagram.com/cigarcitycider/,https://maps.google.com/?cid=105555702494086229,Florida,United States,Active,27.960748,-82.443199,cigar-city-cider-mead
Flatbed Cider Co.,0,0,1,1,2,2016,2016,1,https://ciderguide.com/flatbed-cider-co/,,,,,Washington,United States,Inactive,47.72945,-122.149322,flatbed-cider-co
Bantam Cider,0,0,1,1,2,2013,2013,1,https://ciderguide.com/bantam-cider/,,,,,Massachusetts,United States,Inactive,42.377773,-71.091902,bantam-cider
Tilted Shed Ciderworks,0,0,1,1,2,2013,2013,1,https://ciderguide.com/tilted-shed-ciderworks/,http://www.tiltedshed.com/,,https://www.instagram.com/tiltedshed/,https://maps.google.com/?cid=15958152535454169919,California,United States,Active,38.536915,-122.805436,tilted-shed-ciderworks
Blacksmiths Winery,0,0,1,1,2,2012,2012,1,https://ciderguide.com/blacksmiths-winery/,,,,,Maine,United States,Inactive,43.914429,-70.518351,blacksmiths-winery
Cider by Rosie,0,0,1,1,2,2011,2011,1,https://ciderguide.com/cider-by-rosie/,,https://www.facebook.com/ciderbyrosie/,,,Dorset,United Kingdom,Active,50.8386141,-2.2593542,cider-by-rosie
Tom's Foolery Distillery,0,0,1,1,2,2011,2011,1,https://ciderguide.com/toms-foolery-distillery/,https://www.tomsfoolery.com/,https://www.facebook.com/tomsfooleryfarm,https://www.instagram.com/tomsfoolerydistillery/,https://maps.google.com/?cid=7365488511239337011,Ohio,United States,Active,41.3910297,-81.1757311,toms-foolery-distillery
Henney's Cider,0,0,1,1,2,2009,2009,1,https://ciderguide.com/henneys-cider/,http://www.henneys.co.uk/,,,,Herefordshire,United Kingdom,Active,52.1324052,-2.4945371,henneys-cider
New Holland Brewing,0,0,1,1,2,2007,2007,1,https://ciderguide.com/new-holland-brewing/,,,,https://maps.google.com/?cid=16974909858889468491,Michigan,United States,Active,42.790068,-86.1042,new-holland-brewing
Zapiain,0,0,0,2,2,2014,2019,2,https://ciderguide.com/zapiain/,https://zapiain.eus/,https://www.facebook.com/zapiainsagardoa,https://www.instagram.com/zapiainsagardoa/,https://maps.google.com/?cid=16982677267877188990,Gipuzkoa,Spain,Active,43.2821854,-1.9422089,zapiain
Bier Distillery,0,0,0,2,2,2017,2019,2,https://ciderguide.com/bier-distillery/,http://bierdistillery.com/,https://www.facebook.com/BierDistillery,https://www.instagram.com/bierdistillery/,https://maps.google.com/?cid=17532214762902294812,Michigan,United States,Active,43.0593786,-85.6411356,bier-distillery
Orpens Cider,0,0,0,2,2,2014,2015,2,https://ciderguide.com/orpens-cider/,,,,,Kildare,Ireland,Inactive,53.1589342,-6.9095683,orpens-cider
Cidrerie Compton,0,0,0,2,2,2023,2023,1,https://ciderguide.com/cidrerie-compton/,https://cidreriecompton.com/,https://www.facebook.com/Cidrerie.Compton/,https://www.instagram.com/cidrerie.compton/,https://maps.google.com/?cid=12110507997233958951,Quebec,Canada,Active,45.258375,-71.8262323,cidrerie-compton
Northwood Cider Co.,0,0,0,2,2,2023,2023,1,https://ciderguide.com/northwood-cider-co/,https://www.northwoodcider.com/,https://www.facebook.com/NorthwoodCiderCo/,https://www.instagram.com/northwoodciderco/,https://maps.google.com/?cid=16951636823953034934,Ohio,United States,Active,39.1584343,-84.458172,northwood-cider-co
The Northman Beer & Cider Garden,0,0,0,2,2,2022,2022,1,https://ciderguide.com/the-northman-beer-cider-garden/,https://www.thenorthman.com/,https://www.facebook.com/TheNorthmanChicago/,https://www.instagram.com/thenorthmanchi/,https://maps.google.com/?cid=8255505004227772024,Illinois,United States,Active,41.8882465,-87.6215707,the-northman-beer-cider-garden
Tenmile Cider Co.,0,0,0,2,2,2022,2022,1,https://ciderguide.com/tenmile-cider-co/,,https://www.facebook.com/tenmileciderco/,,https://maps.google.com/?cid=3695059567295141532,Colorado,United States,Active,39.4824831,-106.0463073,tenmile-cider-co
Farmstead Cider,0,0,0,2,2,2021,2021,1,https://ciderguide.com/farmstead-cider/,https://farmsteadwyo.com/,https://www.facebook.com/farmsteadcider,https://www.instagram.com/farmsteadcider/,https://maps.google.com/?cid=17159845861173496600,Wyoming,United States,Active,43.4201872,-110.7769249,farmstead-cider
Red Top Winery,0,0,0,2,2,2021,2021,1,https://ciderguide.com/red-top-winery/,https://www.redtopwinery.com/,https://www.facebook.com/RedTopWinery,https://www.instagram.com/redtopwinery/,https://maps.google.com/?cid=15385897061106434052,Michigan,United States,Active,41.9260552,-86.4463222,red-top-winery
Tumalo Cider,0,0,0,2,2,2021,2021,1,https://ciderguide.com/tumalo-cider/,http://www.tumalocider.com/,https://www.facebook.com/tumalocider/,https://www.instagram.com/tumalocider/,https://maps.google.com/?cid=522863006020173702,Oregon,United States,Active,44.1473701,-121.3304068,tumalo-cider
3 Keys Brewing,0,0,0,2,2,2019,2019,1,https://ciderguide.com/3-keys-brewing/,https://www.3keysbrewing.com/,,,https://maps.google.com/?cid=9227766610482221383,Florida,United States,Active,27.496807,-82.532577,3-keys-brewing
Ethic Ciders,0,0,0,2,2,2019,2019,1,https://ciderguide.com/ethic-ciders/,https://ethicciders.com/,,https://www.instagram.com/ethicciders/,https://maps.google.com/?cid=8690271967777704135,California,United States,Active,38.255175,-122.642143,ethic-ciders
Forward Ferments,0,0,0,2,2,2019,2019,1,https://ciderguide.com/forward-ferments/,,,,,Wisconsin,United States,Inactive,43.417508,-88.092845,forward-ferments
Little Pomona,0,0,0,2,2,2018,2018,1,https://ciderguide.com/little-pomona/,https://littlepomona.com/,https://www.facebook.com/LittlePomona/,https://www.instagram.com/littlepomona/,https://maps.google.com/?cid=1246096540068808621,Herefordshire,United Kingdom,Active,52.1692482,-2.4944892,little-pomona
The Old Mine Cider Company,0,0,0,2,2,2018,2018,1,https://ciderguide.com/the-old-mine-cider-company/,http://theoldmine.com/,https://www.facebook.com/TheOldMine/,https://www.instagram.com/theoldmine/,https://maps.google.com/?cid=10595580658092782014,Colorado,United States,Active,40.049115,-105.047549,the-old-mine-cider-company
Bonnieheath Estate Winery,0,0,0,2,2,2017,2017,1,https://ciderguide.com/bonnieheath-estate-winery/,http://bonnieheathestate.ca/,,,https://maps.google.com/?cid=10037639566151793222,Ontario,Canada,Active,42.890266,-80.261896,bonnieheath-estate-winery
Leaky Barrel Cider Company,0,0,0,2,2,2017,2017,1,https://ciderguide.com/leaky-barrel-cider-company/,,,,,California,United States,Inactive,38.5289432,-122.8030103,leaky-barrel-cider-company
^5 Cider,0,0,0,2,2,2016,2016,1,https://ciderguide.com/5-cider/,,,,,Oregon,United States,Inactive,45.528907,-122.610394,5-cider
Gnarly Grove Hard Cider,0,0,0,2,2,2016,2016,1,https://ciderguide.com/gnarly-grove-hard-cider/,,,,,Indiana,United States,Inactive,39.267861,-85.832134,gnarly-grove-hard-cider
Talisman Farm Cidery,1,0,0,0,1,2016,2016,1,https://ciderguide.com/talisman-farm-cidery/,,,,,Colorado,United States,Inactive,40.1893942,-105.1781092,talisman-farm-cidery
Kuhnhenn Brewing Co.,0,1,0,0,1,2023,2023,1,https://ciderguide.com/kuhnhenn-brewing-co/,http://www.kbrewery.com/,https://www.facebook.com/KuhnhennBrewingCo,https://www.instagram.com/kuhnhennbrewing/,https://maps.google.com/?cid=15962690616595599148,Michigan,United States,Active,42.527768,-83.046765,kuhnhenn-brewing-co
Malner,0,1,0,0,1,2023,2023,1,https://ciderguide.com/malner/,https://www.malnercider.com/,https://www.facebook.com/Malnercider,https://www.instagram.com/malner_cider/,https://maps.google.com/?cid=15238117087452971281,,Slovenia,Active,45.5749654,13.9366407,malner
Calvados Pierre Huet,0,1,0,0,1,2023,2023,1,https://ciderguide.com/calvados-pierre-huet/,https://www.calvados-huet.com/,https://www.facebook.com/calvadosph/,https://www.instagram.com/calvadospierrehuet/,https://maps.google.com/?cid=11210783185501022788,Calvados,France,Active,49.1476519,0.0462976,calvados-pierre-huet
Kikusui Brewing Co.,0,1,0,0,1,2022,2022,1,https://ciderguide.com/kikusui-brewing-co/,https://kikusuisake.co.jp/,https://www.facebook.com/kikusui.nagano,,https://maps.google.com/?cid=273138642744687145,Nagano,Japan,Active,35.5132343,137.8072107,kikusui-brewing-co
Bear Cider,0,1,0,0,1,2019,2019,1,https://ciderguide.com/bear-cider/,http://www.bearcider.com/,https://www.facebook.com/Beercider,https://www.instagram.com/bearcider/,https://maps.google.com/?cid=2306162274342811911,North Holland,Netherlands,Active,52.2961063,5.1662739,bear-cider
Val de Rance,0,1,0,0,1,2016,2016,1,https://ciderguide.com/val-de-rance/,https://www.valderance.com/,https://www.facebook.com/ValdeRance/,,https://maps.google.com/?cid=7883069809343472545,Côtes-d'Armor,France,Active,48.5085616,-1.9532752,val-de-rance
Geo Cider,0,0,1,0,1,2023,2023,1,https://ciderguide.com/geo-cider/,,https://www.facebook.com/geocider/,https://www.instagram.com/geocider/,https://maps.google.com/?cid=10270629130837708300,British Columbia,Canada,Active,49.7240532,-123.1542449,geo-cider
Good Bones Ciderhouse,0,0,1,0,1,2023,2023,1,https://ciderguide.com/good-bones-ciderhouse/,,,,,Michigan,United States,In Planning,44.6279156,-85.9957727,good-bones-ciderhouse
Great Lakes Farms,0,0,1,0,1,2023,2023,1,https://ciderguide.com/great-lakes-farms/,https://www.greatlakesfarms.ca/,https://www.facebook.com/greatlakesfarms,https://www.instagram.com/greatlakesfarms/,https://maps.google.com/?cid=4288748841792254287,Ontario,Canada,Active,42.6911428,-81.2335877,great-lakes-farms
Riley's Cidery,0,0,1,0,1,2023,2023,1,https://ciderguide.com/rileys-cidery/,https://www.rileyscider.com/,https://www.facebook.com/rileyscidery/,https://www.instagram.com/rileyscidery/,https://maps.google.com/?cid=9203737158800520029,British Columbia,Canada,Active,49.3624343,-123.4012374,rileys-cidery
Vins Arista,0,0,1,0,1,2023,2023,1,https://ciderguide.com/vins-arista/,http://www.vinsarista.com/,,,https://maps.google.com/?cid=6192246319146313918,Quebec,Canada,Active,45.43974,-73.057558,vins-arista
Winterset Cidery,0,0,1,0,1,2023,2023,1,https://ciderguide.com/winterset-cidery/,http://www.wintersetcidery.com/,https://www.facebook.com/Wintersetcidery/,,https://maps.google.com/?cid=869133598205810635,Iowa,United States,Active,41.411913,-94.012008,winterset-cidery
Chase Hill Cider,0,0,1,0,1,2022,2022,1,https://ciderguide.com/chase-hill-cider/,https://www.chasehillcider.com/,,https://www.instagram.com/chasehillcider/,,New Hampshire,United States,Active,43.980732,-71.152804,chase-hill-cider
Copper Crow Distillery,0,0,1,0,1,2022,2022,1,https://ciderguide.com/copper-crow-distillery/,https://www.coppercrowdistillery.com/,,,https://maps.google.com/?cid=9042424009847033963,Wisconsin,United States,Active,46.857048,-90.7939071,copper-crow-distillery
Melo Moon Cider,0,0,1,0,1,2022,2022,1,https://ciderguide.com/melo-moon-cider/,https://www.melomooncider.com/,https://www.facebook.com/melomooncider,https://www.instagram.com/melomooncider,,New York,United States,Active,43.0172595,-73.5126149,melo-moon-cider
Moss Vineyards,0,0,1,0,1,2022,2022,1,https://ciderguide.com/moss-vineyards/,https://www.mossvineyards.net/,https://www.facebook.com/MOSSVINEYARDS,https://www.instagram.com/mossvineyards/,https://maps.google.com/?cid=14559514205860476618,Virginia,United States,Active,38.2404817,-78.5514481,moss-vineyards
Epona,0,0,1,0,1,2021,2021,1,https://ciderguide.com/epona/,,,,,Washington,United States,Inactive,45.9446269,-122.6949361,epona
Rock N Wool Winery,0,0,1,0,1,2021,2021,1,https://ciderguide.com/rock-n-wool-winery/,http://www.rocknwoolwinery.com/,https://www.facebook.com/tastewisconsin,https://www.instagram.com/rocknwoolwinery/,https://maps.google.com/?cid=4773134413393793062,Wisconsin,United States,Active,43.4264281,-89.3907181,rock-n-wool-winery
Squiggly Tree Cider,0,0,1,0,1,2021,2021,1,https://ciderguide.com/squiggly-tree-cider/,,,,,Michigan,United States,Inactive,43.0187425,-85.6003355,squiggly-tree-cider
Vin 312,0,0,1,0,1,2021,2021,1,https://ciderguide.com/vin-312/,https://www.vin312.com/,https://www.facebook.com/vin312winery,https://www.instagram.com/vin312winery/,https://maps.google.com/?cid=17747357387511626049,Illinois,United States,Active,41.9676466,-87.6748505,vin-312
